time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,-50.000000,-52.117068,-389.000000
0.000500,-0.389000,-50.000000,-52.117068,-389.000000
0.001000,-0.315000,50.000000,-53.345859,148.000000
0.001500,-0.509500,-50.000000,-50.919731,-389.000000
0.002000,-0.704000,-50.000000,-50.702702,-389.000000
0.002500,-0.898500,-50.000000,-50.503924,-389.000000
0.003000,-1.093000,-50.000000,-50.321986,-389.000000
0.003500,-1.287500,-50.000000,-50.494004,-389.000000
0.004000,-1.482000,-50.000000,-50.652659,-389.000000
0.004500,-1.408000,50.000000,-60.337294,148.000000
0.005000,-1.602500,-50.000000,-48.257730,-389.000000
0.005500,-1.797000,-50.000000,-48.648581,-389.000000
0.006000,-1.991500,-50.000000,-49.006700,-389.000000
0.006500,-2.186000,-50.000000,-49.334430,-389.000000
0.007000,-2.112000,50.000000,-62.581849,148.000000
0.007500,-2.038000,50.000000,-58.885498,148.000000
0.008000,-1.964000,50.000000,-55.812112,148.000000
0.008500,-2.158500,-50.000000,-48.116396,-389.000000
0.009000,-2.353000,-50.000000,-47.843695,-389.000000
0.009500,-2.547500,-50.000000,-48.286924,-389.000000
0.010000,-2.742000,-50.000000,-48.694107,-389.000000
0.010500,-2.936500,-50.000000,-49.067607,-389.000000
0.011000,-3.131000,-50.000000,-49.409674,-389.000000
0.011500,-3.325500,-50.000000,-49.722448,-389.000000
0.012000,-3.251500,50.000000,-59.582713,148.000000
0.012500,-3.177500,50.000000,-56.339418,148.000000
0.013000,-3.103500,50.000000,-53.671996,148.000000
0.013500,-3.029500,50.000000,-51.529280,148.000000
0.014000,-3.224000,-50.000000,-50.690199,-389.000000
0.014500,-3.418500,-50.000000,-50.847248,-389.000000
0.015000,-3.613000,-50.000000,-50.995803,-389.000000
0.015500,-3.807500,-50.000000,-51.135768,-389.000000
0.016000,-4.002000,-50.000000,-51.267142,-389.000000
0.016500,-4.196500,-50.000000,-51.390007,-389.000000
0.017000,-4.391000,-50.000000,-51.504515,-389.000000
0.017500,-4.317000,50.000000,-55.032426,148.000000
0.018000,-4.243000,50.000000,-52.301326,148.000000
0.018500,-4.169000,50.000000,-50.124268,148.000000
0.019000,-4.095000,50.000000,-48.450193,148.000000
