time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,5.729578,0.000000,-0.015819,0.000000,0.967612
0.000500,5.591935,-275.286858,-0.015819,0.000000,0.967612
0.001000,5.622913,61.957875,-0.015820,0.000000,0.967611
0.001500,5.652719,59.610466,-0.015820,0.000000,0.967606
0.002000,5.681405,57.372805,-0.015819,0.000000,0.967600
0.002500,5.709026,55.241744,-0.015819,0.000000,0.967592
0.003000,5.735202,52.352038,-0.015819,0.000000,0.967583
0.003500,5.759984,49.563698,-0.015818,0.000000,0.967574
0.004000,5.638257,-243.454599,-0.015818,0.000000,0.967566
0.004500,5.678330,80.146511,-0.015818,0.000000,0.967557
0.005000,5.716350,76.039995,-0.015817,0.000000,0.967543
0.005500,5.752388,72.076112,-0.015817,0.000000,0.967531
0.006000,5.786513,68.251051,-0.015817,0.000000,0.967519
0.006500,5.670005,-233.017217,-0.015816,0.000000,0.967507
0.007000,5.563917,-212.175795,-0.015816,0.000000,0.967495
0.007500,5.467888,-192.057127,-0.015817,0.000000,0.967486
0.008000,5.526203,116.630014,-0.015819,0.000000,0.967480
0.008500,5.582096,111.786143,-0.015820,0.000000,0.967470
0.009000,5.635212,106.230577,-0.015822,0.000000,0.967460
0.009500,5.685645,100.866239,-0.015823,0.000000,0.967449
0.010000,5.733489,95.688031,-0.015824,0.000000,0.967440
0.010500,5.778834,90.690950,-0.015825,0.000000,0.967430
0.011000,5.821769,85.870088,-0.015827,0.000000,0.967422
0.011500,5.708894,-225.751609,-0.015828,0.000000,0.967414
0.012000,5.606166,-205.454381,-0.015830,0.000000,0.967404
0.012500,5.513242,-185.849511,-0.015833,0.000000,0.967398
0.013000,5.429794,-166.895736,-0.015836,0.000000,0.967396
0.013500,5.494815,130.041653,-0.015840,0.000000,0.967396
0.014000,5.556670,123.711570,-0.015844,0.000000,0.967393
0.014500,5.615469,117.598253,-0.015847,0.000000,0.967390
0.015000,5.671317,111.695917,-0.015851,0.000000,0.967386
0.015500,5.724317,105.998885,-0.015855,0.000000,0.967383
0.016000,5.774568,100.501586,-0.015859,0.000000,0.967380
