0.0000,40794.1041,148.0000
0.0005,40646.1041,148.0000
0.0010,43704.0000,148.0000
0.0015,-176444.0000,-389.0000
0.0020,43945.0000,148.0000
0.0025,43797.0000,148.0000
0.0030,-176351.0000,-389.0000
0.0035,44038.0000,148.0000
0.0040,43890.0000,148.0000
0.0045,43742.0000,148.0000
0.0050,-176406.0000,-389.0000
0.0055,43983.0000,148.0000
0.0060,43835.0000,148.0000
0.0065,-176313.0000,-389.0000
0.0070,-175924.0000,-389.0000
0.0075,44465.0000,148.0000
0.0080,44317.0000,148.0000
0.0085,44169.0000,148.0000
0.0090,44021.0000,148.0000
0.0095,43873.0000,148.0000
0.0100,-176275.0000,-389.0000
0.0105,-175886.0000,-389.0000
0.0110,44503.0000,148.0000
0.0115,44355.0000,148.0000
0.0120,44207.0000,148.0000
0.0125,-175941.0000,-389.0000
0.0130,-175552.0000,-389.0000
0.0135,44837.0000,148.0000
0.0140,44689.0000,148.0000
0.0145,44541.0000,148.0000
0.0150,-175607.0000,-389.0000
0.0155,-175218.0000,-389.0000
0.0160,45171.0000,148.0000
0.0165,45023.0000,148.0000
0.0170,44875.0000,148.0000
0.0175,-175273.0000,-389.0000
0.0180,45116.0000,148.0000
0.0185,-175032.0000,-389.0000
0.0190,45357.0000,148.0000
0.0195,45209.0000,148.0000
0.0200,-174939.0000,-389.0000
0.0205,-174550.0000,-389.0000
0.0210,45839.0000,148.0000
0.0215,45691.0000,148.0000
0.0220,45543.0000,148.0000
0.0225,-174605.0000,-389.0000
0.0230,-174216.0000,-389.0000
0.0235,46173.0000,148.0000
0.0240,46025.0000,148.0000
0.0245,-174123.0000,-389.0000
0.0250,46266.0000,148.0000
0.0255,46118.0000,148.0000
0.0260,-174030.0000,-389.0000
0.0265,-173641.0000,-389.0000
0.0270,46748.0000,148.0000
0.0275,46600.0000,148.0000
0.0280,46452.0000,148.0000
0.0285,-173696.0000,-389.0000
0.0290,-173307.0000,-389.0000
0.0295,47082.0000,148.0000
0.0300,46934.0000,148.0000
0.0305,-173214.0000,-389.0000
0.0310,-172825.0000,-389.0000
0.0315,47564.0000,148.0000
0.0320,47416.0000,148.0000
0.0325,47268.0000,148.0000
0.0330,-172880.0000,-389.0000
0.0335,-172491.0000,-389.0000
0.0340,-172102.0000,-389.0000
0.0345,48287.0000,148.0000
0.0350,48139.0000,148.0000
0.0355,47991.0000,148.0000
0.0360,-172157.0000,-389.0000
0.0365,-171768.0000,-389.0000
0.0370,-171379.0000,-389.0000
0.0375,49010.0000,148.0000
0.0380,48862.0000,148.0000
0.0385,48714.0000,148.0000
0.0390,-171434.0000,-389.0000
0.0395,-171045.0000,-389.0000
0.0400,-170656.0000,-389.0000
0.0405,49733.0000,148.0000
0.0410,49585.0000,148.0000
0.0415,49437.0000,148.0000
0.0420,-170711.0000,-389.0000
0.0425,-170322.0000,-389.0000
0.0430,-169933.0000,-389.0000
0.0435,-169544.0000,-389.0000
0.0440,50845.0000,148.0000
0.0445,50697.0000,148.0000
0.0450,50549.0000,148.0000
0.0455,50401.0000,148.0000
0.0460,-169747.0000,-389.0000
0.0465,-169358.0000,-389.0000
0.0470,-168969.0000,-389.0000
0.0475,-168580.0000,-389.0000
0.0480,51809.0000,148.0000
0.0485,51661.0000,148.0000
0.0490,51513.0000,148.0000
0.0495,-168635.0000,-389.0000
0.0500,-168246.0000,-389.0000
0.0505,-167857.0000,-389.0000
0.0510,-167468.0000,-389.0000
