0.0000,0.0932,0.0000,0.9720
0.0005,0.0932,0.0000,0.9720
0.0010,0.0932,0.0000,0.9720
0.0015,0.0931,0.0000,0.9720
0.0020,0.0930,0.0000,0.9720
0.0025,0.0929,0.0000,0.9720
0.0030,0.0928,0.0000,0.9720
0.0035,0.0927,0.0000,0.9720
0.0040,0.0926,0.0000,0.9720
0.0045,0.0925,0.0000,0.9720
0.0050,0.0924,0.0000,0.9720
0.0055,0.0923,0.0000,0.9720
0.0060,0.0922,0.0000,0.9720
0.0065,0.0922,0.0000,0.9720
0.0070,0.0921,0.0000,0.9719
0.0075,0.0920,0.0000,0.9719
0.0080,0.0919,0.0000,0.9719
0.0085,0.0918,0.0000,0.9719
0.0090,0.0917,0.0000,0.9719
0.0095,0.0916,0.0000,0.9719
0.0100,0.0915,0.0000,0.9719
0.0105,0.0914,0.0000,0.9719
0.0110,0.0913,0.0000,0.9719
0.0115,0.0913,0.0000,0.9719
0.0120,0.0912,0.0000,0.9719
0.0125,0.0911,0.0000,0.9719
0.0130,0.0910,0.0000,0.9719
0.0135,0.0909,0.0000,0.9719
0.0140,0.0908,0.0000,0.9719
0.0145,0.0907,0.0000,0.9719
0.0150,0.0906,0.0000,0.9719
0.0155,0.0905,0.0000,0.9719
0.0160,0.0905,0.0000,0.9719
0.0165,0.0904,0.0000,0.9719
0.0170,0.0903,0.0000,0.9719
0.0175,0.0902,0.0000,0.9719
0.0180,0.0901,0.0000,0.9719
0.0185,0.0900,0.0000,0.9719
0.0190,0.0899,0.0000,0.9719
0.0195,0.0898,0.0000,0.9719
0.0200,0.0897,0.0000,0.9719
0.0205,0.0897,0.0000,0.9719
0.0210,0.0896,0.0000,0.9719
0.0215,0.0895,0.0000,0.9719
0.0220,0.0894,0.0000,0.9719
0.0225,0.0893,0.0000,0.9719
0.0230,0.0892,0.0000,0.9719
0.0235,0.0891,0.0000,0.9719
0.0240,0.0890,0.0000,0.9719
0.0245,0.0889,0.0000,0.9719
0.0250,0.0889,0.0000,0.9719
0.0255,0.0888,0.0000,0.9719
0.0260,0.0887,0.0000,0.9719
0.0265,0.0886,0.0000,0.9719
0.0270,0.0885,0.0000,0.9719
0.0275,0.0884,0.0000,0.9719
0.0280,0.0883,0.0000,0.9719
0.0285,0.0882,0.0000,0.9719
0.0290,0.0882,0.0000,0.9719
0.0295,0.0881,0.0000,0.9719
0.0300,0.0880,0.0000,0.9719
0.0305,0.0879,0.0000,0.9719
0.0310,0.0878,0.0000,0.9719
0.0315,0.0877,0.0000,0.9719
0.0320,0.0876,0.0000,0.9719
0.0325,0.0876,0.0000,0.9719
0.0330,0.0875,0.0000,0.9719
0.0335,0.0874,0.0000,0.9719
0.0340,0.0873,0.0000,0.9719
0.0345,0.0872,0.0000,0.9719
0.0350,0.0871,0.0000,0.9719
0.0355,0.0870,0.0000,0.9719
0.0360,0.0870,0.0000,0.9719
0.0365,0.0869,0.0000,0.9719
0.0370,0.0868,0.0000,0.9719
0.0375,0.0867,0.0000,0.9719
0.0380,0.0866,0.0000,0.9719
0.0385,0.0865,0.0000,0.9719
0.0390,0.0864,0.0000,0.9719
0.0395,0.0864,0.0000,0.9719
0.0400,0.0863,0.0000,0.9719
0.0405,0.0862,0.0000,0.9719
0.0410,0.0861,0.0000,0.9719
0.0415,0.0860,0.0000,0.9719
0.0420,0.0859,0.0000,0.9719
0.0425,0.0859,0.0000,0.9719
0.0430,0.0858,0.0000,0.9719
0.0435,0.0857,0.0000,0.9719
0.0440,0.0856,0.0000,0.9719
0.0445,0.0855,0.0000,0.9719
0.0450,0.0854,0.0000,0.9719
0.0455,0.0853,0.0000,0.9719
0.0460,0.0853,0.0000,0.9719
0.0465,0.0852,0.0000,0.9719
0.0470,0.0851,0.0000,0.9719
0.0475,0.0850,0.0000,0.9719
0.0480,0.0849,0.0000,0.9719
0.0485,0.0848,0.0000,0.9719
0.0490,0.0848,0.0000,0.9719
0.0495,0.0847,0.0000,0.9719
0.0500,0.0846,0.0000,0.9719
0.0505,0.0845,0.0000,0.9719
0.0510,0.0844,0.0000,0.9719
0.0515,0.0844,0.0000,0.9719
0.0520,0.0843,0.0000,0.9719
0.0525,0.0842,0.0000,0.9719
0.0530,0.0841,0.0000,0.9719
0.0535,0.0840,0.0000,0.9719
0.0540,0.0839,0.0000,0.9719
0.0545,0.0839,0.0000,0.9719
0.0550,0.0838,0.0000,0.9719
0.0555,0.0837,0.0000,0.9719
0.0560,0.0836,0.0000,0.9719
0.0565,0.0835,0.0000,0.9719
0.0570,0.0835,0.0000,0.9719
0.0575,0.0834,0.0000,0.9719
0.0580,0.0833,0.0000,0.9719
0.0585,0.0832,0.0000,0.9719
0.0590,0.0831,0.0000,0.9719
0.0595,0.0831,0.0000,0.9719
0.0600,0.0830,0.0000,0.9719
0.0605,0.0829,0.0000,0.9719
0.0610,0.0828,0.0000,0.9719
0.0615,0.0827,0.0000,0.9719
0.0620,0.0827,0.0000,0.9719
0.0625,0.0826,0.0000,0.9719
0.0630,0.0825,0.0000,0.9719
0.0635,0.0824,0.0000,0.9719
0.0640,0.0823,0.0000,0.9719
0.0645,0.0823,0.0000,0.9719
0.0650,0.0822,0.0000,0.9719
0.0655,0.0821,0.0000,0.9719
0.0660,0.0820,0.0000,0.9719
0.0665,0.0820,0.0000,0.9719
0.0670,0.0819,0.0000,0.9719
0.0675,0.0818,0.0000,0.9719
0.0680,0.0817,0.0000,0.9719
0.0685,0.0816,0.0000,0.9719
0.0690,0.0816,0.0000,0.9719
0.0695,0.0815,0.0000,0.9719
0.0700,0.0814,0.0000,0.9719
0.0705,0.0813,0.0000,0.9719
0.0710,0.0813,0.0000,0.9719
0.0715,0.0812,0.0000,0.9719
0.0720,0.0811,0.0000,0.9719
0.0725,0.0810,0.0000,0.9719
0.0730,0.0809,0.0000,0.9719
0.0735,0.0809,0.0000,0.9719
0.0740,0.0808,0.0000,0.9719
