time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,-1.073455,15.750233,-389.000000
0.000500,-0.389000,-1.073455,15.750233,-389.000000
0.001000,-0.583500,10.167847,15.546981,-389.000000
0.001500,-0.778000,-34.489045,16.285565,-389.000000
0.002000,-0.704000,50.000000,11.311826,148.000000
0.002500,-0.898500,-50.000000,20.843909,-389.000000
0.003000,-1.093000,-50.000000,20.252287,-389.000000
0.003500,-1.019000,50.000000,7.470184,148.000000
0.004000,-0.945000,50.000000,9.667242,148.000000
0.004500,-1.139500,-50.000000,21.342615,-389.000000
0.005000,-1.334000,-50.000000,20.638422,-389.000000
0.005500,-1.528500,-50.000000,19.981973,-389.000000
0.006000,-1.454500,50.000000,5.682618,148.000000
0.006500,-1.380500,50.000000,8.053976,148.000000
0.007000,-1.306500,50.000000,10.087873,148.000000
0.007500,-1.501000,-50.000000,20.258024,-389.000000
0.008000,-1.695500,-50.000000,19.589688,-389.000000
0.008500,-1.890000,-50.000000,18.967032,-389.000000
0.009000,-2.084500,-50.000000,18.387238,-389.000000
0.009500,-2.010500,50.000000,6.024023,148.000000
0.010000,-1.936500,50.000000,8.362885,148.000000
0.010500,-1.862500,50.000000,10.358951,148.000000
0.011000,-2.057000,-50.000000,18.488296,-389.000000
0.011500,-2.251500,-50.000000,17.907584,-389.000000
0.012000,-2.446000,-50.000000,17.367028,-389.000000
0.012500,-2.640500,-50.000000,16.864071,-389.000000
0.013000,-2.835000,-50.000000,16.396263,-389.000000
0.013500,-2.761000,50.000000,6.347459,148.000000
0.014000,-2.687000,50.000000,8.712324,148.000000
0.014500,-2.613000,50.000000,10.717945,148.000000
0.015000,-2.539000,50.000000,12.394511,148.000000
0.015500,-2.733500,-50.000000,15.537657,-389.000000
0.016000,-2.928000,-50.000000,15.160278,-389.000000
0.016500,-3.122500,-50.000000,14.805776,-389.000000
0.017000,-3.317000,-50.000000,14.472904,-389.000000
0.017500,-3.511500,-50.000000,14.160436,-389.000000
0.018000,-3.706000,-50.000000,13.867171,-389.000000
0.018500,-3.900500,-50.000000,13.591940,-389.000000
0.019000,-4.095000,-50.000000,13.333608,-389.000000
0.019500,-4.021000,50.000000,8.309743,148.000000
0.020000,-3.947000,50.000000,10.595893,148.000000
0.020500,-3.873000,50.000000,12.499713,148.000000
0.021000,-3.799000,50.000000,14.055849,148.000000
0.021500,-3.725000,50.000000,15.295461,148.000000
0.022000,-3.919500,-50.000000,11.263860,-389.000000
0.022500,-4.114000,-50.000000,11.198731,-389.000000
0.023000,-4.308500,-50.000000,11.129106,-389.000000
0.023500,-4.503000,-50.000000,11.055833,-389.000000
0.024000,-4.697500,-50.000000,10.979644,-389.000000
0.024500,-4.892000,-50.000000,10.901159,-389.000000
0.025000,-5.086500,-50.000000,10.820909,-389.000000
0.025500,-5.281000,-50.000000,10.739339,-389.000000
0.026000,-5.475500,-50.000000,10.656824,-389.000000
0.026500,-5.670000,-50.000000,10.573677,-389.000000
0.027000,-5.596000,50.000000,10.470551,148.000000
0.027500,-5.522000,50.000000,12.601625,148.000000
0.028000,-5.448000,50.000000,14.332293,148.000000
0.028500,-5.374000,50.000000,15.701999,148.000000
0.029000,-5.568500,-50.000000,9.502959,-389.000000
0.029500,-5.763000,-50.000000,9.494547,-389.000000
0.030000,-5.957500,-50.000000,9.478030,-389.000000
0.030500,-6.152000,-50.000000,9.454286,-389.000000
