time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,37.895805,52.257099,-389.000000
0.000500,-0.389000,37.895805,52.257099,-389.000000
0.001000,-0.583500,36.202930,52.173661,-389.000000
0.001500,-0.778000,34.711471,52.083794,-389.000000
0.002000,-0.972500,33.473194,51.991826,-389.000000
0.002500,-1.167000,32.454092,51.900401,-389.000000
0.003000,-1.361500,31.624574,51.811010,-389.000000
0.003500,-1.556000,30.958889,51.724364,-389.000000
0.004000,-1.750500,30.434625,51.640670,-389.000000
0.004500,-1.945000,30.032278,51.559817,-389.000000
0.005000,-2.139500,29.734878,51.481512,-389.000000
0.005500,-2.334000,29.527664,51.405367,-389.000000
0.006000,-2.528500,29.397801,51.330960,-389.000000
0.006500,-2.723000,29.334135,51.257873,-389.000000
0.007000,-2.917500,29.326974,51.185718,-389.000000
0.007500,-3.112000,29.367910,51.114146,-389.000000
0.008000,-3.306500,29.449647,51.042858,-389.000000
0.008500,-3.501000,29.565863,50.971601,-389.000000
0.009000,-3.695500,29.711086,50.900169,-389.000000
0.009500,-3.890000,29.880580,50.828401,-389.000000
0.010000,-4.084500,30.070259,50.756172,-389.000000
0.010500,-4.279000,30.276597,50.683392,-389.000000
0.011000,-4.473500,30.496557,50.610001,-389.000000
0.011500,-4.668000,30.727528,50.535962,-389.000000
0.012000,-4.862500,30.967271,50.461258,-389.000000
0.012500,-5.057000,31.213869,50.385890,-389.000000
0.013000,-5.251500,31.465687,50.309870,-389.000000
0.013500,-5.446000,31.721329,50.233222,-389.000000
0.014000,-5.640500,31.979614,50.155975,-389.000000
0.014500,-5.835000,32.239544,50.078166,-389.000000
0.015000,-6.029500,32.500277,49.999833,-389.000000
0.015500,-6.224000,32.761109,49.921020,-389.000000
0.016000,-6.418500,33.021457,49.841769,-389.000000
0.016500,-6.613000,33.280836,49.762122,-389.000000
0.017000,-6.807500,33.538852,49.682123,-389.000000
0.017500,-7.002000,33.795186,49.601812,-389.000000
0.018000,-7.196500,34.049584,49.521229,-389.000000
0.018500,-7.391000,34.301847,49.440413,-389.000000
0.019000,-7.585500,34.551826,49.359399,-389.000000
0.019500,-7.780000,34.799408,49.278221,-389.000000
0.020000,-7.974500,35.044519,49.196910,-389.000000
0.020500,-8.169000,35.287113,49.115495,-389.000000
0.021000,-8.363500,35.527166,49.034003,-389.000000
0.021500,-8.558000,35.764678,48.952459,-389.000000
0.022000,-8.752500,35.999665,48.870886,-389.000000
0.022500,-8.867966,36.232156,48.789302,-230.931530
0.023000,-8.793966,36.451051,48.708034,148.000000
0.023500,-8.719966,36.631172,48.627843,148.000000
0.024000,-8.645966,36.777459,48.548676,148.000000
0.024500,-8.571966,36.894217,48.470462,148.000000
0.025000,-8.497966,36.985198,48.393125,148.000000
0.025500,-8.423966,37.053677,48.316583,148.000000
0.026000,-8.349966,37.102506,48.240757,148.000000
0.026500,-8.275966,37.134174,48.165572,148.000000
0.027000,-8.201966,37.150852,48.090956,148.000000
0.027500,-8.127966,37.154431,48.016841,148.000000
0.028000,-8.053966,37.146564,47.943169,148.000000
0.028500,-7.979966,37.128692,47.869884,148.000000
0.029000,-7.905966,37.102070,47.796938,148.000000
0.029500,-7.831966,37.067798,47.724285,148.000000
0.030000,-7.757966,37.026832,47.651888,148.000000
0.030500,-7.683966,36.980010,47.579713,148.000000
0.031000,-7.609966,36.928064,47.507728,148.000000
0.031500,-7.535966,36.871631,47.435907,148.000000
0.032000,-7.461966,36.811271,47.364228,148.000000
0.032500,-7.387966,36.747473,47.292670,148.000000
0.033000,-7.313966,36.680663,47.221214,148.000000
0.033500,-7.307508,36.611216,47.149847,12.914544
0.034000,-7.502008,36.340916,47.083928,-389.000000
0.034500,-7.696508,36.079787,47.017348,-389.000000
0.035000,-7.891008,35.827516,46.950163,-389.000000
0.035500,-8.085508,35.583798,46.882426,-389.000000
0.036000,-8.280008,35.348338,46.814186,-389.000000
0.036500,-8.465788,35.120850,46.745488,-371.558829
0.037000,-8.627097,34.901026,46.676373,-322.617425
0.037500,-8.780376,34.688446,46.606882,-306.558149
