time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,-5.729578,17.188734,0.165905,0.000000,0.967588
0.000500,-5.719970,19.215594,0.165905,0.000000,0.967588
0.001000,-5.709522,20.896394,0.165769,0.000000,0.967602
0.001500,-5.698390,22.264886,0.165634,0.000000,0.967617
0.002000,-5.686708,23.363492,0.165498,0.000000,0.967632
0.002500,-5.674593,24.229112,0.165363,0.000000,0.967648
0.003000,-5.662146,24.893851,0.165228,0.000000,0.967663
0.003500,-5.649453,25.385639,0.165093,0.000000,0.967679
0.004000,-5.636589,25.728772,0.164958,0.000000,0.967694
0.004500,-5.623617,25.944380,0.164823,0.000000,0.967710
0.005000,-5.610591,26.050832,0.164688,0.000000,0.967725
0.005500,-5.597559,26.064092,0.164553,0.000000,0.967740
0.006000,-5.584560,25.998023,0.164419,0.000000,0.967755
0.006500,-5.571628,25.864661,0.164284,0.000000,0.967769
0.007000,-5.558791,25.674441,0.164150,0.000000,0.967784
0.007500,-5.546073,25.436409,0.164016,0.000000,0.967798
0.008000,-5.533493,25.158396,0.163881,0.000000,0.967812
0.008500,-5.521070,24.847171,0.163747,0.000000,0.967825
0.009000,-5.508816,24.508585,0.163613,0.000000,0.967839
0.009500,-5.496742,24.147680,0.163479,0.000000,0.967851
0.010000,-5.484857,23.768800,0.163346,0.000000,0.967864
0.010500,-5.473170,23.375680,0.163212,0.000000,0.967876
0.011000,-5.461684,22.971522,0.163078,0.000000,0.967888
0.011500,-5.450404,22.559068,0.162945,0.000000,0.967900
0.012000,-5.439334,22.140658,0.162811,0.000000,0.967912
0.012500,-5.428475,21.718283,0.162678,0.000000,0.967923
0.013000,-5.417828,21.293635,0.162545,0.000000,0.967934
0.013500,-5.407394,20.868141,0.162411,0.000000,0.967944
0.014000,-5.397172,20.443001,0.162278,0.000000,0.967955
0.014500,-5.387163,20.019221,0.162145,0.000000,0.967965
0.015000,-5.377364,19.597634,0.162012,0.000000,0.967975
0.015500,-5.367774,19.178931,0.161880,0.000000,0.967984
0.016000,-5.358393,18.763672,0.161747,0.000000,0.967994
0.016500,-5.349216,18.352312,0.161614,0.000000,0.968003
0.017000,-5.340244,17.945213,0.161482,0.000000,0.968012
0.017500,-5.331473,17.542653,0.161349,0.000000,0.968021
0.018000,-5.322900,17.144847,0.161217,0.000000,0.968029
0.018500,-5.314524,16.751949,0.161085,0.000000,0.968038
0.019000,-5.306342,16.364065,0.160952,0.000000,0.968046
0.019500,-5.298351,15.981256,0.160820,0.000000,0.968054
0.020000,-5.290550,15.603553,0.160688,0.000000,0.968062
0.020500,-5.282934,15.230952,0.160556,0.000000,0.968069
0.021000,-5.275503,14.863429,0.160424,0.000000,0.968077
0.021500,-5.268252,14.500935,0.160293,0.000000,0.968084
0.022000,-5.261180,14.143409,0.160161,0.000000,0.968091
0.022500,-5.254278,13.804114,0.160030,0.000000,0.968098
0.023000,-5.247522,13.513092,0.159898,0.000000,0.968105
0.023500,-5.240890,13.264170,0.159767,0.000000,0.968112
0.024000,-5.234364,13.051962,0.159635,0.000000,0.968119
0.024500,-5.227928,12.871774,0.159504,0.000000,0.968126
0.025000,-5.221568,12.719513,0.159373,0.000000,0.968132
0.025500,-5.215272,12.591608,0.159242,0.000000,0.968139
0.026000,-5.209030,12.484949,0.159111,0.000000,0.968145
0.026500,-5.202831,12.396820,0.158980,0.000000,0.968152
0.027000,-5.196669,12.324854,0.158850,0.000000,0.968159
0.027500,-5.190535,12.266986,0.158719,0.000000,0.968165
0.028000,-5.184425,12.221413,0.158588,0.000000,0.968172
0.028500,-5.178331,12.186564,0.158458,0.000000,0.968178
0.029000,-5.172251,12.161066,0.158328,0.000000,0.968185
0.029500,-5.166179,12.143721,0.158197,0.000000,0.968192
0.030000,-5.160112,12.133482,0.158067,0.000000,0.968199
0.030500,-5.154048,12.129434,0.157937,0.000000,0.968205
0.031000,-5.147982,12.130780,0.157807,0.000000,0.968212
0.031500,-5.141914,12.136821,0.157677,0.000000,0.968219
0.032000,-5.135840,12.146945,0.157547,0.000000,0.968226
0.032500,-5.129760,12.160620,0.157418,0.000000,0.968233
0.033000,-5.123671,12.177377,0.157288,0.000000,0.968240
0.033500,-5.117454,12.434523,0.157159,0.000000,0.968247
0.034000,-5.111114,12.679283,0.157029,0.000000,0.968254
0.034500,-5.104658,12.912103,0.156900,0.000000,0.968261
0.035000,-5.098092,13.133410,0.156771,0.000000,0.968269
0.035500,-5.091420,13.343622,0.156641,0.000000,0.968276
0.036000,-5.084648,13.543141,0.156512,0.000000,0.968284
0.036500,-5.077782,13.732396,0.156384,0.000000,0.968292
0.037000,-5.070826,13.911944,0.156255,0.000000,0.968300
0.037500,-5.063785,14.082316,0.156126,0.000000,0.968308
0.038000,-5.056663,14.243869,0.155998,0.000000,0.968317
0.038500,-5.049465,14.396951,0.155869,0.000000,0.968325
0.039000,-5.042194,14.541895,0.155741,0.000000,0.968334
0.039500,-5.034854,14.679022,0.155613,0.000000,0.968342
0.040000,-5.027450,14.808644,0.155484,0.000000,0.968351
0.040500,-5.019984,14.931060,0.155356,0.000000,0.968360
0.041000,-5.012461,15.046558,0.155229,0.000000,0.968369
0.041500,-5.004883,15.155417,0.155101,0.000000,0.968378
0.042000,-4.997254,15.257904,0.154973,0.000000,0.968387
0.042500,-4.989577,15.354279,0.154846,0.000000,0.968396
0.043000,-4.981855,15.444790,0.154718,0.000000,0.968405
0.043500,-4.974090,15.529677,0.154591,0.000000,0.968414
0.044000,-4.966285,15.609173,0.154464,0.000000,0.968424
0.044500,-4.958444,15.683500,0.154337,0.000000,0.968433
0.045000,-4.950567,15.752874,0.154210,0.000000,0.968443
0.045500,-4.942658,15.817501,0.154083,0.000000,0.968452
0.046000,-4.934720,15.877580,0.153956,0.000000,0.968462
0.046500,-4.926753,15.933305,0.153830,0.000000,0.968471
0.047000,-4.918761,15.984859,0.153703,0.000000,0.968481
0.047500,-4.910744,16.032423,0.153577,0.000000,0.968491
0.048000,-4.902706,16.076166,0.153450,0.000000,0.968500
0.048500,-4.894648,16.116255,0.153324,0.000000,0.968510
0.049000,-4.886572,16.152848,0.153198,0.000000,0.968520
0.049500,-4.878479,16.186100,0.153073,0.000000,0.968530
0.050000,-4.870371,16.216157,0.152947,0.000000,0.968540
0.050500,-4.862249,16.243161,0.152821,0.000000,0.968549
0.051000,-4.854115,16.267249,0.152696,0.000000,0.968559
0.051500,-4.845971,16.288552,0.152570,0.000000,0.968569
0.052000,-4.837817,16.307198,0.152445,0.000000,0.968579
0.052500,-4.829656,16.323306,0.152320,0.000000,0.968589
0.053000,-4.821487,16.336996,0.152195,0.000000,0.968599
0.053500,-4.813313,16.348378,0.152070,0.000000,0.968609
0.054000,-4.805134,16.357561,0.151945,0.000000,0.968619
0.054500,-4.796952,16.364650,0.151820,0.000000,0.968629
0.055000,-4.788767,16.369744,0.151696,0.000000,0.968639
0.055500,-4.780581,16.372939,0.151572,0.000000,0.968649
0.056000,-4.772393,16.374328,0.151447,0.000000,0.968659
0.056500,-4.764207,16.373999,0.151323,0.000000,0.968669
0.057000,-4.756020,16.372038,0.151199,0.000000,0.968679
0.057500,-4.747836,16.368525,0.151075,0.000000,0.968690
0.058000,-4.739654,16.363541,0.150951,0.000000,0.968700
0.058500,-4.731476,16.357161,0.150828,0.000000,0.968710
0.059000,-4.723301,16.349456,0.150704,0.000000,0.968720
0.059500,-4.715131,16.340497,0.150581,0.000000,0.968730
0.060000,-4.706966,16.330350,0.150457,0.000000,0.968740
0.060500,-4.698806,16.319079,0.150334,0.000000,0.968750
0.061000,-4.690653,16.306745,0.150211,0.000000,0.968760
0.061500,-4.682506,16.293408,0.150088,0.000000,0.968770
0.062000,-4.674367,16.279123,0.149965,0.000000,0.968780
0.062500,-4.666235,16.263945,0.149842,0.000000,0.968790
0.063000,-4.658111,16.247926,0.149720,0.000000,0.968800
0.063500,-4.649995,16.231116,0.149597,0.000000,0.968810
0.064000,-4.641888,16.213561,0.149475,0.000000,0.968820
0.064500,-4.633791,16.195308,0.149353,0.000000,0.968830
0.065000,-4.625702,16.176400,0.149230,0.000000,0.968840
