time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,-50.000000,-52.117068,-389.000000
0.000500,-0.389000,-50.000000,-52.117068,-389.000000
0.001000,-0.315000,50.000000,-53.340938,148.000000
0.001500,-0.509500,-50.000000,-50.899978,-389.000000
0.002000,-0.704000,-50.000000,-50.676100,-389.000000
0.002500,-0.898500,-50.000000,-50.470674,-389.000000
0.003000,-1.093000,-50.000000,-50.282278,-389.000000
0.003500,-1.287500,-50.000000,-50.450486,-389.000000
0.004000,-1.482000,-50.000000,-50.605222,-389.000000
0.004500,-1.408000,50.000000,-60.281893,148.000000
0.005000,-1.602500,-50.000000,-48.176865,-389.000000
0.005500,-1.797000,-50.000000,-48.566180,-389.000000
0.006000,-1.991500,-50.000000,-48.922454,-389.000000
0.006500,-2.186000,-50.000000,-49.248050,-389.000000
0.007000,-2.112000,50.000000,-62.488095,148.000000
0.007500,-2.038000,50.000000,-58.794515,148.000000
0.008000,-1.964000,50.000000,-55.722946,148.000000
0.008500,-2.158500,-50.000000,-48.008767,-389.000000
0.009000,-2.353000,-50.000000,-47.729397,-389.000000
0.009500,-2.547500,-50.000000,-48.170579,-389.000000
0.010000,-2.742000,-50.000000,-48.575449,-389.000000
0.010500,-2.936500,-50.000000,-48.946383,-389.000000
0.011000,-3.131000,-50.000000,-49.285646,-389.000000
0.011500,-3.325500,-50.000000,-49.595392,-389.000000
0.012000,-3.251500,50.000000,-59.445946,148.000000
0.012500,-3.177500,50.000000,-56.204154,148.000000
0.013000,-3.103500,50.000000,-53.537291,148.000000
0.013500,-3.029500,50.000000,-51.394342,148.000000
0.014000,-3.224000,-50.000000,-50.548247,-389.000000
0.014500,-3.418500,-50.000000,-50.700710,-389.000000
0.015000,-3.613000,-50.000000,-50.844661,-389.000000
0.015500,-3.807500,-50.000000,-50.979991,-389.000000
0.016000,-4.002000,-50.000000,-51.106695,-389.000000
0.016500,-4.196500,-50.000000,-51.224848,-389.000000
0.017000,-4.391000,-50.000000,-51.334598,-389.000000
0.017500,-4.317000,50.000000,-54.849501,148.000000
0.018000,-4.243000,50.000000,-52.118292,148.000000
0.018500,-4.169000,50.000000,-49.940226,148.000000
0.019000,-4.095000,50.000000,-48.264394,148.000000
