time(s),front_contact_force(N),back_contact_force(N),foot_rotation_constraint(N),slide_x_constraint(N),slide_z_constraint(N),ankle_hinge_constraint(N)
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001500,0.000000,280.243842,-52.892077,-31.896130,280.187001,0.000000
0.002000,0.000000,280.766382,-53.001805,-31.731508,280.725718,0.000000
0.002500,0.000000,281.314986,-53.115546,-31.584231,281.289787,0.000000
0.003000,320.202731,345.141587,-53.324599,7.372752,665.346794,0.000000
0.003500,317.848877,345.026313,-53.401616,7.385344,662.874349,0.000000
0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.004500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.005000,369.136378,362.453442,-54.751956,11.810534,731.599922,0.000000
0.005500,364.819108,361.636399,-54.777146,11.834853,726.457722,0.000000
0.006000,360.557285,360.871758,-54.808632,11.820791,721.424051,0.000000
0.006500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.007000,1421.572025,0.000000,53.819915,184.139220,1421.748355,0.000000
0.007500,1399.572618,0.000000,53.046454,179.308308,1400.070276,0.000000
0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.008500,0.000000,299.243077,-56.540018,-33.054713,299.132744,0.000000
0.009000,335.827461,365.809866,-56.662042,7.120179,701.656863,0.000000
0.009500,333.376064,365.032576,-56.622665,7.501814,698.421138,0.000000
0.010000,330.852169,364.294317,-56.591983,7.824272,695.152168,0.000000
0.010500,328.266447,363.595392,-56.569766,8.091214,691.861021,0.000000
0.011000,325.628874,362.936026,-56.555791,8.306147,688.557971,0.000000
0.011500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.012000,1388.322237,0.000000,52.531015,181.908165,1388.380693,0.000000
0.012500,1366.903359,0.000000,51.787555,177.151665,1367.271710,0.000000
0.013000,1346.501446,0.000000,51.080017,172.753995,1347.139786,0.000000
0.013500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.014000,243.139516,355.275628,-58.150154,-3.829415,598.404640,0.000000
0.014500,245.095028,355.240648,-58.078886,-3.002130,600.329433,0.000000
0.015000,246.757197,355.202309,-58.017117,-2.246188,601.956252,0.000000
0.015500,248.148789,355.163602,-57.964641,-1.558203,603.311100,0.000000
0.016000,249.291147,355.127255,-57.921248,-0.934850,604.418267,0.000000
0.016500,250.204260,355.095754,-57.886725,-0.372873,605.300413,0.000000
0.017000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.017500,1357.094994,0.000000,51.492625,178.094474,1357.170768,0.000000
0.018000,1335.429654,0.000000,50.742866,173.335960,1335.807127,0.000000
0.018500,1314.807239,0.000000,50.029528,168.941804,1315.446491,0.000000
0.019000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.019500,173.870171,346.054125,-58.995063,-11.229032,519.882671,0.000000
0.020000,178.687120,346.682232,-58.933174,-10.249451,525.340097,0.000000
0.020500,183.096245,347.278027,-58.880233,-9.337760,530.355377,0.000000
0.021000,187.125424,347.845947,-58.836074,-8.491334,534.961115,0.000000
0.021500,190.800776,348.390071,-58.800524,-7.707543,539.187766,0.000000
0.022000,194.146767,348.914143,-58.773400,-6.983768,543.063765,0.000000
0.022500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.023000,1333.560664,0.000000,50.826784,174.579070,1333.702577,0.000000
0.023500,1311.165284,0.000000,50.049202,169.705840,1311.612748,0.000000
0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.024500,168.501177,346.088960,-59.150678,-11.445532,514.554070,0.000000
0.025000,172.674768,346.881979,-59.137533,-10.720343,519.530373,0.000000
0.025500,176.521755,347.648143,-59.131807,-10.045395,524.151931,0.000000
0.026000,180.063466,348.390835,-59.133340,-9.418773,528.443628,0.000000
0.026500,183.319859,349.113154,-59.141969,-8.838578,532.428671,0.000000
0.027000,186.309601,349.817939,-59.157528,-8.302931,536.128702,0.000000
0.027500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.028000,1320.341818,0.000000,50.557563,171.841631,1320.585465,0.000000
0.028500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.029000,207.112668,353.443786,-58.987013,-7.241758,560.538013,0.000000
0.029500,208.443560,354.079676,-59.047422,-7.023072,562.508134,0.000000
0.030000,209.632428,354.711158,-59.112875,-6.827562,564.331558,0.000000
0.030500,210.688586,355.339475,-59.183228,-6.654319,566.018879,0.000000
0.031000,211.620719,355.965750,-59.258340,-6.502453,567.579935,0.000000
0.031500,212.436925,356.590995,-59.338070,-6.371100,569.023862,0.000000
0.032000,213.144755,357.216120,-59.422281,-6.259419,570.359148,0.000000
0.032500,213.751254,357.841941,-59.510839,-6.166593,571.593672,0.000000
0.033000,214.262990,358.469186,-59.603611,-6.091831,572.734751,0.000000
0.033500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.034000,1305.264730,0.000000,50.219907,168.605897,1305.556647,0.000000
0.034500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.035000,0.000000,315.881398,-59.572437,-33.586578,315.757356,0.000000
0.035500,0.000000,316.844588,-59.745166,-33.757908,316.726730,0.000000
0.036000,0.000000,317.813485,-59.919513,-33.922810,317.701826,0.000000
0.036500,274.666767,373.231337,-59.980873,-1.540160,647.896463,0.000000
0.037000,271.829875,373.450641,-60.120696,-1.947786,645.277578,0.000000
0.037500,269.063423,373.692286,-60.262656,-2.347850,642.751678,0.000000
0.038000,266.365276,373.955626,-60.406670,-2.740710,640.315964,0.000000
0.038500,263.733339,374.240026,-60.552660,-3.126706,637.967687,0.000000
0.039000,261.165557,374.544864,-60.700551,-3.506161,635.704155,0.000000
0.039500,258.659919,374.869531,-60.850272,-3.879382,633.522733,0.000000
0.040000,256.214456,375.213432,-61.001755,-4.246660,631.420843,0.000000
0.040500,253.827247,375.575984,-61.154933,-4.608270,629.395969,0.000000
0.041000,251.496413,375.956617,-61.309745,-4.964474,627.445651,0.000000
0.041500,249.220124,376.354775,-61.466130,-5.315523,625.567491,0.000000
0.042000,246.996595,376.769915,-61.624030,-5.661651,623.759153,0.000000
0.042500,244.824087,377.201508,-61.783391,-6.003083,622.018358,0.000000
0.043000,242.700908,377.649037,-61.944159,-6.340032,620.342889,0.000000
0.043500,240.625411,378.111999,-62.106283,-6.672701,618.730588,0.000000
0.044000,238.595995,378.589904,-62.269714,-7.001282,617.179357,0.000000
0.044500,236.611103,379.082273,-62.434407,-7.325957,615.687155,0.000000
0.045000,235.486581,378.686714,-62.399372,-7.436179,614.167595,0.000000
0.045500,234.680673,378.003066,-62.298172,-7.471747,612.678604,0.000000
0.046000,233.918818,377.333488,-62.198143,-7.503328,611.247714,0.000000
0.046500,233.199462,376.677507,-62.099239,-7.531091,609.872898,0.000000
0.047000,232.521098,376.034664,-62.001422,-7.555199,608.552189,0.000000
0.047500,231.882266,375.404513,-61.904651,-7.575805,607.283682,0.000000
0.048000,231.281551,374.786622,-61.808887,-7.593055,606.065528,0.000000
0.048500,230.717585,374.180569,-61.714095,-7.607089,604.895938,0.000000
0.049000,230.189041,373.585947,-61.620238,-7.618040,603.773176,0.000000
0.049500,229.694635,373.002360,-61.527282,-7.626035,602.695566,0.000000
