time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,5.729578,-1.145916,-0.015819,0.000000,0.967612
0.000500,5.591498,-276.159680,-0.015819,0.000000,0.967612
0.001000,5.622145,61.293419,-0.015811,0.000000,0.967612
0.001500,5.651605,58.921032,-0.015802,0.000000,0.967608
0.002000,5.679935,56.659318,-0.015792,0.000000,0.967602
0.002500,5.707188,54.505099,-0.015783,0.000000,0.967595
0.003000,5.732984,51.592722,-0.015773,0.000000,0.967587
0.003500,5.757375,48.782533,-0.015764,0.000000,0.967580
0.004000,5.635348,-244.054569,-0.015754,0.000000,0.967572
0.004500,5.675196,79.695329,-0.015745,0.000000,0.967564
0.005000,5.712970,75.549694,-0.015736,0.000000,0.967551
0.005500,5.748744,71.548119,-0.015726,0.000000,0.967540
0.006000,5.782588,67.686755,-0.015717,0.000000,0.967528
0.006500,5.665860,-233.454788,-0.015708,0.000000,0.967518
0.007000,5.559534,-212.651903,-0.015699,0.000000,0.967506
0.007500,5.463250,-192.569709,-0.015691,0.000000,0.967498
0.008000,5.521374,116.249059,-0.015683,0.000000,0.967494
0.008500,5.577053,111.358511,-0.015676,0.000000,0.967485
0.009000,5.629932,105.757884,-0.015668,0.000000,0.967475
0.009500,5.680107,100.350198,-0.015660,0.000000,0.967466
0.010000,5.727673,95.130308,-0.015652,0.000000,0.967457
0.010500,5.772719,90.093161,-0.015644,0.000000,0.967449
0.011000,5.815336,85.233800,-0.015637,0.000000,0.967441
0.011500,5.702211,-226.249327,-0.015629,0.000000,0.967433
0.012000,5.599215,-205.993807,-0.015622,0.000000,0.967425
0.012500,5.506000,-186.428392,-0.015615,0.000000,0.967420
0.013000,5.422244,-167.511976,-0.015609,0.000000,0.967418
0.013500,5.487038,129.587323,-0.015604,0.000000,0.967420
0.014000,5.548642,123.208230,-0.015599,0.000000,0.967417
0.014500,5.607166,117.047842,-0.015594,0.000000,0.967415
0.015000,5.662716,111.100315,-0.015588,0.000000,0.967413
0.015500,5.715396,105.359916,-0.015583,0.000000,0.967410
0.016000,5.765307,99.821019,-0.015578,0.000000,0.967408
0.016500,5.812546,94.478107,-0.015572,0.000000,0.967407
0.017000,5.700029,-225.033828,-0.015567,0.000000,0.967405
0.017500,5.597849,-204.358661,-0.015562,0.000000,0.967402
0.018000,5.505649,-184.401106,-0.015558,0.000000,0.967403
0.018500,5.423089,-165.118969,-0.015555,0.000000,0.967406
0.019000,5.485877,125.575376,-0.015552,0.000000,0.967413
0.019500,5.545583,119.412700,-0.015549,0.000000,0.967415
0.020000,5.602314,113.461879,-0.015546,0.000000,0.967418
0.020500,5.656173,107.717197,-0.015543,0.000000,0.967420
0.021000,5.707260,102.173051,-0.015539,0.000000,0.967422
0.021500,5.755672,96.823947,-0.015536,0.000000,0.967424
0.022000,5.801504,91.664501,-0.015533,0.000000,0.967426
0.022500,5.684995,-233.017829,-0.015530,0.000000,0.967427
0.023000,5.579253,-211.482912,-0.015527,0.000000,0.967428
0.023500,5.483892,-190.723646,-0.015525,0.000000,0.967432
