time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,0.572958,-8.193296,0.065942,0.000000,0.972103
0.000500,0.566748,-12.420135,0.065942,0.000000,0.972103
0.001000,0.560689,-12.117934,0.066007,0.000000,0.972101
0.001500,0.554775,-11.827720,0.066072,0.000000,0.972100
0.002000,0.549000,-11.549101,0.066137,0.000000,0.972098
0.002500,0.543360,-11.281699,0.066202,0.000000,0.972096
0.003000,0.537847,-11.025144,0.066267,0.000000,0.972094
0.003500,0.532457,-10.779078,0.066332,0.000000,0.972092
0.004000,0.527186,-10.543151,0.066396,0.000000,0.972090
0.004500,0.522027,-10.317025,0.066461,0.000000,0.972088
0.005000,0.516977,-10.100370,0.066526,0.000000,0.972086
0.005500,0.512031,-9.892867,0.066590,0.000000,0.972083
0.006000,0.507184,-9.694204,0.066655,0.000000,0.972081
0.006500,0.502432,-9.504079,0.066720,0.000000,0.972078
0.007000,0.497770,-9.322199,0.066784,0.000000,0.972076
0.007500,0.493196,-9.148279,0.066848,0.000000,0.972073
0.008000,0.488705,-8.982041,0.066913,0.000000,0.972071
0.008500,0.484294,-8.823219,0.066977,0.000000,0.972068
0.009000,0.479958,-8.671549,0.067042,0.000000,0.972066
0.009500,0.475695,-8.526780,0.067106,0.000000,0.972063
0.010000,0.471500,-8.388665,0.067170,0.000000,0.972060
0.010500,0.467372,-8.256966,0.067234,0.000000,0.972058
0.011000,0.463306,-8.131451,0.067298,0.000000,0.972055
0.011500,0.459300,-8.011895,0.067363,0.000000,0.972052
0.012000,0.455351,-7.898082,0.067427,0.000000,0.972050
0.012500,0.451456,-7.789799,0.067491,0.000000,0.972047
0.013000,0.447613,-7.686842,0.067555,0.000000,0.972044
0.013500,0.443818,-7.589011,0.067619,0.000000,0.972042
0.014000,0.440070,-7.496115,0.067682,0.000000,0.972039
0.014500,0.436366,-7.407966,0.067746,0.000000,0.972036
0.015000,0.432704,-7.324383,0.067810,0.000000,0.972034
0.015500,0.429081,-7.245191,0.067874,0.000000,0.972031
0.016000,0.425496,-7.170220,0.067938,0.000000,0.972029
0.016500,0.421947,-7.099305,0.068001,0.000000,0.972026
0.017000,0.418430,-7.032288,0.068065,0.000000,0.972023
0.017500,0.414946,-6.969012,0.068129,0.000000,0.972021
0.018000,0.411491,-6.909329,0.068192,0.000000,0.972018
