time(s),hip_torque(Nm),hip_gravity_torque(Nm)
0.000000,-0.250000,-9.926401
0.000500,-0.500000,-9.926401
0.001000,-0.750000,-9.960498
0.001500,-1.000000,-9.985287
0.002000,-1.250000,-10.010462
0.002500,-1.500000,-10.036002
0.003000,-1.750000,-10.061878
0.003500,-2.000000,-10.088066
0.004000,-2.250000,-10.114535
0.004500,-2.500000,-10.141256
0.005000,-2.750000,-10.168200
0.005500,-3.000000,-10.195334
0.006000,-3.250000,-10.222628
0.006500,-3.500000,-10.250051
0.007000,-3.750000,-10.277570
0.007500,-4.000000,-10.305154
0.008000,-4.250000,-10.332772
0.008500,-4.500000,-10.360394
0.009000,-4.750000,-10.387989
0.009500,-5.000000,-10.415527
0.010000,-5.250000,-10.442979
0.010500,-5.500000,-10.470317
0.011000,-5.750000,-10.497514
0.011500,-6.000000,-10.524543
0.012000,-6.250000,-10.551377
0.012500,-6.500000,-10.577993
0.013000,-6.750000,-10.604367
0.013500,-7.000000,-10.630475
0.014000,-7.250000,-10.656296
0.014500,-7.500000,-10.681809
0.015000,-7.750000,-10.706994
0.015500,-8.000000,-10.731832
0.016000,-8.250000,-10.756305
0.016500,-8.500000,-10.780397
0.017000,-8.750000,-10.804092
0.017500,-9.000000,-10.827374
0.018000,-9.250000,-10.850229
0.018500,-9.500000,-10.872645
0.019000,-9.750000,-10.894609
0.019500,-10.000000,-10.916110
0.020000,-10.250000,-10.937136
0.020500,-10.500000,-10.957679
0.021000,-10.750000,-10.977729
0.021500,-11.000000,-10.997279
0.022000,-11.250000,-11.016319
0.022500,-11.500000,-11.034844
0.023000,-11.750000,-11.052848
0.023500,-12.000000,-11.070323
0.024000,-12.250000,-11.087267
0.024500,-12.500000,-11.103673
0.025000,-12.750000,-11.119538
0.025500,-13.000000,-11.134858
0.026000,-13.250000,-11.149631
0.026500,-13.500000,-11.163854
0.027000,-13.750000,-11.177524
0.027500,-14.000000,-11.190639
0.028000,-14.250000,-11.203199
0.028500,-14.500000,-11.215202
0.029000,-14.750000,-11.226648
0.029500,-15.000000,-11.237535
0.030000,-15.250000,-11.247864
0.030500,-15.500000,-11.257634
0.031000,-15.750000,-11.266847
0.031500,-16.000000,-11.275501
0.032000,-16.250000,-11.283598
0.032500,-16.500000,-11.291139
0.033000,-16.750000,-11.298124
0.033500,-17.000000,-11.304556
0.034000,-17.250000,-11.310434
0.034500,-17.500000,-11.315761
0.035000,-17.750000,-11.320537
0.035500,-18.000000,-11.324765
0.036000,-18.250000,-11.328446
0.036500,-18.500000,-11.331581
0.037000,-18.750000,-11.334173
0.037500,-19.000000,-11.336224
0.038000,-19.250000,-11.337734
0.038500,-19.500000,-11.338707
0.039000,-19.750000,-11.339145
0.039500,-20.000000,-11.339048
0.040000,-20.250000,-11.338419
0.040500,-20.500000,-11.337261
0.041000,-20.750000,-11.335574
0.041500,-21.000000,-11.333362
0.042000,-21.250000,-11.330627
0.042500,-21.500000,-11.327369
0.043000,-21.750000,-11.323592
0.043500,-22.000000,-11.319297
0.044000,-22.250000,-11.314487
0.044500,-22.500000,-11.309163
0.045000,-22.750000,-11.303327
0.045500,-23.000000,-11.296982
0.046000,-23.250000,-11.290129
0.046500,-23.500000,-11.282770
0.047000,-23.750000,-11.274907
0.047500,-24.000000,-11.266542
0.048000,-24.250000,-11.257677
0.048500,-24.500000,-11.248314
0.049000,-24.750000,-11.238454
0.049500,-24.572992,-11.228100
0.050000,-24.322992,-11.218126
0.050500,-24.072992,-11.208720
0.051000,-23.822992,-11.199920
0.051500,-23.572992,-11.191754
0.052000,-23.322992,-11.184244
0.052500,-23.072992,-11.177406
0.053000,-22.822992,-11.171252
0.053500,-22.572992,-11.165790
0.054000,-22.322992,-11.161022
0.054500,-22.072992,-11.156951
0.055000,-21.822992,-11.153577
0.055500,-21.572992,-11.150897
0.056000,-21.322992,-11.148907
0.056500,-21.490256,-11.147604
0.057000,-21.730376,-11.146190
0.057500,-21.900048,-11.144519
0.058000,-22.020767,-11.142711
0.058500,-22.107352,-11.140845
0.059000,-22.170022,-11.138975
0.059500,-22.215828,-11.137137
0.060000,-22.249634,-11.135355
0.060500,-22.274801,-11.133644
0.061000,-22.293659,-11.132014
0.061500,-22.307822,-11.130473
0.062000,-22.318416,-11.129024
0.062500,-22.326231,-11.127669
0.063000,-22.331824,-11.126410
0.063500,-22.335593,-11.125246
0.064000,-22.337825,-11.124179
0.064500,-22.338732,-11.123207
0.065000,-22.338473,-11.122331
0.065500,-22.337171,-11.121548
0.066000,-22.334923,-11.120859
0.066500,-22.331808,-11.120263
0.067000,-22.327893,-11.119758
0.067500,-22.323234,-11.119345
0.068000,-22.317882,-11.119021
0.068500,-22.311883,-11.118786
0.069000,-22.305278,-11.118640
0.069500,-22.298106,-11.118581
0.070000,-22.290404,-11.118608
0.070500,-22.282204,-11.118721
0.071000,-22.273540,-11.118919
0.071500,-22.264442,-11.119202
0.072000,-22.254939,-11.119567
0.072500,-22.245060,-11.120016
0.073000,-22.234831,-11.120546
0.073500,-22.224277,-11.121158
0.074000,-22.213424,-11.121850
0.074500,-22.202295,-11.122622
0.075000,-22.190913,-11.123473
0.075500,-22.179298,-11.124403
0.076000,-22.167472,-11.125411
0.076500,-22.155455,-11.126496
0.077000,-22.143265,-11.127657
0.077500,-22.130921,-11.128895
0.078000,-22.118440,-11.130209
0.078500,-22.105838,-11.131597
0.079000,-22.093132,-11.133060
0.079500,-22.080336,-11.134597
0.080000,-22.067465,-11.136207
0.080500,-22.054534,-11.137889
0.081000,-22.041554,-11.139644
0.081500,-22.028539,-11.141471
0.082000,-22.015501,-11.143369
0.082500,-22.002451,-11.145338
0.083000,-21.989400,-11.147376
0.083500,-21.976359,-11.149485
0.084000,-21.963336,-11.151663
0.084500,-21.950342,-11.153909
0.085000,-21.937386,-11.156224
0.085500,-21.924476,-11.158607
0.086000,-21.911619,-11.161057
0.086500,-21.898824,-11.163575
0.087000,-21.886098,-11.166158
0.087500,-21.873447,-11.168808
0.088000,-21.860878,-11.171523
0.088500,-21.848396,-11.174304
0.089000,-21.836009,-11.177149
0.089500,-21.823720,-11.180059
0.090000,-21.811536,-11.183033
0.090500,-21.799460,-11.186070
0.091000,-21.787498,-11.189170
0.091500,-21.775653,-11.192333
0.092000,-21.763929,-11.195559
0.092500,-21.752330,-11.198846
0.093000,-21.740860,-11.202195
0.093500,-21.729521,-11.205604
0.094000,-21.718317,-11.209075
0.094500,-21.707249,-11.212606
0.095000,-21.696322,-11.216197
0.095500,-21.685536,-11.219847
0.096000,-21.674894,-11.223557
0.096500,-21.664398,-11.227325
0.097000,-21.654050,-11.231152
0.097500,-21.643851,-11.235037
0.098000,-21.633803,-11.238980
0.098500,-21.623906,-11.242980
0.099000,-21.614162,-11.247036
0.099500,-21.604573,-11.251150
0.100000,-21.595138,-11.255319
0.100500,-21.585858,-11.259545
0.101000,-21.576735,-11.263825
0.101500,-21.567767,-11.268161
0.102000,-21.558957,-11.272552
0.102500,-21.550304,-11.276997
0.103000,-21.541808,-11.281496
0.103500,-21.533469,-11.286049
0.104000,-21.525287,-11.290655
0.104500,-21.517263,-11.295313
0.105000,-21.509395,-11.300025
0.105500,-21.501684,-11.304789
0.106000,-21.494129,-11.309604
0.106500,-21.486730,-11.314471
0.107000,-21.479486,-11.319389
0.107500,-21.472396,-11.324358
0.108000,-21.465461,-11.329378
0.108500,-21.458679,-11.334447
0.109000,-21.452050,-11.339566
0.109500,-21.445572,-11.344735
0.110000,-21.439246,-11.349953
0.110500,-21.433070,-11.355219
0.111000,-21.427043,-11.360534
0.111500,-21.421164,-11.365896
0.112000,-21.415433,-11.371307
0.112500,-21.409848,-11.376764
0.113000,-21.404409,-11.382269
0.113500,-21.399113,-11.387820
0.114000,-21.393961,-11.393418
0.114500,-21.388951,-11.399061
0.115000,-21.384081,-11.404750
0.115500,-21.379352,-11.410484
0.116000,-21.374760,-11.416263
0.116500,-21.370307,-11.422087
0.117000,-21.365989,-11.427955
0.117500,-21.361806,-11.433867
0.118000,-21.357756,-11.439822
0.118500,-21.353839,-11.445820
0.119000,-21.350053,-11.451862
0.119500,-21.346397,-11.457945
0.120000,-21.342869,-11.464071
0.120500,-21.339469,-11.470239
0.121000,-21.336194,-11.476448
0.121500,-21.333044,-11.482699
0.122000,-21.330017,-11.488990
0.122500,-21.327113,-11.495322
0.123000,-21.324329,-11.501694
0.123500,-21.321664,-11.508106
0.124000,-21.319118,-11.514557
0.124500,-21.316688,-11.521047
0.125000,-21.314374,-11.527576
0.125500,-21.312174,-11.534144
0.126000,-21.310087,-11.540750
0.126500,-21.308112,-11.547394
0.127000,-21.306247,-11.554075
0.127500,-21.304491,-11.560793
0.128000,-21.302843,-11.567548
0.128500,-21.301301,-11.574340
0.129000,-21.299864,-11.581168
0.129500,-21.298531,-11.588031
0.130000,-21.297301,-11.594931
0.130500,-21.296173,-11.601865
0.131000,-21.295145,-11.608834
0.131500,-21.294215,-11.615838
0.132000,-21.293384,-11.622877
0.132500,-21.292648,-11.629949
0.133000,-21.292009,-11.637054
0.133500,-21.291463,-11.644193
0.134000,-21.291010,-11.651365
0.134500,-21.290650,-11.658570
0.135000,-21.290379,-11.665807
0.135500,-21.290198,-11.673075
0.136000,-21.290106,-11.680376
0.136500,-21.290100,-11.687708
0.137000,-21.290181,-11.695071
0.137500,-21.290346,-11.702465
0.138000,-21.290596,-11.709889
0.138500,-21.290928,-11.717343
0.139000,-21.291341,-11.724827
0.139500,-21.291835,-11.732341
0.140000,-21.292409,-11.739884
0.140500,-21.293061,-11.747456
0.141000,-21.293790,-11.755056
0.141500,-21.294596,-11.762685
0.142000,-21.295477,-11.770341
0.142500,-21.296432,-11.778026
0.143000,-21.297461,-11.785737
0.143500,-21.298561,-11.793476
0.144000,-21.299734,-11.801242
0.144500,-21.300976,-11.809034
0.145000,-21.302288,-11.816852
0.145500,-21.303668,-11.824696
0.146000,-21.305116,-11.832566
0.146500,-21.306630,-11.840461
0.147000,-21.308210,-11.848381
0.147500,-21.309855,-11.856325
0.148000,-21.311563,-11.864294
0.148500,-21.313335,-11.872287
0.149000,-21.315168,-11.880304
0.149500,-21.317063,-11.888345
0.150000,-21.319018,-11.896409
0.150500,-21.321032,-11.904495
0.151000,-21.323105,-11.912605
0.151500,-21.325236,-11.920737
0.152000,-21.327424,-11.928891
0.152500,-21.329668,-11.937067
0.153000,-21.331968,-11.945264
0.153500,-21.334322,-11.953483
0.154000,-21.336730,-11.961722
0.154500,-21.339190,-11.969983
0.155000,-21.341703,-11.978263
0.155500,-21.344268,-11.986564
0.156000,-21.346883,-11.994885
0.156500,-21.349549,-12.003226
0.157000,-21.352263,-12.011586
0.157500,-21.355027,-12.019964
0.158000,-21.357838,-12.028362
0.158500,-21.360696,-12.036778
0.159000,-21.363600,-12.045213
0.159500,-21.366551,-12.053666
0.160000,-21.369546,-12.062136
0.160500,-21.372586,-12.070624
0.161000,-21.375669,-12.079129
0.161500,-21.378796,-12.087651
0.162000,-21.381965,-12.096190
0.162500,-21.385176,-12.104745
0.163000,-21.388428,-12.113316
0.163500,-21.391720,-12.121903
0.164000,-21.395053,-12.130506
0.164500,-21.398424,-12.139125
0.165000,-21.401834,-12.147758
0.165500,-21.405283,-12.156407
0.166000,-21.408769,-12.165070
0.166500,-21.412291,-12.173747
0.167000,-21.415850,-12.182439
0.167500,-21.419445,-12.191145
0.168000,-21.423075,-12.199864
0.168500,-21.426740,-12.208597
0.169000,-21.430438,-12.217343
0.169500,-21.434170,-12.226102
0.170000,-21.437935,-12.234873
0.170500,-21.441733,-12.243658
0.171000,-21.445562,-12.252454
0.171500,-21.449423,-12.261262
0.172000,-21.453314,-12.270082
0.172500,-21.457236,-12.278914
0.173000,-21.461188,-12.287757
0.173500,-21.465169,-12.296611
0.174000,-21.469178,-12.305476
0.174500,-21.473217,-12.314351
0.175000,-21.477283,-12.323237
0.175500,-21.481376,-12.332133
0.176000,-21.485496,-12.341039
0.176500,-21.489643,-12.349955
0.177000,-21.493815,-12.358880
0.177500,-21.498013,-12.367814
0.178000,-21.502236,-12.376757
0.178500,-21.506484,-12.385709
0.179000,-21.510756,-12.394670
0.179500,-21.515051,-12.403639
0.180000,-21.519370,-12.412616
0.180500,-21.523711,-12.421602
0.181000,-21.528075,-12.430594
0.181500,-21.532461,-12.439595
0.182000,-21.536868,-12.448603
0.182500,-21.541297,-12.457617
0.183000,-21.545746,-12.466639
0.183500,-21.550215,-12.475667
0.184000,-21.554704,-12.484702
0.184500,-21.559213,-12.493743
0.185000,-21.563741,-12.502790
0.185500,-21.568287,-12.511843
0.186000,-21.572852,-12.520901
0.186500,-21.577435,-12.529965
0.187000,-21.582035,-12.539035
0.187500,-21.586653,-12.548109
0.188000,-21.591287,-12.557188
0.188500,-21.595937,-12.566272
0.189000,-21.600604,-12.575360
0.189500,-21.605286,-12.584452
0.190000,-21.609984,-12.593549
0.190500,-21.614696,-12.602649
0.191000,-21.619423,-12.611753
0.191500,-21.624164,-12.620860
0.192000,-21.628920,-12.629971
0.192500,-21.633688,-12.639085
0.193000,-21.638470,-12.648201
0.193500,-21.643265,-12.657321
0.194000,-21.648072,-12.666443
0.194500,-21.652892,-12.675567
0.195000,-21.657723,-12.684693
0.195500,-21.662566,-12.693822
0.196000,-21.667420,-12.702952
0.196500,-21.672285,-12.712084
0.197000,-21.677161,-12.721217
0.197500,-21.682047,-12.730352
0.198000,-21.686942,-12.739487
0.198500,-21.691848,-12.748624
0.199000,-21.696762,-12.757761
0.199500,-21.701686,-12.766899
0.200000,-21.706618,-12.776037
0.200500,-21.711559,-12.785175
0.201000,-21.716508,-12.794314
0.201500,-21.721464,-12.803452
0.202000,-21.726429,-12.812590
0.202500,-21.731400,-12.821727
0.203000,-21.736378,-12.830864
0.203500,-21.741363,-12.840000
0.204000,-21.746355,-12.849135
0.204500,-21.751352,-12.858269
0.205000,-21.756355,-12.867402
0.205500,-21.761364,-12.876533
0.206000,-21.766378,-12.885663
0.206500,-21.771397,-12.894790
0.207000,-21.776420,-12.903916
0.207500,-21.781448,-12.913040
0.208000,-21.786481,-12.922161
0.208500,-21.791517,-12.931280
0.209000,-21.796557,-12.940397
0.209500,-21.801600,-12.949511
0.210000,-21.806646,-12.958622
0.210500,-21.811695,-12.967729
0.211000,-21.816747,-12.976834
0.211500,-21.821801,-12.985935
0.212000,-21.826857,-12.995033
0.212500,-21.831915,-13.004127
0.213000,-21.836975,-13.013218
0.213500,-21.842036,-13.022304
0.214000,-21.847098,-13.031386
0.214500,-21.852161,-13.040464
0.215000,-21.857225,-13.049538
0.215500,-21.862289,-13.058607
0.216000,-21.867353,-13.067672
0.216500,-21.872418,-13.076732
0.217000,-21.877482,-13.085786
0.217500,-21.882545,-13.094836
0.218000,-21.887608,-13.103881
0.218500,-21.892669,-13.112920
0.219000,-21.897730,-13.121953
0.219500,-21.902789,-13.130981
0.220000,-21.907846,-13.140004
0.220500,-21.912902,-13.149020
0.221000,-21.917955,-13.158030
0.221500,-21.923006,-13.167034
0.222000,-21.928055,-13.176032
0.222500,-21.933100,-13.185023
0.223000,-21.938143,-13.194008
0.223500,-21.943183,-13.202986
0.224000,-21.948219,-13.211957
0.224500,-21.953252,-13.220921
0.225000,-21.958281,-13.229878
0.225500,-21.963306,-13.238828
0.226000,-21.968327,-13.247771
0.226500,-21.973343,-13.256706
0.227000,-21.978355,-13.265633
0.227500,-21.983362,-13.274553
0.228000,-21.988364,-13.283465
0.228500,-21.993360,-13.292369
0.229000,-21.998352,-13.301265
0.229500,-22.003337,-13.310152
0.230000,-22.008317,-13.319032
0.230500,-22.013292,-13.327903
0.231000,-22.018259,-13.336765
0.231500,-22.023221,-13.345618
0.232000,-22.028176,-13.354463
0.232500,-22.033124,-13.363299
0.233000,-22.038066,-13.372126
0.233500,-22.043000,-13.380944
0.234000,-22.047927,-13.389752
0.234500,-22.052847,-13.398551
0.235000,-22.057759,-13.407340
0.235500,-22.062663,-13.416120
0.236000,-22.067559,-13.424891
0.236500,-22.072447,-13.433651
0.237000,-22.077327,-13.442401
0.237500,-22.082198,-13.451142
0.238000,-22.087061,-13.459872
0.238500,-22.091915,-13.468592
0.239000,-22.096759,-13.477302
0.239500,-22.101595,-13.486001
0.240000,-22.106421,-13.494689
0.240500,-22.111238,-13.503367
0.241000,-22.116045,-13.512034
0.241500,-22.120842,-13.520690
0.242000,-22.125629,-13.529335
0.242500,-22.130406,-13.537970
0.243000,-22.135173,-13.546592
0.243500,-22.139929,-13.555204
0.244000,-22.144675,-13.563804
0.244500,-22.149410,-13.572393
0.245000,-22.154134,-13.580970
0.245500,-22.158846,-13.589535
0.246000,-22.163548,-13.598089
0.246500,-22.168238,-13.606631
0.247000,-22.172917,-13.615160
0.247500,-22.177584,-13.623678
0.248000,-22.182239,-13.632183
0.248500,-22.186882,-13.640676
0.249000,-22.191512,-13.649157
0.249500,-22.196131,-13.657625
0.250000,-22.200737,-13.666081
0.250500,-22.205331,-13.674524
0.251000,-22.209911,-13.682955
0.251500,-22.214479,-13.691372
0.252000,-22.219034,-13.699777
0.252500,-22.223576,-13.708169
0.253000,-22.228105,-13.716547
0.253500,-22.232620,-13.724912
0.254000,-22.237121,-13.733265
0.254500,-22.241609,-13.741603
0.255000,-22.246083,-13.749928
0.255500,-22.250543,-13.758240
0.256000,-22.254989,-13.766538
0.256500,-22.259421,-13.774823
0.257000,-22.263838,-13.783093
0.257500,-22.268241,-13.791350
0.258000,-22.272630,-13.799593
0.258500,-22.277003,-13.807822
0.259000,-22.281362,-13.816036
0.259500,-22.285705,-13.824237
0.260000,-22.290034,-13.832423
0.260500,-22.294347,-13.840595
0.261000,-22.298645,-13.848752
0.261500,-22.302928,-13.856895
0.262000,-22.307194,-13.865023
0.262500,-22.311446,-13.873137
0.263000,-22.315681,-13.881236
0.263500,-22.319900,-13.889320
0.264000,-22.324103,-13.897389
0.264500,-22.328290,-13.905443
0.265000,-22.332461,-13.913482
0.265500,-22.336615,-13.921506
0.266000,-22.340753,-13.929515
0.266500,-22.344874,-13.937508
0.267000,-22.348978,-13.945486
0.267500,-22.353065,-13.953449
0.268000,-22.357136,-13.961396
0.268500,-22.361189,-13.969328
0.269000,-22.365225,-13.977244
0.269500,-22.369243,-13.985144
0.270000,-22.373245,-13.993029
0.270500,-22.377228,-14.000897
0.271000,-22.381194,-14.008750
0.271500,-22.385143,-14.016587
0.272000,-22.389073,-14.024408
0.272500,-22.392985,-14.032212
0.273000,-22.396880,-14.040001
0.273500,-22.400756,-14.047773
0.274000,-22.404614,-14.055529
0.274500,-22.408453,-14.063268
0.275000,-22.412274,-14.070991
0.275500,-22.416077,-14.078698
0.276000,-22.419861,-14.086387
0.276500,-22.423626,-14.094061
0.277000,-22.427372,-14.101717
0.277500,-22.431099,-14.109357
0.278000,-22.434807,-14.116980
0.278500,-22.438496,-14.124586
0.279000,-22.442166,-14.132175
0.279500,-22.445816,-14.139747
0.280000,-22.449447,-14.147302
0.280500,-22.453058,-14.154840
0.281000,-22.456650,-14.162361
0.281500,-22.460222,-14.169864
0.282000,-22.463775,-14.177350
0.282500,-22.467307,-14.184819
0.283000,-22.470819,-14.192270
0.283500,-22.474312,-14.199704
0.284000,-22.477784,-14.207120
0.284500,-22.481236,-14.214519
0.285000,-22.484668,-14.221900
0.285500,-22.488079,-14.229263
0.286000,-22.491470,-14.236608
0.286500,-22.494840,-14.243936
0.287000,-22.498189,-14.251246
0.287500,-22.501518,-14.258538
0.288000,-22.504826,-14.265812
0.288500,-22.508113,-14.273067
0.289000,-22.511379,-14.280305
0.289500,-22.514624,-14.287525
0.290000,-22.517848,-14.294726
0.290500,-22.521050,-14.301909
0.291000,-22.524232,-14.309074
0.291500,-22.527392,-14.316221
0.292000,-22.530530,-14.323349
0.292500,-22.533647,-14.330458
0.293000,-22.536742,-14.337550
0.293500,-22.539816,-14.344622
0.294000,-22.542868,-14.351676
0.294500,-22.545898,-14.358712
0.295000,-22.548906,-14.365728
0.295500,-22.551893,-14.372726
0.296000,-22.554857,-14.379705
0.296500,-22.557799,-14.386666
0.297000,-22.560719,-14.393607
0.297500,-22.563616,-14.400529
0.298000,-22.566492,-14.407433
0.298500,-22.569344,-14.414317
0.299000,-22.572175,-14.421183
0.299500,-22.574983,-14.428029
0.300000,-22.577768,-14.434856
0.300500,-22.580531,-14.441664
0.301000,-22.583271,-14.448453
0.301500,-22.585988,-14.455223
0.302000,-22.588682,-14.461973
0.302500,-22.591354,-14.468703
0.303000,-22.594002,-14.475415
0.303500,-22.596627,-14.482107
0.304000,-22.599230,-14.488779
0.304500,-22.601809,-14.495432
0.305000,-22.604364,-14.502065
0.305500,-22.606897,-14.508679
0.306000,-22.609406,-14.515273
0.306500,-22.611892,-14.521847
0.307000,-22.614354,-14.528402
0.307500,-22.616793,-14.534937
0.308000,-22.619208,-14.541452
0.308500,-22.621600,-14.547947
0.309000,-22.623968,-14.554422
0.309500,-22.626312,-14.560877
0.310000,-22.628632,-14.567313
0.310500,-22.630928,-14.573728
0.311000,-22.633201,-14.580123
0.311500,-22.635449,-14.586499
0.312000,-22.637674,-14.592854
0.312500,-22.639874,-14.599189
0.313000,-22.642050,-14.605504
0.313500,-22.644202,-14.611798
0.314000,-22.646330,-14.618073
0.314500,-22.648434,-14.624327
0.315000,-22.650513,-14.630560
0.315500,-22.652567,-14.636774
0.316000,-22.654598,-14.642967
0.316500,-22.656603,-14.649139
0.317000,-22.658585,-14.655292
0.317500,-22.660541,-14.661423
0.318000,-22.662473,-14.667534
0.318500,-22.664381,-14.673625
0.319000,-22.666263,-14.679695
0.319500,-22.668121,-14.685744
0.320000,-22.669954,-14.691773
0.320500,-22.671762,-14.697781
0.321000,-22.673545,-14.703768
0.321500,-22.675304,-14.709735
0.322000,-22.677037,-14.715681
0.322500,-22.678745,-14.721606
0.323000,-22.680428,-14.727510
0.323500,-22.682086,-14.733394
0.324000,-22.683718,-14.739256
0.324500,-22.685326,-14.745098
0.325000,-22.686908,-14.750918
0.325500,-22.688465,-14.756718
0.326000,-22.689997,-14.762497
0.326500,-22.691503,-14.768254
0.327000,-22.692984,-14.773991
0.327500,-22.694439,-14.779706
0.328000,-22.695869,-14.785401
0.328500,-22.697273,-14.791074
0.329000,-22.698651,-14.796726
0.329500,-22.700004,-14.802357
0.330000,-22.701332,-14.807967
0.330500,-22.702633,-14.813555
0.331000,-22.703909,-14.819122
0.331500,-22.705159,-14.824668
0.332000,-22.706384,-14.830193
0.332500,-22.707582,-14.835696
0.333000,-22.708755,-14.841178
0.333500,-22.709901,-14.846639
0.334000,-22.711022,-14.852078
0.334500,-22.712117,-14.857496
0.335000,-22.713186,-14.862892
0.335500,-22.714228,-14.868267
0.336000,-22.715245,-14.873620
0.336500,-22.716235,-14.878952
0.337000,-22.717200,-14.884262
0.337500,-22.718138,-14.889551
0.338000,-22.719050,-14.894818
0.338500,-22.719936,-14.900064
0.339000,-22.720795,-14.905288
0.339500,-22.721628,-14.910490
0.340000,-22.722435,-14.915670
0.340500,-22.723215,-14.920829
0.341000,-22.723970,-14.925966
0.341500,-22.724697,-14.931082
0.342000,-22.725398,-14.936176
0.342500,-22.726073,-14.941248
0.343000,-22.726721,-14.946298
0.343500,-22.727343,-14.951326
0.344000,-22.727938,-14.956333
0.344500,-22.728507,-14.961317
0.345000,-22.729049,-14.966280
0.345500,-22.729564,-14.971221
0.346000,-22.730053,-14.976140
0.346500,-22.730515,-14.981037
0.347000,-22.730950,-14.985912
0.347500,-22.731359,-14.990766
0.348000,-22.731740,-14.995597
0.348500,-22.732095,-15.000406
0.349000,-22.732424,-15.005194
0.349500,-22.732725,-15.009959
0.350000,-22.732999,-15.014702
0.350500,-22.733247,-15.019423
0.351000,-22.733468,-15.024123
0.351500,-22.733662,-15.028800
0.352000,-22.733829,-15.033455
0.352500,-22.733969,-15.038087
0.353000,-22.734081,-15.042698
0.353500,-22.734167,-15.047287
0.354000,-22.734226,-15.051853
0.354500,-22.734258,-15.056398
0.355000,-22.734263,-15.060920
0.355500,-22.734241,-15.065420
0.356000,-22.734192,-15.069897
0.356500,-22.734115,-15.074353
0.357000,-22.734011,-15.078786
0.357500,-22.733881,-15.083197
0.358000,-22.733723,-15.087586
0.358500,-22.733538,-15.091952
0.359000,-22.733325,-15.096297
0.359500,-22.733086,-15.100618
0.360000,-22.732819,-15.104918
0.360500,-22.732525,-15.109195
0.361000,-22.732204,-15.113450
0.361500,-22.731855,-15.117683
0.362000,-22.731479,-15.121893
0.362500,-22.731076,-15.126081
0.363000,-22.730646,-15.130246
0.363500,-22.730188,-15.134389
0.364000,-22.729702,-15.138510
0.364500,-22.729190,-15.142608
0.365000,-22.728650,-15.146684
0.365500,-22.728082,-15.150738
0.366000,-22.727488,-15.154769
0.366500,-22.726865,-15.158777
0.367000,-22.726216,-15.162763
0.367500,-22.725539,-15.166727
0.368000,-22.724834,-15.170668
0.368500,-22.724102,-15.174587
0.369000,-22.723342,-15.178483
0.369500,-22.722555,-15.182356
0.370000,-22.721741,-15.186207
0.370500,-22.720899,-15.190036
0.371000,-22.720029,-15.193842
0.371500,-22.719132,-15.197626
0.372000,-22.718207,-15.201387
0.372500,-22.717255,-15.205125
0.373000,-22.716275,-15.208841
0.373500,-22.715267,-15.212534
0.374000,-22.714232,-15.216205
0.374500,-22.713170,-15.219853
0.375000,-22.712080,-15.223479
0.375500,-22.710962,-15.227082
0.376000,-22.709816,-15.230662
0.376500,-22.708643,-15.234220
0.377000,-22.707442,-15.237755
0.377500,-22.706214,-15.241268
0.378000,-22.704958,-15.244757
0.378500,-22.703674,-15.248225
0.379000,-22.702363,-15.251669
0.379500,-22.701024,-15.255091
0.380000,-22.699657,-15.258491
0.380500,-22.698263,-15.261867
0.381000,-22.696841,-15.265221
0.381500,-22.695391,-15.268553
0.382000,-22.693914,-15.271861
0.382500,-22.692408,-15.275147
0.383000,-22.690876,-15.278411
0.383500,-22.689315,-15.281652
0.384000,-22.687727,-15.284869
0.384500,-22.686111,-15.288065
0.385000,-22.684467,-15.291237
0.385500,-22.682795,-15.294387
0.386000,-22.681096,-15.297515
0.386500,-22.679369,-15.300619
0.387000,-22.677615,-15.303701
0.387500,-22.675832,-15.306760
0.388000,-22.674022,-15.309796
0.388500,-22.672184,-15.312810
0.389000,-22.670319,-15.315801
0.389500,-22.668425,-15.318769
0.390000,-22.666504,-15.321715
0.390500,-22.664555,-15.324638
0.391000,-22.662579,-15.327538
0.391500,-22.660574,-15.330415
0.392000,-22.658542,-15.333270
0.392500,-22.656482,-15.336102
0.393000,-22.654395,-15.338911
0.393500,-22.652279,-15.341697
0.394000,-22.650136,-15.344461
0.394500,-22.647965,-15.347202
0.395000,-22.645767,-15.349920
0.395500,-22.643540,-15.352616
0.396000,-22.641286,-15.355288
0.396500,-22.639004,-15.357938
0.397000,-22.636695,-15.360566
0.397500,-22.634357,-15.363170
0.398000,-22.631992,-15.365752
0.398500,-22.629599,-15.368311
0.399000,-22.627179,-15.370848
0.399500,-22.624730,-15.373361
0.400000,-22.622254,-15.375852
0.400500,-22.619750,-15.378320
0.401000,-22.617219,-15.380766
0.401500,-22.614660,-15.383188
0.402000,-22.612073,-15.385588
0.402500,-22.609458,-15.387965
0.403000,-22.606815,-15.390320
0.403500,-22.604145,-15.392652
0.404000,-22.601447,-15.394961
0.404500,-22.598722,-15.397247
0.405000,-22.595969,-15.399510
0.405500,-22.593188,-15.401751
0.406000,-22.590379,-15.403969
0.406500,-22.587543,-15.406165
0.407000,-22.584679,-15.408337
0.407500,-22.581787,-15.410487
0.408000,-22.578868,-15.412614
0.408500,-22.575921,-15.414719
0.409000,-22.572946,-15.416801
0.409500,-22.569944,-15.418860
0.410000,-22.566914,-15.420896
