time(s),hip_torque(Nm),hip_gravity_torque(Nm)
0.881500,-10.752743,-9.412817
0.882000,-10.735191,-9.401140
0.882500,-10.717638,-9.389459
0.883000,-10.700084,-9.377774
0.883500,-10.682529,-9.366084
0.884000,-10.664972,-9.354390
0.884500,-10.647415,-9.342692
0.885000,-10.629857,-9.330990
0.885500,-10.612298,-9.319284
0.886000,-10.594737,-9.307573
0.886500,-10.577176,-9.295859
0.887000,-10.559614,-9.284140
0.887500,-10.542051,-9.272417
0.888000,-10.524488,-9.260690
0.888500,-10.506923,-9.248959
0.889000,-10.489358,-9.237225
0.889500,-10.471792,-9.225486
0.890000,-10.454225,-9.213743
0.890500,-10.436657,-9.201996
0.891000,-10.419089,-9.190246
0.891500,-10.401520,-9.178491
0.892000,-10.383951,-9.166733
0.892500,-10.366381,-9.154971
0.893000,-10.348810,-9.143205
0.893500,-10.331239,-9.131435
0.894000,-10.313667,-9.119661
0.894500,-10.296095,-9.107884
0.895000,-10.278523,-9.096103
0.895500,-10.260950,-9.084318
0.896000,-10.243376,-9.072529
0.896500,-10.225802,-9.060737
0.897000,-10.208228,-9.048941
0.897500,-10.190653,-9.037141
0.898000,-10.173079,-9.025338
0.898500,-10.155503,-9.013531
0.899000,-10.137928,-9.001721
0.899500,-10.120353,-8.989907
0.900000,-10.102777,-8.978089
0.900500,-10.085201,-8.966268
0.901000,-10.067625,-8.954443
0.901500,-10.050048,-8.942615
0.902000,-10.032472,-8.930784
0.902500,-10.014896,-8.918949
0.903000,-9.997319,-8.907110
0.903500,-9.979743,-8.895269
0.904000,-9.962166,-8.883423
0.904500,-9.944590,-8.871575
0.905000,-9.927013,-8.859723
0.905500,-9.909437,-8.847868
0.906000,-9.891861,-8.836009
0.906500,-9.874285,-8.824148
0.907000,-9.856709,-8.812283
0.907500,-9.839134,-8.800414
0.908000,-9.821558,-8.788543
0.908500,-9.803983,-8.776668
0.909000,-9.786408,-8.764790
0.909500,-9.768833,-8.752910
0.910000,-9.751259,-8.741025
0.910500,-9.733685,-8.729138
0.911000,-9.716111,-8.717248
0.911500,-9.698538,-8.705354
0.912000,-9.680966,-8.693458
0.912500,-9.663393,-8.681558
0.913000,-9.645821,-8.669656
0.913500,-9.628250,-8.657750
0.914000,-9.610679,-8.645842
0.914500,-9.593109,-8.633931
0.915000,-9.575539,-8.622016
0.915500,-9.557970,-8.610099
0.916000,-9.540402,-8.598179
0.916500,-9.522834,-8.586256
0.917000,-9.505267,-8.574330
0.917500,-9.487700,-8.562401
0.918000,-9.470135,-8.550470
0.918500,-9.452570,-8.538535
0.919000,-9.435006,-8.526598
0.919500,-9.417442,-8.514658
0.920000,-9.399880,-8.502716
0.920500,-9.382318,-8.490771
0.921000,-9.364757,-8.478823
0.921500,-9.347198,-8.466872
0.922000,-9.329639,-8.454919
0.922500,-9.312081,-8.442963
0.923000,-9.294524,-8.431004
0.923500,-9.276968,-8.419043
0.924000,-9.259413,-8.407080
0.924500,-9.241859,-8.395113
0.925000,-9.224306,-8.383145
0.925500,-9.206754,-8.371173
0.926000,-9.189204,-8.359200
0.926500,-9.171654,-8.347223
0.927000,-9.154106,-8.335245
0.927500,-9.136559,-8.323264
0.928000,-9.119013,-8.311280
0.928500,-9.101469,-8.299294
0.929000,-9.083926,-8.287306
0.929500,-9.066384,-8.275315
0.930000,-9.048843,-8.263322
0.930500,-9.031304,-8.251327
0.931000,-9.013766,-8.239330
0.931500,-8.996230,-8.227330
0.932000,-8.978695,-8.215328
0.932500,-8.961161,-8.203323
0.933000,-8.943629,-8.191317
0.933500,-8.926099,-8.179308
0.934000,-8.908570,-8.167297
0.934500,-8.891042,-8.155284
0.935000,-8.873516,-8.143269
0.935500,-8.855992,-8.131252
0.936000,-8.838470,-8.119232
0.936500,-8.820949,-8.107211
0.937000,-8.803429,-8.095187
0.937500,-8.785912,-8.083162
0.938000,-8.768396,-8.071134
0.938500,-8.750882,-8.059105
0.939000,-8.733369,-8.047073
0.939500,-8.715859,-8.035040
0.940000,-8.698350,-8.023004
0.940500,-8.680843,-8.010967
0.941000,-8.663338,-7.998928
0.941500,-8.645835,-7.986887
0.942000,-8.628334,-7.974844
0.942500,-8.610835,-7.962799
0.943000,-8.593338,-7.950752
0.943500,-8.575843,-7.938704
0.944000,-8.558349,-7.926653
0.944500,-8.540858,-7.914602
0.945000,-8.523369,-7.902548
0.945500,-8.505882,-7.890492
0.946000,-8.488397,-7.878435
0.946500,-8.470915,-7.866376
0.947000,-8.453434,-7.854316
0.947500,-8.435956,-7.842254
0.948000,-8.418479,-7.830190
0.948500,-8.401006,-7.818125
0.949000,-8.383534,-7.806058
0.949500,-8.366064,-7.793989
0.950000,-8.348597,-7.781919
0.950500,-8.331133,-7.769848
0.951000,-8.313670,-7.757774
0.951500,-8.296210,-7.745700
0.952000,-8.278753,-7.733624
0.952500,-8.261298,-7.721546
0.953000,-8.243845,-7.709467
0.953500,-8.226395,-7.697387
0.954000,-8.208947,-7.685305
0.954500,-8.191502,-7.673222
0.955000,-8.174059,-7.661138
0.955500,-8.156619,-7.649052
0.956000,-8.139182,-7.636965
0.956500,-8.121747,-7.624876
0.957000,-8.104315,-7.612786
0.957500,-8.086885,-7.600695
0.958000,-8.069458,-7.588603
0.958500,-8.052034,-7.576510
0.959000,-8.034613,-7.564415
0.959500,-8.017194,-7.552319
0.960000,-7.999778,-7.540222
0.960500,-7.982365,-7.528124
0.961000,-7.964955,-7.516025
0.961500,-7.947547,-7.503924
0.962000,-7.930143,-7.491823
0.962500,-7.912741,-7.479720
0.963000,-7.895343,-7.467617
0.963500,-7.877947,-7.455512
0.964000,-7.860554,-7.443407
0.964500,-7.843165,-7.431300
0.965000,-7.825778,-7.419192
0.965500,-7.808394,-7.407084
0.966000,-7.791013,-7.394974
0.966500,-7.773636,-7.382864
0.967000,-7.756261,-7.370753
0.967500,-7.738890,-7.358640
0.968000,-7.721522,-7.346527
0.968500,-7.704157,-7.334413
0.969000,-7.686795,-7.322299
0.969500,-7.669437,-7.310183
0.970000,-7.652082,-7.298067
0.970500,-7.634729,-7.285950
0.971000,-7.617381,-7.273832
0.971500,-7.600035,-7.261713
0.972000,-7.582693,-7.249594
0.972500,-7.565355,-7.237474
0.973000,-7.548019,-7.225353
0.973500,-7.530687,-7.213232
0.974000,-7.513359,-7.201110
0.974500,-7.496034,-7.188987
0.975000,-7.478712,-7.176864
0.975500,-7.461394,-7.164740
0.976000,-7.444080,-7.152616
0.976500,-7.426769,-7.140491
0.977000,-7.409461,-7.128366
0.977500,-7.392158,-7.116240
0.978000,-7.374857,-7.104113
0.978500,-7.357561,-7.091987
0.979000,-7.340268,-7.079859
0.979500,-7.322979,-7.067732
0.980000,-7.305693,-7.055603
0.980500,-7.288411,-7.043475
0.981000,-7.271133,-7.031346
0.981500,-7.253859,-7.019216
0.982000,-7.236588,-7.007087
0.982500,-7.219322,-6.994957
0.983000,-7.202059,-6.982827
0.983500,-7.184800,-6.970696
0.984000,-7.167545,-6.958565
0.984500,-7.150293,-6.946434
0.985000,-7.133046,-6.934303
0.985500,-7.115803,-6.922171
0.986000,-7.098563,-6.910039
0.986500,-7.081328,-6.897907
0.987000,-7.064097,-6.885775
0.987500,-7.046869,-6.873643
0.988000,-7.029646,-6.861511
0.988500,-7.012427,-6.849378
0.989000,-6.995212,-6.837246
0.989500,-6.978001,-6.825113
0.990000,-6.960794,-6.812980
0.990500,-6.943591,-6.800848
0.991000,-6.926393,-6.788715
0.991500,-6.909199,-6.776582
0.992000,-6.892009,-6.764450
0.992500,-6.874823,-6.752317
0.993000,-6.857642,-6.740184
0.993500,-6.840464,-6.728052
0.994000,-6.823292,-6.715919
0.994500,-6.806123,-6.703787
0.995000,-6.788959,-6.691655
0.995500,-6.771799,-6.679523
0.996000,-6.754644,-6.667391
0.996500,-6.737493,-6.655259
0.997000,-6.720346,-6.643128
0.997500,-6.703204,-6.630996
0.998000,-6.686067,-6.618865
0.998500,-6.668934,-6.606735
0.999000,-6.651805,-6.594604
0.999500,-6.634682,-6.582474
1.000000,-6.617562,-6.570344
1.000500,-6.600448,-6.558214
1.001000,-6.583337,-6.546085
1.001500,-6.566232,-6.533956
1.002000,-6.549131,-6.521828
1.002500,-6.532035,-6.509700
1.003000,-6.514944,-6.497572
1.003500,-6.497857,-6.485445
1.004000,-6.480775,-6.473318
1.004500,-6.463698,-6.461192
1.005000,-6.446626,-6.449066
1.005500,-6.429558,-6.436940
1.006000,-6.412496,-6.424815
1.006500,-6.395438,-6.412691
1.007000,-6.378385,-6.400567
1.007500,-6.361337,-6.388444
1.008000,-6.344294,-6.376322
1.008500,-6.327256,-6.364200
1.009000,-6.310222,-6.352078
1.009500,-6.293194,-6.339958
1.010000,-6.276171,-6.327838
1.010500,-6.259153,-6.315718
1.011000,-6.242140,-6.303600
1.011500,-6.225131,-6.291482
1.012000,-6.208128,-6.279364
1.012500,-6.191131,-6.267248
1.013000,-6.174138,-6.255132
1.013500,-6.157150,-6.243017
1.014000,-6.140168,-6.230903
1.014500,-6.123191,-6.218790
1.015000,-6.106218,-6.206677
1.015500,-6.089252,-6.194566
1.016000,-6.072290,-6.182455
1.016500,-6.055334,-6.170345
1.017000,-6.038383,-6.158236
1.017500,-6.021437,-6.146128
1.018000,-6.004497,-6.134021
1.018500,-5.987562,-6.121915
1.019000,-5.970632,-6.109810
1.019500,-5.953708,-6.097705
1.020000,-5.936789,-6.085602
1.020500,-5.919876,-6.073500
1.021000,-5.902968,-6.061399
1.021500,-5.886066,-6.049299
1.022000,-5.869169,-6.037200
1.022500,-5.852278,-6.025102
1.023000,-5.835392,-6.013005
1.023500,-5.818511,-6.000910
1.024000,-5.801637,-5.988815
1.024500,-5.784768,-5.976722
1.025000,-5.767904,-5.964630
1.025500,-5.751046,-5.952539
1.026000,-5.734194,-5.940449
1.026500,-5.717348,-5.928360
1.027000,-5.700507,-5.916273
1.027500,-5.683672,-5.904187
1.028000,-5.666843,-5.892102
1.028500,-5.650019,-5.880019
1.029000,-5.633201,-5.867937
1.029500,-5.616389,-5.855856
1.030000,-5.599583,-5.843776
1.030500,-5.582783,-5.831698
1.031000,-5.565988,-5.819622
1.031500,-5.549200,-5.807546
1.032000,-5.532417,-5.795472
1.032500,-5.515641,-5.783400
1.033000,-5.498870,-5.771329
1.033500,-5.482105,-5.759259
1.034000,-5.465346,-5.747191
1.034500,-5.448593,-5.735125
1.035000,-5.431846,-5.723060
1.035500,-5.415106,-5.710996
1.036000,-5.398371,-5.698934
1.036500,-5.381642,-5.686874
1.037000,-5.364920,-5.674815
1.037500,-5.348203,-5.662758
1.038000,-5.331493,-5.650702
1.038500,-5.314789,-5.638648
1.039000,-5.298091,-5.626596
1.039500,-5.281399,-5.614545
1.040000,-5.264713,-5.602496
1.040500,-5.248034,-5.590449
1.041000,-5.231361,-5.578403
1.041500,-5.214694,-5.566359
1.042000,-5.198034,-5.554317
1.042500,-5.181380,-5.542277
1.043000,-5.164732,-5.530238
1.043500,-5.148090,-5.518202
1.044000,-5.131455,-5.506167
1.044500,-5.114826,-5.494134
1.045000,-5.098204,-5.482102
1.045500,-5.081588,-5.470073
1.046000,-5.064979,-5.458045
1.046500,-5.048376,-5.446020
1.047000,-5.031779,-5.433996
1.047500,-5.015189,-5.421974
1.048000,-4.998606,-5.409954
1.048500,-4.982029,-5.397936
1.049000,-4.965458,-5.385920
1.049500,-4.948894,-5.373906
1.050000,-4.932337,-5.361895
1.050500,-4.915787,-5.349885
1.051000,-4.899243,-5.337877
1.051500,-4.882705,-5.325871
1.052000,-4.866175,-5.313867
1.052500,-4.849651,-5.301866
1.053000,-4.833134,-5.289866
1.053500,-4.816623,-5.277869
1.054000,-4.800119,-5.265873
1.054500,-4.783622,-5.253880
1.055000,-4.767132,-5.241889
1.055500,-4.750649,-5.229900
1.056000,-4.734172,-5.217914
1.056500,-4.717702,-5.205929
1.057000,-4.701240,-5.193947
1.057500,-4.684784,-5.181967
1.058000,-4.668335,-5.169990
1.058500,-4.651892,-5.158014
1.059000,-4.635457,-5.146041
1.059500,-4.619029,-5.134071
1.060000,-4.602608,-5.122102
1.060500,-4.586193,-5.110136
1.061000,-4.569786,-5.098172
1.061500,-4.553386,-5.086211
1.062000,-4.536992,-5.074252
1.062500,-4.520606,-5.062296
1.063000,-4.504227,-5.050342
1.063500,-4.487855,-5.038390
1.064000,-4.471490,-5.026441
1.064500,-4.455132,-5.014494
1.065000,-4.438782,-5.002550
1.065500,-4.422438,-4.990608
1.066000,-4.406102,-4.978669
1.066500,-4.389773,-4.966732
1.067000,-4.373451,-4.954798
1.067500,-4.357137,-4.942866
1.068000,-4.340829,-4.930937
1.068500,-4.324529,-4.919011
1.069000,-4.308237,-4.907087
1.069500,-4.291951,-4.895166
1.070000,-4.275673,-4.883247
1.070500,-4.259402,-4.871331
1.071000,-4.243139,-4.859418
1.071500,-4.226883,-4.847508
1.072000,-4.210634,-4.835600
1.072500,-4.194393,-4.823695
1.073000,-4.178160,-4.811792
1.073500,-4.161933,-4.799893
1.074000,-4.145714,-4.787996
1.074500,-4.129503,-4.776102
1.075000,-4.113299,-4.764210
1.075500,-4.097103,-4.752322
1.076000,-4.080914,-4.740436
1.076500,-4.064733,-4.728553
1.077000,-4.048560,-4.716673
1.077500,-4.032394,-4.704796
1.078000,-4.016235,-4.692922
1.078500,-4.000085,-4.681051
1.079000,-3.983942,-4.669183
1.079500,-3.967806,-4.657317
1.080000,-3.951678,-4.645455
1.080500,-3.935558,-4.633595
1.081000,-3.919446,-4.621739
1.081500,-3.903342,-4.609885
1.082000,-3.887245,-4.598034
1.082500,-3.871156,-4.586187
1.083000,-3.855074,-4.574342
1.083500,-3.839001,-4.562501
1.084000,-3.822935,-4.550663
1.084500,-3.806878,-4.538827
1.085000,-3.790828,-4.526995
1.085500,-3.774786,-4.515166
1.086000,-3.758751,-4.503340
1.086500,-3.742725,-4.491517
1.087000,-3.726707,-4.479698
1.087500,-3.710696,-4.467881
1.088000,-3.694694,-4.456068
1.088500,-3.678699,-4.444258
1.089000,-3.662713,-4.432451
1.089500,-3.646734,-4.420647
1.090000,-3.630764,-4.408847
1.090500,-3.614802,-4.397050
1.091000,-3.598847,-4.385256
1.091500,-3.582901,-4.373465
1.092000,-3.566963,-4.361678
1.092500,-3.551033,-4.349894
1.093000,-3.535111,-4.338114
1.093500,-3.519197,-4.326336
1.094000,-3.503291,-4.314562
1.094500,-3.487394,-4.302792
1.095000,-3.471505,-4.291025
1.095500,-3.455624,-4.279261
1.096000,-3.439751,-4.267501
1.096500,-3.423886,-4.255744
1.097000,-3.408030,-4.243991
1.097500,-3.392182,-4.232241
1.098000,-3.376342,-4.220494
1.098500,-3.360510,-4.208751
1.099000,-3.344687,-4.197012
1.099500,-3.328872,-4.185276
1.100000,-3.313066,-4.173544
1.100500,-3.297268,-4.161815
1.101000,-3.281478,-4.150090
1.101500,-3.265697,-4.138368
1.102000,-3.249924,-4.126650
1.102500,-3.234160,-4.114935
1.103000,-3.218404,-4.103224
1.103500,-3.202656,-4.091517
1.104000,-3.186917,-4.079814
1.104500,-3.171187,-4.068114
1.105000,-3.155465,-4.056418
1.105500,-3.139751,-4.044725
1.106000,-3.124046,-4.033036
1.106500,-3.108350,-4.021351
1.107000,-3.092662,-4.009670
1.107500,-3.076983,-3.997993
1.108000,-3.061312,-3.986319
1.108500,-3.045650,-3.974649
1.109000,-3.029997,-3.962983
1.109500,-3.014352,-3.951320
1.110000,-2.998716,-3.939662
1.110500,-2.983089,-3.928007
1.111000,-2.967470,-3.916356
1.111500,-2.951861,-3.904709
1.112000,-2.936259,-3.893066
1.112500,-2.920667,-3.881427
1.113000,-2.905084,-3.869791
1.113500,-2.889509,-3.858160
1.114000,-2.873943,-3.846532
1.114500,-2.858386,-3.834909
1.115000,-2.842837,-3.823289
1.115500,-2.827298,-3.811674
1.116000,-2.811767,-3.800062
1.116500,-2.796245,-3.788455
1.117000,-2.780732,-3.776851
1.117500,-2.765228,-3.765252
1.118000,-2.749733,-3.753656
1.118500,-2.734247,-3.742065
1.119000,-2.718770,-3.730477
1.119500,-2.703302,-3.718894
1.120000,-2.687843,-3.707315
1.120500,-2.672392,-3.695740
1.121000,-2.656951,-3.684169
1.121500,-2.641519,-3.672602
1.122000,-2.626096,-3.661040
1.122500,-2.610682,-3.649481
1.123000,-2.595277,-3.637927
1.123500,-2.579881,-3.626377
1.124000,-2.564494,-3.614831
1.124500,-2.549117,-3.603290
1.125000,-2.533748,-3.591752
1.125500,-2.518389,-3.580219
1.126000,-2.503039,-3.568690
1.126500,-2.487698,-3.557166
1.127000,-2.472366,-3.545645
1.127500,-2.457043,-3.534129
1.128000,-2.441730,-3.522618
1.128500,-2.426425,-3.511110
1.129000,-2.411131,-3.499607
1.129500,-2.395845,-3.488109
1.130000,-2.380569,-3.476615
1.130500,-2.365302,-3.465125
1.131000,-2.350044,-3.453639
1.131500,-2.334795,-3.442158
1.132000,-2.319556,-3.430682
1.132500,-2.304327,-3.419210
1.133000,-2.289106,-3.407742
1.133500,-2.273895,-3.396279
1.134000,-2.258694,-3.384820
1.134500,-2.243502,-3.373366
1.135000,-2.228319,-3.361916
1.135500,-2.213146,-3.350471
1.136000,-2.197982,-3.339030
1.136500,-2.182827,-3.327594
1.137000,-2.167682,-3.316162
1.137500,-2.152547,-3.304735
1.138000,-2.137421,-3.293313
1.138500,-2.122305,-3.281895
1.139000,-2.107198,-3.270482
1.139500,-2.092101,-3.259073
1.140000,-2.077013,-3.247669
1.140500,-2.061935,-3.236270
1.141000,-2.046867,-3.224875
1.141500,-2.031808,-3.213485
1.142000,-2.016759,-3.202100
1.142500,-2.001719,-3.190719
1.143000,-1.986689,-3.179343
1.143500,-1.971669,-3.167972
1.144000,-1.956658,-3.156606
1.144500,-1.941657,-3.145244
1.145000,-1.926666,-3.133887
1.145500,-1.911685,-3.122535
1.146000,-1.896713,-3.111188
1.146500,-1.881751,-3.099845
1.147000,-1.866799,-3.088508
1.147500,-1.851857,-3.077175
1.148000,-1.836924,-3.065847
1.148500,-1.822001,-3.054524
1.149000,-1.807088,-3.043205
1.149500,-1.792185,-3.031892
1.150000,-1.777292,-3.020584
1.150500,-1.762408,-3.009280
1.151000,-1.747535,-2.997981
1.151500,-1.732671,-2.986687
1.152000,-1.717817,-2.975399
1.152500,-1.702974,-2.964115
1.153000,-1.688140,-2.952836
1.153500,-1.673316,-2.941562
1.154000,-1.658502,-2.930293
1.154500,-1.643698,-2.919029
1.155000,-1.628904,-2.907770
1.155500,-1.614120,-2.896517
1.156000,-1.599346,-2.885268
1.156500,-1.584582,-2.874024
1.157000,-1.569828,-2.862785
1.157500,-1.555084,-2.851552
1.158000,-1.540350,-2.840323
1.158500,-1.525626,-2.829100
1.159000,-1.510912,-2.817882
1.159500,-1.496209,-2.806668
1.160000,-1.481515,-2.795460
1.160500,-1.466832,-2.784258
1.161000,-1.452159,-2.773060
1.161500,-1.437496,-2.761867
1.162000,-1.422843,-2.750680
1.162500,-1.408200,-2.739498
1.163000,-1.393567,-2.728321
1.163500,-1.378945,-2.717150
1.164000,-1.364333,-2.705983
1.164500,-1.349731,-2.694822
1.165000,-1.335140,-2.683666
1.165500,-1.320558,-2.672515
1.166000,-1.305987,-2.661370
1.166500,-1.291426,-2.650230
1.167000,-1.276876,-2.639095
1.167500,-1.262336,-2.627966
1.168000,-1.247806,-2.616842
1.168500,-1.233286,-2.605723
1.169000,-1.218777,-2.594610
1.169500,-1.204278,-2.583502
1.170000,-1.189790,-2.572399
1.170500,-1.175312,-2.561302
1.171000,-1.160844,-2.550211
1.171500,-1.146387,-2.539124
1.172000,-1.131940,-2.528043
1.172500,-1.117503,-2.516968
1.173000,-1.103077,-2.505898
1.173500,-1.088662,-2.494833
1.174000,-1.074257,-2.483774
1.174500,-1.059862,-2.472721
1.175000,-1.045478,-2.461672
1.175500,-1.031105,-2.450630
1.176000,-1.016742,-2.439593
1.176500,-1.002389,-2.428561
1.177000,-0.988047,-2.417535
1.177500,-0.973716,-2.406515
1.178000,-0.959395,-2.395500
1.178500,-0.945085,-2.384491
1.179000,-0.930785,-2.373487
1.179500,-0.916496,-2.362489
1.180000,-0.902218,-2.351497
1.180500,-0.887950,-2.340510
1.181000,-0.873693,-2.329529
1.181500,-0.859447,-2.318554
1.182000,-0.845211,-2.307584
1.182500,-0.830986,-2.296620
1.183000,-0.816771,-2.285661
1.183500,-0.802567,-2.274709
1.184000,-0.788374,-2.263762
1.184500,-0.774192,-2.252820
1.185000,-0.760021,-2.241885
1.185500,-0.745860,-2.230955
1.186000,-0.731710,-2.220031
1.186500,-0.717570,-2.209113
1.187000,-0.703442,-2.198200
1.187500,-0.689324,-2.187293
1.188000,-0.675217,-2.176392
1.188500,-0.661121,-2.165497
1.189000,-0.647036,-2.154608
1.189500,-0.632962,-2.143725
1.190000,-0.618898,-2.132847
1.190500,-0.604845,-2.121975
1.191000,-0.590804,-2.111109
1.191500,-0.576773,-2.100249
1.192000,-0.562753,-2.089395
1.192500,-0.548744,-2.078547
1.193000,-0.534745,-2.067705
1.193500,-0.520758,-2.056868
1.194000,-0.506782,-2.046038
1.194500,-0.492817,-2.035214
1.195000,-0.478862,-2.024395
1.195500,-0.464919,-2.013582
1.196000,-0.450986,-2.002776
1.196500,-0.437065,-1.991975
1.197000,-0.423155,-1.981181
1.197500,-0.409255,-1.970392
1.198000,-0.395367,-1.959610
1.198500,-0.381490,-1.948833
1.199000,-0.367623,-1.938063
1.199500,-0.353768,-1.927298
1.200000,-0.339924,-1.916540
1.200500,-0.326091,-1.905788
1.201000,-0.312269,-1.895041
1.201500,-0.298459,-1.884301
1.202000,-0.284659,-1.873567
1.202500,-0.270870,-1.862840
1.203000,-0.257093,-1.852118
1.203500,-0.243327,-1.841402
1.204000,-0.229572,-1.830693
1.204500,-0.215828,-1.819990
1.205000,-0.202095,-1.809293
1.205500,-0.188374,-1.798602
1.206000,-0.174664,-1.787917
1.206500,-0.160964,-1.777239
1.207000,-0.147277,-1.766566
1.207500,-0.133600,-1.755900
1.208000,-0.119935,-1.745240
1.208500,-0.106281,-1.734587
1.209000,-0.092638,-1.723939
1.209500,-0.079006,-1.713298
1.210000,-0.065386,-1.702664
1.210500,-0.051777,-1.692035
1.211000,-0.038180,-1.681413
1.211500,-0.024593,-1.670797
1.212000,-0.011019,-1.660188
1.212500,0.002545,-1.649584
1.213000,0.016097,-1.638988
1.213500,0.029638,-1.628397
1.214000,0.043168,-1.617813
1.214500,0.056686,-1.607235
1.215000,0.070192,-1.596664
1.215500,0.083688,-1.586099
1.216000,0.097172,-1.575540
1.216500,0.110644,-1.564988
1.217000,0.124105,-1.554442
1.217500,0.137555,-1.543903
1.218000,0.150993,-1.533370
1.218500,0.164419,-1.522844
1.219000,0.177834,-1.512324
1.219500,0.191238,-1.501810
1.220000,0.204630,-1.491303
1.220500,0.218011,-1.480803
1.221000,0.231380,-1.470309
1.221500,0.244738,-1.459821
1.222000,0.258084,-1.449340
1.222500,0.271418,-1.438866
1.223000,0.284741,-1.428398
1.223500,0.298053,-1.417936
1.224000,0.311352,-1.407482
1.224500,0.324641,-1.397034
1.225000,0.337917,-1.386592
1.225500,0.351182,-1.376157
1.226000,0.364436,-1.365728
1.226500,0.377677,-1.355307
1.227000,0.390908,-1.344891
1.227500,0.404126,-1.334483
1.228000,0.417333,-1.324081
1.228500,0.430528,-1.313686
1.229000,0.443712,-1.303297
1.229500,0.456883,-1.292915
1.230000,0.470044,-1.282540
1.230500,0.483192,-1.272172
1.231000,0.496329,-1.261810
1.231500,0.509454,-1.251455
1.232000,0.522567,-1.241106
1.232500,0.535668,-1.230764
1.233000,0.548758,-1.220430
1.233500,0.561836,-1.210101
1.234000,0.574902,-1.199780
1.234500,0.587957,-1.189465
1.235000,0.601000,-1.179157
1.235500,0.614031,-1.168856
1.236000,0.627050,-1.158562
1.236500,0.640057,-1.148274
1.237000,0.653052,-1.137994
1.237500,0.666036,-1.127720
1.238000,0.679008,-1.117453
1.238500,0.691968,-1.107193
1.239000,0.704916,-1.096939
1.239500,0.717852,-1.086693
1.240000,0.730776,-1.076453
1.240500,0.743689,-1.066221
1.241000,0.756589,-1.055995
1.241500,0.769478,-1.045776
1.242000,0.782354,-1.035564
1.242500,0.795219,-1.025359
1.243000,0.808072,-1.015161
1.243500,0.820913,-1.004970
1.244000,0.833742,-0.994785
1.244500,0.846559,-0.984608
1.245000,0.859364,-0.974438
1.245500,0.872157,-0.964274
1.246000,0.884938,-0.954118
1.246500,0.897707,-0.943969
1.247000,0.910464,-0.933826
1.247500,0.923210,-0.923691
1.248000,0.935943,-0.913562
1.248500,0.948664,-0.903441
1.249000,0.961373,-0.893327
1.249500,0.974070,-0.883219
1.250000,0.986755,-0.873119
1.250500,0.999427,-0.863026
1.251000,1.012088,-0.852940
1.251500,1.024737,-0.842861
1.252000,1.037374,-0.832789
1.252500,1.049998,-0.822724
1.253000,1.062611,-0.812667
1.253500,1.075211,-0.802616
1.254000,1.087799,-0.792573
1.254500,1.100375,-0.782536
1.255000,1.112939,-0.772507
1.255500,1.125491,-0.762485
1.256000,1.138031,-0.752470
1.256500,1.150558,-0.742463
1.257000,1.163074,-0.732462
1.257500,1.175577,-0.722469
1.258000,1.188068,-0.712483
1.258500,1.200546,-0.702504
1.259000,1.213013,-0.692532
1.259500,1.225467,-0.682568
1.260000,1.237910,-0.672611
1.260500,1.250339,-0.662661
1.261000,1.262757,-0.652718
1.261500,1.275163,-0.642782
1.262000,1.287556,-0.632854
1.262500,1.299937,-0.622933
1.263000,1.312306,-0.613020
1.263500,1.324662,-0.603113
1.264000,1.337006,-0.593214
1.264500,1.349338,-0.583322
1.265000,1.361658,-0.573438
1.265500,1.373965,-0.563561
1.266000,1.386260,-0.553691
1.266500,1.398543,-0.543828
1.267000,1.410813,-0.533973
1.267500,1.423071,-0.524126
1.268000,1.435317,-0.514285
1.268500,1.447550,-0.504452
1.269000,1.459771,-0.494627
1.269500,1.471979,-0.484808
1.270000,1.484176,-0.474997
1.270500,1.496359,-0.465194
1.271000,1.508531,-0.455398
1.271500,1.520690,-0.445609
1.272000,1.532837,-0.435828
1.272500,1.544971,-0.426055
1.273000,1.557093,-0.416288
1.273500,1.569202,-0.406530
1.274000,1.581299,-0.396778
1.274500,1.593384,-0.387034
1.275000,1.605456,-0.377298
1.275500,1.617516,-0.367569
1.276000,1.629563,-0.357848
1.276500,1.641598,-0.348134
1.277000,1.653620,-0.338427
1.277500,1.665630,-0.328728
1.278000,1.677627,-0.319037
1.278500,1.689612,-0.309353
1.279000,1.701584,-0.299677
1.279500,1.713544,-0.290008
1.280000,1.725491,-0.280347
1.280500,1.737426,-0.270694
1.281000,1.749348,-0.261048
1.281500,1.761258,-0.251409
1.282000,1.773155,-0.241778
1.282500,1.785040,-0.232155
1.283000,1.796912,-0.222540
1.283500,1.808772,-0.212931
1.284000,1.820619,-0.203331
1.284500,1.832453,-0.193738
1.285000,1.844275,-0.184153
1.285500,1.856084,-0.174576
1.286000,1.867881,-0.165006
1.286500,1.879665,-0.155444
1.287000,1.891436,-0.145889
1.287500,1.903195,-0.136343
1.288000,1.914941,-0.126803
1.288500,1.926675,-0.117272
1.289000,1.938396,-0.107748
1.289500,1.950104,-0.098232
1.290000,1.961800,-0.088724
1.290500,1.973483,-0.079223
1.291000,1.985153,-0.069730
1.291500,1.996810,-0.060245
1.292000,2.008455,-0.050768
1.292500,2.020088,-0.041298
1.293000,2.031707,-0.031836
1.293500,2.043314,-0.022382
1.294000,2.054909,-0.012936
1.294500,2.066490,-0.003497
1.295000,2.078059,0.005933
1.295500,2.089615,0.015356
1.296000,2.101158,0.024771
1.296500,2.112689,0.034179
1.297000,2.124207,0.043578
