time(s),human_ankle_torque(Nm),exo_ankle_torque(Nm),ankle_gravity_torque(Nm)
0.670000,0.000000,-31.918456,-23.921743
0.670500,0.000000,-31.891904,-23.908079
0.671000,0.000000,-31.865326,-23.894390
0.671500,0.000000,-31.838724,-23.880677
0.672000,0.000000,-31.812096,-23.866939
0.672500,0.000000,-31.785444,-23.853176
0.673000,0.000000,-31.758766,-23.839390
0.673500,0.000000,-31.732064,-23.825579
0.674000,0.000000,-31.705336,-23.811744
0.674500,0.000000,-31.678584,-23.797884
0.675000,0.000000,-31.651807,-23.784000
0.675500,0.000000,-31.625005,-23.770092
0.676000,0.000000,-31.598179,-23.756160
0.676500,0.000000,-31.571328,-23.742204
0.677000,0.000000,-31.544452,-23.728224
0.677500,0.000000,-31.517552,-23.714220
0.678000,0.000000,-31.490628,-23.700192
0.678500,0.000000,-31.463679,-23.686140
0.679000,0.000000,-31.436707,-23.672064
0.679500,0.000000,-31.409709,-23.657964
0.680000,0.000000,-31.382688,-23.643841
0.680500,0.000000,-31.355643,-23.629694
0.681000,0.000000,-31.328574,-23.615523
0.681500,0.000000,-31.301480,-23.601328
0.682000,0.000000,-31.274363,-23.587110
0.682500,0.000000,-31.247222,-23.572868
0.683000,0.000000,-31.220057,-23.558603
0.683500,0.000000,-31.192869,-23.544314
0.684000,0.000000,-31.165656,-23.530001
0.684500,0.000000,-31.138421,-23.515665
0.685000,0.000000,-31.111161,-23.501306
0.685500,0.000000,-31.083878,-23.486924
0.686000,0.000000,-31.056572,-23.472518
0.686500,0.000000,-31.029243,-23.458089
0.687000,0.000000,-31.001890,-23.443637
0.687500,0.000000,-30.974513,-23.429161
0.688000,0.000000,-30.947114,-23.414663
0.688500,0.000000,-30.919692,-23.400141
0.689000,0.000000,-30.892246,-23.385596
0.689500,0.000000,-30.864778,-23.371029
0.690000,0.000000,-30.837287,-23.356438
0.690500,0.000000,-30.809772,-23.341824
0.691000,0.000000,-30.782235,-23.327188
0.691500,0.000000,-30.754675,-23.312529
0.692000,0.000000,-30.727093,-23.297846
0.692500,0.000000,-30.699488,-23.283142
0.693000,0.000000,-30.671860,-23.268414
0.693500,0.000000,-30.644210,-23.253664
0.694000,0.000000,-30.616537,-23.238891
0.694500,0.000000,-30.588842,-23.224095
0.695000,0.000000,-30.561125,-23.209277
0.695500,0.000000,-30.533386,-23.194437
0.696000,0.000000,-30.505624,-23.179574
0.696500,0.000000,-30.477840,-23.164688
0.697000,0.000000,-30.450034,-23.149780
0.697500,0.000000,-30.422206,-23.134850
0.698000,0.000000,-30.394356,-23.119898
0.698500,0.000000,-30.366484,-23.104923
0.699000,0.000000,-30.338590,-23.089926
0.699500,0.000000,-30.310675,-23.074907
0.700000,0.000000,-30.282738,-23.059866
0.700500,0.000000,-30.254779,-23.044802
0.701000,0.000000,-30.226798,-23.029717
0.701500,0.000000,-30.198796,-23.014609
0.702000,0.000000,-30.170773,-22.999480
0.702500,0.000000,-30.142728,-22.984329
0.703000,0.000000,-30.114662,-22.969155
0.703500,0.000000,-30.086574,-22.953960
0.704000,0.000000,-30.058466,-22.938743
0.704500,0.000000,-30.030336,-22.923505
0.705000,0.000000,-30.002185,-22.908244
0.705500,0.000000,-29.974013,-22.892962
0.706000,0.000000,-29.945820,-22.877659
0.706500,0.000000,-29.917606,-22.862333
0.707000,0.000000,-29.889371,-22.846987
0.707500,0.000000,-29.861115,-22.831618
0.708000,0.000000,-29.832839,-22.816228
0.708500,0.000000,-29.804541,-22.800817
0.709000,0.000000,-29.776224,-22.785384
0.709500,0.000000,-29.747885,-22.769930
0.710000,0.000000,-29.719526,-22.754455
0.710500,0.000000,-29.691147,-22.738958
0.711000,0.000000,-29.662747,-22.723441
0.711500,0.000000,-29.634327,-22.707902
0.712000,0.000000,-29.605887,-22.692341
0.712500,0.000000,-29.577427,-22.676760
0.713000,0.000000,-29.548946,-22.661158
0.713500,0.000000,-29.520445,-22.645534
0.714000,0.000000,-29.491924,-22.629890
0.714500,0.000000,-29.463383,-22.614225
0.715000,0.000000,-29.434823,-22.598539
0.715500,0.000000,-29.406242,-22.582832
0.716000,0.000000,-29.377642,-22.567104
0.716500,0.000000,-29.349022,-22.551355
0.717000,0.000000,-29.320382,-22.535586
0.717500,0.000000,-29.291723,-22.519796
0.718000,0.000000,-29.263044,-22.503985
0.718500,0.000000,-29.234345,-22.488154
0.719000,0.000000,-29.205628,-22.472302
0.719500,0.000000,-29.176890,-22.456430
0.720000,0.000000,-29.148134,-22.440537
0.720500,0.000000,-29.119358,-22.424623
0.721000,0.000000,-29.090563,-22.408690
0.721500,0.000000,-29.061749,-22.392736
0.722000,0.000000,-29.032916,-22.376761
0.722500,0.000000,-29.004063,-22.360766
0.723000,0.000000,-28.975192,-22.344752
0.723500,0.000000,-28.946302,-22.328716
0.724000,0.000000,-28.917393,-22.312661
0.724500,0.000000,-28.888466,-22.296586
0.725000,0.000000,-28.859519,-22.280490
0.725500,0.000000,-28.830554,-22.264375
0.726000,0.000000,-28.801570,-22.248239
0.726500,0.000000,-28.772568,-22.232084
0.727000,0.000000,-28.743547,-22.215909
0.727500,0.000000,-28.714508,-22.199713
0.728000,0.000000,-28.685451,-22.183498
0.728500,0.000000,-28.656375,-22.167263
0.729000,0.000000,-28.627281,-22.151009
0.729500,0.000000,-28.598168,-22.134735
0.730000,0.000000,-28.569038,-22.118441
0.730500,0.000000,-28.539890,-22.102127
0.731000,0.000000,-28.510723,-22.085794
0.731500,0.000000,-28.481539,-22.069441
0.732000,0.000000,-28.452336,-22.053069
0.732500,0.000000,-28.423116,-22.036677
0.733000,0.000000,-28.393878,-22.020266
0.733500,0.000000,-28.364623,-22.003836
0.734000,0.000000,-28.335349,-21.987386
0.734500,0.000000,-28.306058,-21.970917
0.735000,0.000000,-28.276750,-21.954429
0.735500,0.000000,-28.247424,-21.937921
0.736000,0.000000,-28.218081,-21.921395
0.736500,0.000000,-28.188720,-21.904849
0.737000,0.000000,-28.159342,-21.888284
0.737500,0.000000,-28.129947,-21.871700
0.738000,0.000000,-28.100534,-21.855097
0.738500,0.000000,-28.071104,-21.838475
0.739000,0.000000,-28.041658,-21.821834
0.739500,0.000000,-28.012194,-21.805175
0.740000,0.000000,-27.982713,-21.788496
0.740500,0.000000,-27.953216,-21.771799
0.741000,0.000000,-27.923702,-21.755083
0.741500,0.000000,-27.894170,-21.738348
0.742000,0.000000,-27.864623,-21.721594
0.742500,0.000000,-27.835058,-21.704822
0.743000,0.000000,-27.805477,-21.688031
0.743500,0.000000,-27.775879,-21.671222
0.744000,0.000000,-27.746265,-21.654394
0.744500,0.000000,-27.716635,-21.637548
0.745000,0.000000,-27.686988,-21.620683
0.745500,0.000000,-27.657324,-21.603800
0.746000,0.000000,-27.627645,-21.586899
0.746500,0.000000,-27.597949,-21.569979
0.747000,0.000000,-27.568237,-21.553041
0.747500,0.000000,-27.538509,-21.536085
0.748000,0.000000,-27.508765,-21.519110
0.748500,0.000000,-27.479005,-21.502118
0.749000,0.000000,-27.449230,-21.485107
0.749500,0.000000,-27.419438,-21.468078
0.750000,0.000000,-27.389631,-21.451031
0.750500,0.000000,-27.359807,-21.433967
0.751000,0.000000,-27.329969,-21.416884
0.751500,0.000000,-27.300114,-21.399783
0.752000,0.000000,-27.270244,-21.382665
0.752500,0.000000,-27.240359,-21.365528
0.753000,0.000000,-27.210458,-21.348374
0.753500,0.000000,-27.180541,-21.331203
0.754000,0.000000,-27.150610,-21.314013
0.754500,0.000000,-27.120663,-21.296806
0.755000,0.000000,-27.090701,-21.279581
0.755500,0.000000,-27.060723,-21.262339
0.756000,0.000000,-27.030731,-21.245079
0.756500,0.000000,-27.000724,-21.227801
0.757000,0.000000,-26.970701,-21.210507
0.757500,0.000000,-26.940664,-21.193194
0.758000,0.000000,-26.910612,-21.175865
0.758500,0.000000,-26.880545,-21.158518
0.759000,0.000000,-26.850463,-21.141154
0.759500,0.000000,-26.820367,-21.123772
0.760000,0.000000,-26.790256,-21.106373
0.760500,0.000000,-26.760130,-21.088957
0.761000,0.000000,-26.729990,-21.071524
0.761500,0.000000,-26.699836,-21.054074
0.762000,0.000000,-26.669667,-21.036607
0.762500,0.000000,-26.639483,-21.019123
0.763000,0.000000,-26.609286,-21.001622
0.763500,0.000000,-26.579074,-20.984104
0.764000,0.000000,-26.548848,-20.966569
0.764500,0.000000,-26.518608,-20.949017
0.765000,0.000000,-26.488354,-20.931449
0.765500,0.000000,-26.458086,-20.913864
0.766000,0.000000,-26.427804,-20.896261
0.766500,0.000000,-26.397508,-20.878643
0.767000,0.000000,-26.367198,-20.861007
0.767500,0.000000,-26.336874,-20.843355
0.768000,0.000000,-26.306537,-20.825687
0.768500,0.000000,-26.276186,-20.808002
0.769000,0.000000,-26.245821,-20.790300
0.769500,0.000000,-26.215443,-20.772582
0.770000,0.000000,-26.185052,-20.754848
0.770500,0.000000,-26.154647,-20.737097
0.771000,0.000000,-26.124228,-20.719330
0.771500,0.000000,-26.093797,-20.701547
0.772000,0.000000,-26.063352,-20.683748
0.772500,0.000000,-26.032893,-20.665932
0.773000,0.000000,-26.002422,-20.648100
0.773500,0.000000,-25.971938,-20.630252
0.774000,0.000000,-25.941440,-20.612388
0.774500,0.000000,-25.910930,-20.594508
0.775000,0.000000,-25.880407,-20.576612
0.775500,0.000000,-25.849870,-20.558700
0.776000,0.000000,-25.819321,-20.540772
0.776500,0.000000,-25.788760,-20.522828
0.777000,0.000000,-25.758185,-20.504868
0.777500,0.000000,-25.727598,-20.486893
0.778000,0.000000,-25.696999,-20.468901
0.778500,0.000000,-25.666386,-20.450895
0.779000,0.000000,-25.635762,-20.432872
0.779500,0.000000,-25.605125,-20.414834
0.780000,0.000000,-25.574475,-20.396780
0.780500,0.000000,-25.543814,-20.378711
0.781000,0.000000,-25.513140,-20.360626
0.781500,0.000000,-25.482454,-20.342525
0.782000,0.000000,-25.451756,-20.324410
0.782500,0.000000,-25.421045,-20.306278
0.783000,0.000000,-25.390323,-20.288132
0.783500,0.000000,-25.359589,-20.269970
0.784000,0.000000,-25.328842,-20.251793
0.784500,0.000000,-25.298084,-20.233601
0.785000,0.000000,-25.267315,-20.215393
0.785500,0.000000,-25.236533,-20.197170
0.786000,0.000000,-25.205740,-20.178933
0.786500,0.000000,-25.174935,-20.160680
0.787000,0.000000,-25.144119,-20.142412
0.787500,0.000000,-25.113291,-20.124129
0.788000,0.000000,-25.082451,-20.105831
0.788500,0.000000,-25.051601,-20.087519
0.789000,0.000000,-25.020738,-20.069191
0.789500,0.000000,-24.989865,-20.050849
0.790000,0.000000,-24.958980,-20.032491
0.790500,0.000000,-24.928085,-20.014120
0.791000,0.000000,-24.897178,-19.995733
0.791500,0.000000,-24.866260,-19.977332
0.792000,0.000000,-24.835331,-19.958916
0.792500,0.000000,-24.804391,-19.940485
0.793000,0.000000,-24.773440,-19.922040
0.793500,0.000000,-24.742478,-19.903580
0.794000,0.000000,-24.711506,-19.885106
0.794500,0.000000,-24.680522,-19.866618
0.795000,0.000000,-24.649528,-19.848115
0.795500,0.000000,-24.618524,-19.829598
0.796000,0.000000,-24.587509,-19.811066
0.796500,0.000000,-24.556483,-19.792521
0.797000,0.000000,-24.525447,-19.773961
0.797500,0.000000,-24.494401,-19.755386
0.798000,0.000000,-24.463344,-19.736798
0.798500,0.000000,-24.432277,-19.718195
0.799000,0.000000,-24.401200,-19.699579
0.799500,0.000000,-24.370112,-19.680948
0.800000,0.000000,-24.339014,-19.662304
0.800500,0.000000,-24.307907,-19.643645
0.801000,0.000000,-24.276789,-19.624973
0.801500,0.000000,-24.245661,-19.606287
0.802000,0.000000,-24.214524,-19.587586
0.802500,0.000000,-24.183376,-19.568873
0.803000,0.000000,-24.152219,-19.550145
0.803500,0.000000,-24.121052,-19.531404
0.804000,0.000000,-24.089876,-19.512648
0.804500,0.000000,-24.058689,-19.493880
0.805000,0.000000,-24.027494,-19.475097
0.805500,0.000000,-23.996288,-19.456302
0.806000,0.000000,-23.965073,-19.437492
0.806500,0.000000,-23.933849,-19.418670
0.807000,0.000000,-23.902616,-19.399833
0.807500,0.000000,-23.871373,-19.380984
0.808000,0.000000,-23.840121,-19.362121
0.808500,0.000000,-23.808859,-19.343244
0.809000,0.000000,-23.777589,-19.324355
0.809500,0.000000,-23.746309,-19.305452
0.810000,0.000000,-23.715021,-19.286536
0.810500,0.000000,-23.683723,-19.267607
0.811000,0.000000,-23.652417,-19.248664
0.811500,0.000000,-23.621102,-19.229709
0.812000,0.000000,-23.589777,-19.210741
0.812500,0.000000,-23.558444,-19.191759
0.813000,0.000000,-23.527103,-19.172765
0.813500,0.000000,-23.495753,-19.153757
0.814000,0.000000,-23.464394,-19.134737
0.814500,0.000000,-23.433026,-19.115704
0.815000,0.000000,-23.401651,-19.096658
0.815500,0.000000,-23.370266,-19.077600
0.816000,0.000000,-23.338874,-19.058528
0.816500,0.000000,-23.307473,-19.039444
0.817000,0.000000,-23.276063,-19.020348
0.817500,0.000000,-23.244646,-19.001239
0.818000,0.000000,-23.213220,-18.982117
0.818500,0.000000,-23.181787,-18.962982
0.819000,0.000000,-23.150345,-18.943836
0.819500,0.000000,-23.118895,-18.924676
0.820000,0.000000,-23.087437,-18.905505
0.820500,0.000000,-23.055972,-18.886321
0.821000,0.000000,-23.024498,-18.867124
0.821500,0.000000,-22.993017,-18.847915
0.822000,0.000000,-22.961528,-18.828694
0.822500,0.000000,-22.930031,-18.809461
0.823000,0.000000,-22.898527,-18.790216
0.823500,0.000000,-22.867015,-18.770958
0.824000,0.000000,-22.835496,-18.751689
0.824500,0.000000,-22.803969,-18.732407
0.825000,0.000000,-22.772434,-18.713114
0.825500,0.000000,-22.740893,-18.693808
0.826000,0.000000,-22.709344,-18.674490
0.826500,0.000000,-22.677788,-18.655161
0.827000,0.000000,-22.646224,-18.635820
0.827500,0.000000,-22.614654,-18.616466
0.828000,0.000000,-22.583076,-18.597101
0.828500,0.000000,-22.551492,-18.577725
0.829000,0.000000,-22.519900,-18.558336
0.829500,0.000000,-22.488301,-18.538936
0.830000,0.000000,-22.456696,-18.519525
0.830500,0.000000,-22.425084,-18.500101
0.831000,0.000000,-22.393465,-18.480667
0.831500,0.000000,-22.361839,-18.461220
0.832000,0.000000,-22.330206,-18.441762
0.832500,0.000000,-22.298567,-18.422293
0.833000,0.000000,-22.266922,-18.402812
0.833500,0.000000,-22.235270,-18.383320
0.834000,0.000000,-22.203611,-18.363817
0.834500,0.000000,-22.171946,-18.344302
0.835000,0.000000,-22.140275,-18.324777
0.835500,0.000000,-22.108597,-18.305240
0.836000,0.000000,-22.076913,-18.285691
0.836500,0.000000,-22.045223,-18.266132
0.837000,0.000000,-22.013527,-18.246562
0.837500,0.000000,-21.981825,-18.226980
0.838000,0.000000,-21.950116,-18.207388
0.838500,0.000000,-21.918402,-18.187784
0.839000,0.000000,-21.886682,-18.168170
0.839500,0.000000,-21.854956,-18.148544
0.840000,0.000000,-21.823224,-18.128908
0.840500,0.000000,-21.791486,-18.109261
0.841000,0.000000,-21.759743,-18.089604
0.841500,0.000000,-21.727993,-18.069935
0.842000,0.000000,-21.696239,-18.050256
0.842500,0.000000,-21.664478,-18.030566
0.843000,0.000000,-21.632713,-18.010866
0.843500,0.000000,-21.600941,-17.991155
0.844000,0.000000,-21.569165,-17.971433
0.844500,0.000000,-21.537383,-17.951701
0.845000,0.000000,-21.505595,-17.931958
0.845500,0.000000,-21.473803,-17.912205
0.846000,0.000000,-21.442005,-17.892442
0.846500,0.000000,-21.410202,-17.872668
0.847000,0.000000,-21.378394,-17.852884
0.847500,0.000000,-21.346581,-17.833090
0.848000,0.000000,-21.314763,-17.813285
0.848500,0.000000,-21.282940,-17.793471
0.849000,0.000000,-21.251112,-17.773646
0.849500,0.000000,-21.219279,-17.753811
0.850000,0.000000,-21.187442,-17.733965
0.850500,0.000000,-21.155599,-17.714110
0.851000,0.000000,-21.123752,-17.694245
0.851500,0.000000,-21.091901,-17.674370
0.852000,0.000000,-21.060045,-17.654485
0.852500,0.000000,-21.028184,-17.634590
0.853000,0.000000,-20.996319,-17.614685
0.853500,0.000000,-20.964449,-17.594770
0.854000,0.000000,-20.932575,-17.574846
0.854500,0.000000,-20.900697,-17.554911
0.855000,0.000000,-20.868814,-17.534967
0.855500,0.000000,-20.836928,-17.515014
0.856000,0.000000,-20.805037,-17.495051
0.856500,0.000000,-20.773142,-17.475078
0.857000,0.000000,-20.741242,-17.455095
0.857500,0.000000,-20.709339,-17.435104
0.858000,0.000000,-20.677432,-17.415102
0.858500,0.000000,-20.645521,-17.395091
0.859000,0.000000,-20.613606,-17.375071
0.859500,0.000000,-20.581687,-17.355042
0.860000,0.000000,-20.549765,-17.335003
0.860500,0.000000,-20.517839,-17.314955
0.861000,0.000000,-20.485909,-17.294897
0.861500,0.000000,-20.453975,-17.274831
0.862000,0.000000,-20.422038,-17.254755
0.862500,0.000000,-20.390098,-17.234670
0.863000,0.000000,-20.358154,-17.214576
0.863500,0.000000,-20.326206,-17.194473
0.864000,0.000000,-20.294255,-17.174361
0.864500,0.000000,-20.262301,-17.154239
0.865000,0.000000,-20.230344,-17.134109
0.865500,0.000000,-20.198383,-17.113970
0.866000,0.000000,-20.166420,-17.093823
0.866500,0.000000,-20.134453,-17.073666
0.867000,0.000000,-20.102483,-17.053500
0.867500,0.000000,-20.070510,-17.033326
0.868000,0.000000,-20.038534,-17.013143
0.868500,0.000000,-20.006555,-16.992952
0.869000,0.000000,-19.974574,-16.972751
0.869500,0.000000,-19.942589,-16.952542
0.870000,0.000000,-19.910602,-16.932325
0.870500,0.000000,-19.878612,-16.912099
0.871000,0.000000,-19.846620,-16.891865
0.871500,0.000000,-19.814625,-16.871622
0.872000,0.000000,-19.782627,-16.851370
0.872500,0.000000,-19.750627,-16.831110
0.873000,0.000000,-19.718624,-16.810842
0.873500,0.000000,-19.686619,-16.790566
0.874000,0.000000,-19.654611,-16.770281
0.874500,0.000000,-19.622602,-16.749988
0.875000,0.000000,-19.590590,-16.729687
0.875500,0.000000,-19.558576,-16.709378
0.876000,0.000000,-19.526559,-16.689060
0.876500,0.000000,-19.494541,-16.668735
0.877000,0.000000,-19.462520,-16.648401
0.877500,0.000000,-19.430498,-16.628060
0.878000,0.000000,-19.398473,-16.607710
0.878500,0.000000,-19.366447,-16.587353
0.879000,0.000000,-19.334418,-16.566988
0.879500,0.000000,-19.302388,-16.546614
0.880000,0.000000,-19.270356,-16.526233
0.880500,0.000000,-19.238323,-16.505844
0.881000,0.000000,-19.206288,-16.485448
0.881500,0.000000,-19.174251,-16.465044
0.882000,0.000000,-19.142212,-16.444632
0.882500,0.000000,-19.110172,-16.424212
0.883000,0.000000,-19.078131,-16.403785
0.883500,0.000000,-19.046088,-16.383350
0.884000,0.000000,-19.014044,-16.362908
0.884500,0.000000,-18.981998,-16.342458
0.885000,0.000000,-18.949952,-16.322000
0.885500,0.000000,-18.917904,-16.301536
0.886000,0.000000,-18.885854,-16.281064
0.886500,0.000000,-18.853804,-16.260584
0.887000,0.000000,-18.821753,-16.240098
0.887500,0.000000,-18.789700,-16.219604
0.888000,0.000000,-18.757647,-16.199102
0.888500,0.000000,-18.725593,-16.178594
0.889000,0.000000,-18.693537,-16.158078
0.889500,0.000000,-18.661481,-16.137556
0.890000,0.000000,-18.629424,-16.117026
0.890500,0.000000,-18.597367,-16.096489
0.891000,0.000000,-18.565309,-16.075945
0.891500,0.000000,-18.533250,-16.055394
0.892000,0.000000,-18.501190,-16.034836
0.892500,0.000000,-18.469130,-16.014272
0.893000,0.000000,-18.437069,-15.993700
0.893500,0.000000,-18.405008,-15.973122
0.894000,0.000000,-18.372947,-15.952537
0.894500,0.000000,-18.340885,-15.931945
0.895000,0.000000,-18.308823,-15.911346
0.895500,0.000000,-18.276761,-15.890741
0.896000,0.000000,-18.244698,-15.870129
0.896500,0.000000,-18.212635,-15.849510
0.897000,0.000000,-18.180573,-15.828885
0.897500,0.000000,-18.148510,-15.808253
0.898000,0.000000,-18.116447,-15.787615
0.898500,0.000000,-18.084384,-15.766970
0.899000,0.000000,-18.052321,-15.746319
0.899500,0.000000,-18.020258,-15.725661
0.900000,0.000000,-17.988196,-15.704998
0.900500,0.000000,-17.956134,-15.684327
0.901000,0.000000,-17.924072,-15.663651
0.901500,0.000000,-17.892010,-15.642968
0.902000,0.000000,-17.859949,-15.622279
0.902500,0.000000,-17.827888,-15.601584
0.903000,0.000000,-17.795827,-15.580883
0.903500,0.000000,-17.763767,-15.560175
0.904000,0.000000,-17.731708,-15.539462
0.904500,0.000000,-17.699649,-15.518742
0.905000,0.000000,-17.667591,-15.498017
0.905500,0.000000,-17.635533,-15.477286
0.906000,0.000000,-17.603476,-15.456548
0.906500,0.000000,-17.571420,-15.435805
0.907000,0.000000,-17.539365,-15.415056
0.907500,0.000000,-17.507311,-15.394301
0.908000,0.000000,-17.475258,-15.373540
0.908500,0.000000,-17.443205,-15.352774
0.909000,0.000000,-17.411154,-15.332002
0.909500,0.000000,-17.379104,-15.311224
0.910000,0.000000,-17.347055,-15.290440
0.910500,0.000000,-17.315007,-15.269651
0.911000,0.000000,-17.282960,-15.248857
0.911500,0.000000,-17.250914,-15.228057
0.912000,0.000000,-17.218870,-15.207251
0.912500,0.000000,-17.186827,-15.186440
0.913000,0.000000,-17.154786,-15.165623
0.913500,0.000000,-17.122746,-15.144801
0.914000,0.000000,-17.090707,-15.123974
0.914500,0.000000,-17.058670,-15.103142
0.915000,0.000000,-17.026635,-15.082304
0.915500,0.000000,-16.994601,-15.061461
0.916000,0.000000,-16.962569,-15.040612
0.916500,0.000000,-16.930538,-15.019759
0.917000,0.000000,-16.898510,-14.998900
0.917500,0.000000,-16.866483,-14.978036
0.918000,0.000000,-16.834458,-14.957168
0.918500,0.000000,-16.802435,-14.936294
0.919000,0.000000,-16.770414,-14.915415
0.919500,0.000000,-16.738394,-14.894531
0.920000,0.000000,-16.706377,-14.873643
0.920500,0.000000,-16.674362,-14.852749
0.921000,0.000000,-16.642349,-14.831851
0.921500,0.000000,-16.610339,-14.810947
0.922000,0.000000,-16.578330,-14.790039
0.922500,0.000000,-16.546324,-14.769126
0.923000,0.000000,-16.514320,-14.748209
0.923500,0.000000,-16.482319,-14.727287
0.924000,0.000000,-16.450319,-14.706360
0.924500,0.000000,-16.418323,-14.685429
0.925000,0.000000,-16.386329,-14.664493
0.925500,0.000000,-16.354337,-14.643552
0.926000,0.000000,-16.322348,-14.622607
0.926500,0.000000,-16.290361,-14.601657
0.927000,0.000000,-16.258378,-14.580704
0.927500,0.000000,-16.226397,-14.559745
0.928000,0.000000,-16.194418,-14.538782
0.928500,0.000000,-16.162443,-14.517815
0.929000,0.000000,-16.130470,-14.496844
0.929500,0.000000,-16.098501,-14.475869
0.930000,0.000000,-16.066534,-14.454889
0.930500,0.000000,-16.034570,-14.433905
0.931000,0.000000,-16.002610,-14.412917
0.931500,0.000000,-15.970652,-14.391924
0.932000,0.000000,-15.938697,-14.370928
0.932500,0.000000,-15.906746,-14.349928
0.933000,0.000000,-15.874798,-14.328923
0.933500,0.000000,-15.842853,-14.307915
0.934000,0.000000,-15.810912,-14.286903
0.934500,0.000000,-15.778974,-14.265886
0.935000,0.000000,-15.747039,-14.244866
0.935500,0.000000,-15.715107,-14.223842
0.936000,0.000000,-15.683180,-14.202815
0.936500,0.000000,-15.651255,-14.181783
0.937000,0.000000,-15.619335,-14.160748
0.937500,0.000000,-15.587417,-14.139709
0.938000,0.000000,-15.555504,-14.118666
0.938500,0.000000,-15.523594,-14.097620
0.939000,0.000000,-15.491688,-14.076570
0.939500,0.000000,-15.459786,-14.055517
0.940000,0.000000,-15.427888,-14.034460
0.940500,0.000000,-15.395993,-14.013400
0.941000,0.000000,-15.364103,-13.992336
0.941500,0.000000,-15.332216,-13.971269
0.942000,0.000000,-15.300334,-13.950198
0.942500,0.000000,-15.268455,-13.929124
0.943000,0.000000,-15.236581,-13.908046
0.943500,0.000000,-15.204710,-13.886966
0.944000,0.000000,-15.172844,-13.865882
0.944500,0.000000,-15.140983,-13.844795
0.945000,0.000000,-15.109125,-13.823704
0.945500,0.000000,-15.077272,-13.802611
0.946000,0.000000,-15.045423,-13.781514
0.946500,0.000000,-15.013579,-13.760415
0.947000,0.000000,-14.981739,-13.739312
0.947500,0.000000,-14.949903,-13.718206
0.948000,0.000000,-14.918072,-13.697098
0.948500,0.000000,-14.886246,-13.675986
0.949000,0.000000,-14.854424,-13.654872
0.949500,0.000000,-14.822607,-13.633754
0.950000,0.000000,-14.790795,-13.612634
0.950500,0.000000,-14.758987,-13.591511
0.951000,0.000000,-14.727184,-13.570385
0.951500,0.000000,-14.695386,-13.549256
0.952000,0.000000,-14.663593,-13.528125
0.952500,0.000000,-14.631805,-13.506991
0.953000,0.000000,-14.600022,-13.485854
0.953500,0.000000,-14.568244,-13.464715
0.954000,0.000000,-14.536471,-13.443573
0.954500,0.000000,-14.504703,-13.422429
0.955000,0.000000,-14.472940,-13.401282
0.955500,0.000000,-14.441182,-13.380133
0.956000,0.000000,-14.409430,-13.358981
0.956500,0.000000,-14.377683,-13.337827
0.957000,0.000000,-14.345941,-13.316670
0.957500,0.000000,-14.314205,-13.295511
0.958000,0.000000,-14.282474,-13.274350
0.958500,0.000000,-14.250748,-13.253187
0.959000,0.000000,-14.219028,-13.232021
0.959500,0.000000,-14.187313,-13.210853
0.960000,0.000000,-14.155604,-13.189683
0.960500,0.000000,-14.123901,-13.168511
0.961000,0.000000,-14.092203,-13.147337
0.961500,0.000000,-14.060511,-13.126160
0.962000,0.000000,-14.028824,-13.104982
0.962500,0.000000,-13.997144,-13.083802
0.963000,0.000000,-13.965469,-13.062619
0.963500,0.000000,-13.933800,-13.041435
0.964000,0.000000,-13.902137,-13.020249
0.964500,0.000000,-13.870480,-12.999061
0.965000,0.000000,-13.838829,-12.977871
0.965500,0.000000,-13.807184,-12.956679
0.966000,0.000000,-13.775545,-12.935486
0.966500,0.000000,-13.743913,-12.914290
0.967000,0.000000,-13.712286,-12.893093
0.967500,0.000000,-13.680666,-12.871895
0.968000,0.000000,-13.649051,-12.850695
0.968500,0.000000,-13.617443,-12.829493
0.969000,0.000000,-13.585842,-12.808289
0.969500,0.000000,-13.554247,-12.787084
0.970000,0.000000,-13.522658,-12.765878
0.970500,0.000000,-13.491075,-12.744670
0.971000,0.000000,-13.459500,-12.723461
0.971500,0.000000,-13.427930,-12.702250
0.972000,0.000000,-13.396367,-12.681038
0.972500,0.000000,-13.364811,-12.659824
0.973000,0.000000,-13.333262,-12.638609
0.973500,0.000000,-13.301719,-12.617393
0.974000,0.000000,-13.270183,-12.596176
0.974500,0.000000,-13.238654,-12.574958
0.975000,0.000000,-13.207131,-12.553738
0.975500,0.000000,-13.175616,-12.532517
0.976000,0.000000,-13.144107,-12.511295
0.976500,0.000000,-13.112605,-12.490072
0.977000,0.000000,-13.081110,-12.468848
0.977500,0.000000,-13.049623,-12.447623
0.978000,0.000000,-13.018142,-12.426397
0.978500,0.000000,-12.986668,-12.405170
0.979000,0.000000,-12.955202,-12.383942
0.979500,0.000000,-12.923743,-12.362713
0.980000,0.000000,-12.892291,-12.341483
0.980500,0.000000,-12.860846,-12.320253
0.981000,0.000000,-12.829408,-12.299021
0.981500,0.000000,-12.797978,-12.277789
0.982000,0.000000,-12.766556,-12.256557
0.982500,0.000000,-12.735140,-12.235323
0.983000,0.000000,-12.703732,-12.214089
0.983500,0.000000,-12.672332,-12.192854
0.984000,0.000000,-12.640939,-12.171619
0.984500,0.000000,-12.609554,-12.150383
0.985000,0.000000,-12.578177,-12.129147
0.985500,0.000000,-12.546807,-12.107910
0.986000,0.000000,-12.515445,-12.086672
0.986500,0.000000,-12.484090,-12.065434
