time(s),human_ankle_torque(Nm),exo_ankle_torque(Nm),ankle_gravity_torque(Nm)
2.639500,0.000000,-0.145317,0.997031
2.640000,0.000000,-0.152113,0.991732
2.640500,0.000000,-0.158902,0.986437
2.641000,0.000000,-0.165684,0.981145
2.641500,0.000000,-0.172459,0.975858
2.642000,0.000000,-0.179228,0.970574
2.642500,0.000000,-0.185989,0.965294
2.643000,0.000000,-0.192744,0.960019
2.643500,0.000000,-0.199492,0.954747
2.644000,0.000000,-0.206232,0.949479
2.644500,0.000000,-0.212966,0.944214
2.645000,0.000000,-0.219694,0.938954
2.645500,0.000000,-0.226414,0.933698
2.646000,0.000000,-0.233127,0.928445
2.646500,0.000000,-0.239834,0.923197
2.647000,0.000000,-0.246533,0.917952
2.647500,0.000000,-0.253226,0.912711
2.648000,0.000000,-0.259911,0.907475
2.648500,0.000000,-0.266590,0.902242
2.649000,0.000000,-0.273262,0.897013
2.649500,0.000000,-0.279927,0.891788
2.650000,0.000000,-0.286585,0.886567
2.650500,0.000000,-0.293236,0.881350
2.651000,0.000000,-0.299881,0.876137
2.651500,0.000000,-0.306518,0.870927
2.652000,0.000000,-0.313148,0.865722
2.652500,0.000000,-0.319772,0.860521
2.653000,0.000000,-0.326388,0.855323
2.653500,0.000000,-0.332997,0.850130
2.654000,0.000000,-0.339600,0.844941
2.654500,0.000000,-0.346196,0.839755
2.655000,0.000000,-0.352784,0.834574
2.655500,0.000000,-0.359366,0.829396
2.656000,0.000000,-0.365941,0.824223
2.656500,0.000000,-0.372508,0.819054
2.657000,0.000000,-0.379069,0.813888
2.657500,0.000000,-0.385623,0.808727
2.658000,0.000000,-0.392169,0.803569
2.658500,0.000000,-0.398709,0.798416
2.659000,0.000000,-0.405242,0.793266
2.659500,0.000000,-0.411768,0.788121
2.660000,0.000000,-0.418287,0.782980
2.660500,0.000000,-0.424798,0.777842
2.661000,0.000000,-0.431303,0.772709
2.661500,0.000000,-0.437801,0.767580
2.662000,0.000000,-0.444292,0.762455
2.662500,0.000000,-0.450775,0.757333
2.663000,0.000000,-0.457252,0.752216
2.663500,0.000000,-0.463722,0.747103
2.664000,0.000000,-0.470184,0.741994
2.664500,0.000000,-0.476640,0.736889
2.665000,0.000000,-0.483089,0.731788
2.665500,0.000000,-0.489530,0.726692
2.666000,0.000000,-0.495965,0.721599
2.666500,0.000000,-0.502392,0.716510
2.667000,0.000000,-0.508813,0.711426
2.667500,0.000000,-0.515226,0.706345
2.668000,0.000000,-0.521632,0.701269
2.668500,0.000000,-0.528032,0.696196
2.669000,0.000000,-0.534424,0.691128
2.669500,0.000000,-0.540809,0.686064
2.670000,0.000000,-0.547187,0.681004
2.670500,0.000000,-0.553558,0.675948
2.671000,0.000000,-0.559922,0.670897
2.671500,0.000000,-0.566279,0.665849
2.672000,0.000000,-0.572628,0.660805
2.672500,0.000000,-0.578971,0.655766
2.673000,0.000000,-0.585307,0.650731
2.673500,0.000000,-0.591635,0.645700
2.674000,0.000000,-0.597957,0.640673
2.674500,0.000000,-0.604271,0.635650
2.675000,0.000000,-0.610578,0.630631
2.675500,0.000000,-0.616878,0.625617
2.676000,0.000000,-0.623171,0.620606
2.676500,0.000000,-0.629457,0.615600
2.677000,0.000000,-0.635736,0.610598
2.677500,0.000000,-0.642007,0.605600
2.678000,0.000000,-0.648272,0.600606
2.678500,0.000000,-0.654529,0.595617
2.679000,0.000000,-0.660779,0.590631
2.679500,0.000000,-0.667022,0.585650
2.680000,0.000000,-0.673258,0.580673
2.680500,0.000000,-0.679487,0.575700
2.681000,0.000000,-0.685709,0.570731
2.681500,0.000000,-0.691924,0.565767
2.682000,0.000000,-0.698131,0.560807
2.682500,0.000000,-0.704331,0.555851
2.683000,0.000000,-0.710524,0.550899
2.683500,0.000000,-0.716710,0.545951
2.684000,0.000000,-0.722889,0.541008
2.684500,0.000000,-0.729061,0.536069
2.685000,0.000000,-0.735225,0.531134
2.685500,0.000000,-0.741383,0.526203
2.686000,0.000000,-0.747533,0.521276
2.686500,0.000000,-0.753676,0.516354
2.687000,0.000000,-0.759811,0.511436
2.687500,0.000000,-0.765940,0.506522
2.688000,0.000000,-0.772061,0.501613
2.688500,0.000000,-0.778176,0.496707
2.689000,0.000000,-0.784283,0.491806
2.689500,0.000000,-0.790383,0.486909
2.690000,0.000000,-0.796475,0.482017
2.690500,0.000000,-0.802561,0.477129
2.691000,0.000000,-0.808639,0.472245
2.691500,0.000000,-0.814710,0.467365
2.692000,0.000000,-0.820774,0.462489
2.692500,0.000000,-0.826831,0.457618
2.693000,0.000000,-0.832880,0.452751
2.693500,0.000000,-0.838922,0.447889
2.694000,0.000000,-0.844957,0.443030
2.694500,0.000000,-0.850985,0.438176
2.695000,0.000000,-0.857006,0.433326
2.695500,0.000000,-0.863019,0.428481
2.696000,0.000000,-0.869025,0.423640
2.696500,0.000000,-0.875024,0.418803
2.697000,0.000000,-0.881016,0.413970
2.697500,0.000000,-0.887000,0.409142
2.698000,0.000000,-0.892977,0.404318
2.698500,0.000000,-0.898947,0.399498
2.699000,0.000000,-0.904910,0.394683
2.699500,0.000000,-0.910865,0.389872
2.700000,0.000000,-0.916814,0.385065
2.700500,0.000000,-0.922755,0.380263
2.701000,0.000000,-0.928688,0.375465
2.701500,0.000000,-0.934615,0.370671
2.702000,0.000000,-0.940534,0.365882
2.702500,0.000000,-0.946446,0.361097
2.703000,0.000000,-0.952351,0.356317
2.703500,0.000000,-0.958248,0.351540
2.704000,0.000000,-0.964138,0.346768
2.704500,0.000000,-0.970021,0.342001
2.705000,0.000000,-0.975897,0.337238
2.705500,0.000000,-0.981765,0.332479
2.706000,0.000000,-0.987626,0.327724
2.706500,0.000000,-0.993480,0.322974
2.707000,0.000000,-0.999326,0.318229
2.707500,0.000000,-1.005166,0.313487
2.708000,0.000000,-1.010997,0.308750
2.708500,0.000000,-1.016822,0.304018
2.709000,0.000000,-1.022639,0.299290
2.709500,0.000000,-1.028449,0.294566
2.710000,0.000000,-1.034252,0.289847
2.710500,0.000000,-1.040048,0.285132
2.711000,0.000000,-1.045836,0.280421
2.711500,0.000000,-1.051617,0.275715
2.712000,0.000000,-1.057390,0.271013
2.712500,0.000000,-1.063156,0.266316
2.713000,0.000000,-1.068915,0.261623
2.713500,0.000000,-1.074667,0.256934
2.714000,0.000000,-1.080411,0.252250
2.714500,0.000000,-1.086148,0.247570
2.715000,0.000000,-1.091878,0.242895
2.715500,0.000000,-1.097600,0.238224
2.716000,0.000000,-1.103315,0.233558
2.716500,0.000000,-1.109023,0.228896
2.717000,0.000000,-1.114723,0.224238
2.717500,0.000000,-1.120416,0.219585
2.718000,0.000000,-1.126102,0.214937
2.718500,0.000000,-1.131780,0.210292
2.719000,0.000000,-1.137451,0.205653
2.719500,0.000000,-1.143115,0.201017
2.720000,0.000000,-1.148771,0.196387
2.720500,0.000000,-1.154420,0.191760
2.721000,0.000000,-1.160062,0.187138
2.721500,0.000000,-1.165696,0.182521
2.722000,0.000000,-1.171323,0.177908
2.722500,0.000000,-1.176943,0.173299
2.723000,0.000000,-1.182555,0.168695
2.723500,0.000000,-1.188160,0.164096
2.724000,0.000000,-1.193757,0.159501
2.724500,0.000000,-1.199348,0.154910
2.725000,0.000000,-1.204930,0.150324
2.725500,0.000000,-1.210506,0.145742
2.726000,0.000000,-1.216074,0.141165
2.726500,0.000000,-1.221635,0.136593
2.727000,0.000000,-1.227188,0.132025
2.727500,0.000000,-1.232734,0.127461
2.728000,0.000000,-1.238273,0.122902
2.728500,0.000000,-1.243804,0.118347
2.729000,0.000000,-1.249328,0.113797
2.729500,0.000000,-1.254844,0.109252
2.730000,0.000000,-1.260353,0.104710
2.730500,0.000000,-1.265855,0.100174
2.731000,0.000000,-1.271349,0.095642
2.731500,0.000000,-1.276836,0.091114
2.732000,0.000000,-1.282316,0.086591
2.732500,0.000000,-1.287788,0.082073
2.733000,0.000000,-1.293253,0.077559
2.733500,0.000000,-1.298710,0.073050
2.734000,0.000000,-1.304160,0.068545
2.734500,0.000000,-1.309603,0.064045
2.735000,0.000000,-1.315038,0.059549
2.735500,0.000000,-1.320466,0.055058
2.736000,0.000000,-1.325886,0.050571
2.736500,0.000000,-1.331299,0.046089
2.737000,0.000000,-1.336705,0.041611
2.737500,0.000000,-1.342103,0.037138
2.738000,0.000000,-1.347494,0.032670
2.738500,0.000000,-1.352877,0.028206
2.739000,0.000000,-1.358253,0.023747
2.739500,0.000000,-1.363622,0.019292
2.740000,0.000000,-1.368983,0.014842
2.740500,0.000000,-1.374337,0.010396
2.741000,0.000000,-1.379683,0.005955
2.741500,0.000000,-1.385022,0.001519
2.742000,0.000000,-1.390353,-0.002913
2.742500,0.000000,-1.395677,-0.007340
2.743000,0.000000,-1.400994,-0.011763
2.743500,0.000000,-1.406303,-0.016181
2.744000,0.000000,-1.411605,-0.020595
2.744500,0.000000,-1.416899,-0.025004
2.745000,0.000000,-1.422186,-0.029408
2.745500,0.000000,-1.427466,-0.033808
2.746000,0.000000,-1.432738,-0.038203
2.746500,0.000000,-1.438003,-0.042593
2.747000,0.000000,-1.443260,-0.046979
2.747500,0.000000,-1.448510,-0.051360
2.748000,0.000000,-1.453752,-0.055737
2.748500,0.000000,-1.458987,-0.060109
2.749000,0.000000,-1.464214,-0.064477
2.749500,0.000000,-1.469434,-0.068839
2.750000,0.000000,-1.474647,-0.073198
2.750500,0.000000,-1.479852,-0.077551
2.751000,0.000000,-1.485050,-0.081900
2.751500,0.000000,-1.490240,-0.086244
2.752000,0.000000,-1.495423,-0.090584
2.752500,0.000000,-1.500598,-0.094919
2.753000,0.000000,-1.505766,-0.099250
2.753500,0.000000,-1.510926,-0.103575
2.754000,0.000000,-1.516079,-0.107897
2.754500,0.000000,-1.521225,-0.112213
2.755000,0.000000,-1.526363,-0.116525
2.755500,0.000000,-1.531494,-0.120832
2.756000,0.000000,-1.536617,-0.125135
2.756500,0.000000,-1.541733,-0.129432
2.757000,0.000000,-1.546841,-0.133726
2.757500,0.000000,-1.551942,-0.138014
2.758000,0.000000,-1.557035,-0.142298
2.758500,0.000000,-1.562121,-0.146577
2.759000,0.000000,-1.567199,-0.150852
2.759500,0.000000,-1.572270,-0.155122
2.760000,0.000000,-1.577334,-0.159387
2.760500,0.000000,-1.582390,-0.163648
2.761000,0.000000,-1.587438,-0.167904
2.761500,0.000000,-1.592479,-0.172155
2.762000,0.000000,-1.597513,-0.176401
2.762500,0.000000,-1.602539,-0.180643
2.763000,0.000000,-1.607558,-0.184880
2.763500,0.000000,-1.612569,-0.189113
2.764000,0.000000,-1.617573,-0.193341
2.764500,0.000000,-1.622569,-0.197564
2.765000,0.000000,-1.627558,-0.201782
2.765500,0.000000,-1.632539,-0.205996
2.766000,0.000000,-1.637513,-0.210205
2.766500,0.000000,-1.642479,-0.214409
2.767000,0.000000,-1.647438,-0.218609
2.767500,0.000000,-1.652389,-0.222804
2.768000,0.000000,-1.657333,-0.226994
2.768500,0.000000,-1.662269,-0.231179
2.769000,0.000000,-1.667198,-0.235360
2.769500,0.000000,-1.672120,-0.239536
2.770000,0.000000,-1.677034,-0.243708
2.770500,0.000000,-1.681940,-0.247874
2.771000,0.000000,-1.686839,-0.252036
2.771500,0.000000,-1.691731,-0.256193
2.772000,0.000000,-1.696615,-0.260346
2.772500,0.000000,-1.701491,-0.264494
2.773000,0.000000,-1.706360,-0.268637
2.773500,0.000000,-1.711222,-0.272775
2.774000,0.000000,-1.716076,-0.276909
2.774500,0.000000,-1.720922,-0.281037
2.775000,0.000000,-1.725761,-0.285162
2.775500,0.000000,-1.730593,-0.289281
2.776000,0.000000,-1.735417,-0.293396
2.776500,0.000000,-1.740233,-0.297505
2.777000,0.000000,-1.745042,-0.301611
2.777500,0.000000,-1.749844,-0.305711
2.778000,0.000000,-1.754638,-0.309807
2.778500,0.000000,-1.759425,-0.313897
2.779000,0.000000,-1.764204,-0.317984
2.779500,0.000000,-1.768975,-0.322065
2.780000,0.000000,-1.773739,-0.326142
2.780500,0.000000,-1.778496,-0.330213
2.781000,0.000000,-1.783245,-0.334281
2.781500,0.000000,-1.787987,-0.338343
2.782000,0.000000,-1.792721,-0.342401
2.782500,0.000000,-1.797447,-0.346453
2.783000,0.000000,-1.802166,-0.350501
2.783500,0.000000,-1.806878,-0.354545
2.784000,0.000000,-1.811582,-0.358583
2.784500,0.000000,-1.816279,-0.362617
2.785000,0.000000,-1.820968,-0.366646
2.785500,0.000000,-1.825649,-0.370670
2.786000,0.000000,-1.830323,-0.374690
2.786500,0.000000,-1.834990,-0.378704
2.787000,0.000000,-1.839649,-0.382714
2.787500,0.000000,-1.844300,-0.386719
2.788000,0.000000,-1.848944,-0.390719
2.788500,0.000000,-1.853581,-0.394715
2.789000,0.000000,-1.858210,-0.398706
2.789500,0.000000,-1.862831,-0.402692
2.790000,0.000000,-1.867445,-0.406673
2.790500,0.000000,-1.872052,-0.410649
2.791000,0.000000,-1.876651,-0.414621
2.791500,0.000000,-1.881242,-0.418587
2.792000,0.000000,-1.885826,-0.422549
2.792500,0.000000,-1.890402,-0.426506
2.793000,0.000000,-1.894971,-0.430459
2.793500,0.000000,-1.899533,-0.434406
2.794000,0.000000,-1.904087,-0.438349
2.794500,0.000000,-1.908633,-0.442287
2.795000,0.000000,-1.913172,-0.446220
2.795500,0.000000,-1.917703,-0.450148
2.796000,0.000000,-1.922227,-0.454072
2.796500,0.000000,-1.926743,-0.457990
2.797000,0.000000,-1.931252,-0.461904
2.797500,0.000000,-1.935753,-0.465813
2.798000,0.000000,-1.940247,-0.469717
2.798500,0.000000,-1.944733,-0.473617
2.799000,0.000000,-1.949212,-0.477511
2.799500,0.000000,-1.953683,-0.481401
2.800000,0.000000,-1.958147,-0.485286
2.800500,0.000000,-1.962603,-0.489166
2.801000,0.000000,-1.967052,-0.493041
2.801500,0.000000,-1.971493,-0.496912
2.802000,0.000000,-1.975927,-0.500777
2.802500,0.000000,-1.980353,-0.504638
2.803000,0.000000,-1.984772,-0.508494
2.803500,0.000000,-1.989183,-0.512345
2.804000,0.000000,-1.993586,-0.516191
2.804500,0.000000,-1.997983,-0.520033
2.805000,0.000000,-2.002371,-0.523869
2.805500,0.000000,-2.006752,-0.527701
2.806000,0.000000,-2.011126,-0.531528
2.806500,0.000000,-2.015492,-0.535350
2.807000,0.000000,-2.019850,-0.539167
2.807500,0.000000,-2.024201,-0.542979
2.808000,0.000000,-2.028545,-0.546787
2.808500,0.000000,-2.032881,-0.550589
2.809000,0.000000,-2.037209,-0.554387
2.809500,0.000000,-2.041530,-0.558180
2.810000,0.000000,-2.045843,-0.561968
2.810500,0.000000,-2.050149,-0.565751
2.811000,0.000000,-2.054448,-0.569530
2.811500,0.000000,-2.058739,-0.573303
2.812000,0.000000,-2.063022,-0.577072
2.812500,0.000000,-2.067298,-0.580835
2.813000,0.000000,-2.071566,-0.584594
2.813500,0.000000,-2.075827,-0.588348
2.814000,0.000000,-2.080080,-0.592097
2.814500,0.000000,-2.084326,-0.595842
2.815000,0.000000,-2.088564,-0.599581
2.815500,0.000000,-2.092795,-0.603316
2.816000,0.000000,-2.097018,-0.607045
2.816500,0.000000,-2.101234,-0.610770
2.817000,0.000000,-2.105442,-0.614490
2.817500,0.000000,-2.109643,-0.618205
2.818000,0.000000,-2.113836,-0.621915
2.818500,0.000000,-2.118022,-0.625620
2.819000,0.000000,-2.122200,-0.629321
2.819500,0.000000,-2.126371,-0.633016
2.820000,0.000000,-2.130534,-0.636707
2.820500,0.000000,-2.134689,-0.640393
2.821000,0.000000,-2.138837,-0.644074
2.821500,0.000000,-2.142978,-0.647749
2.822000,0.000000,-2.147111,-0.651421
2.822500,0.000000,-2.151237,-0.655087
2.823000,0.000000,-2.155355,-0.658748
2.823500,0.000000,-2.159465,-0.662404
2.824000,0.000000,-2.163568,-0.666056
2.824500,0.000000,-2.167664,-0.669703
2.825000,0.000000,-2.171752,-0.673344
2.825500,0.000000,-2.175833,-0.676981
2.826000,0.000000,-2.179906,-0.680613
2.826500,0.000000,-2.183971,-0.684240
2.827000,0.000000,-2.188029,-0.687862
2.827500,0.000000,-2.192080,-0.691479
2.828000,0.000000,-2.196123,-0.695092
2.828500,0.000000,-2.200158,-0.698699
2.829000,0.000000,-2.204186,-0.702302
2.829500,0.000000,-2.208207,-0.705899
2.830000,0.000000,-2.212220,-0.709492
2.830500,0.000000,-2.216225,-0.713080
2.831000,0.000000,-2.220223,-0.716662
2.831500,0.000000,-2.224214,-0.720240
2.832000,0.000000,-2.228197,-0.723813
2.832500,0.000000,-2.232172,-0.727382
2.833000,0.000000,-2.236140,-0.730945
2.833500,0.000000,-2.240101,-0.734503
2.834000,0.000000,-2.244054,-0.738056
2.834500,0.000000,-2.247999,-0.741605
2.835000,0.000000,-2.251937,-0.745148
2.835500,0.000000,-2.255867,-0.748687
2.836000,0.000000,-2.259790,-0.752221
2.836500,0.000000,-2.263706,-0.755750
2.837000,0.000000,-2.267614,-0.759273
2.837500,0.000000,-2.271514,-0.762792
2.838000,0.000000,-2.275407,-0.766306
2.838500,0.000000,-2.279293,-0.769815
2.839000,0.000000,-2.283171,-0.773320
2.839500,0.000000,-2.287042,-0.776819
2.840000,0.000000,-2.290905,-0.780313
2.840500,0.000000,-2.294760,-0.783803
2.841000,0.000000,-2.298608,-0.787287
2.841500,0.000000,-2.302449,-0.790767
2.842000,0.000000,-2.306282,-0.794241
2.842500,0.000000,-2.310107,-0.797711
2.843000,0.000000,-2.313926,-0.801175
2.843500,0.000000,-2.317736,-0.804635
2.844000,0.000000,-2.321539,-0.808090
2.844500,0.000000,-2.325335,-0.811540
2.845000,0.000000,-2.329123,-0.814985
2.845500,0.000000,-2.332904,-0.818425
2.846000,0.000000,-2.336677,-0.821860
2.846500,0.000000,-2.340443,-0.825290
2.847000,0.000000,-2.344201,-0.828716
2.847500,0.000000,-2.347952,-0.832136
2.848000,0.000000,-2.351695,-0.835551
2.848500,0.000000,-2.355431,-0.838962
2.849000,0.000000,-2.359159,-0.842367
2.849500,0.000000,-2.362880,-0.845767
2.850000,0.000000,-2.366594,-0.849163
2.850500,0.000000,-2.370300,-0.852554
2.851000,0.000000,-2.373998,-0.855939
2.851500,0.000000,-2.377689,-0.859320
2.852000,0.000000,-2.381372,-0.862696
2.852500,0.000000,-2.385048,-0.866067
2.853000,0.000000,-2.388717,-0.869432
2.853500,0.000000,-2.392378,-0.872793
2.854000,0.000000,-2.396032,-0.876149
2.854500,0.000000,-2.399678,-0.879500
2.855000,0.000000,-2.403317,-0.882846
2.855500,0.000000,-2.406948,-0.886188
2.856000,0.000000,-2.410572,-0.889524
2.856500,0.000000,-2.414188,-0.892855
2.857000,0.000000,-2.417797,-0.896181
2.857500,0.000000,-2.421398,-0.899502
2.858000,0.000000,-2.424992,-0.902819
2.858500,0.000000,-2.428579,-0.906130
2.859000,0.000000,-2.432158,-0.909437
2.859500,0.000000,-2.435729,-0.912738
2.860000,0.000000,-2.439293,-0.916035
2.860500,0.000000,-2.442850,-0.919326
2.861000,0.000000,-2.446399,-0.922613
2.861500,0.000000,-2.449941,-0.925894
2.862000,0.000000,-2.453475,-0.929171
2.862500,0.000000,-2.457002,-0.932443
2.863000,0.000000,-2.460522,-0.935709
2.863500,0.000000,-2.464034,-0.938971
2.864000,0.000000,-2.467538,-0.942228
2.864500,0.000000,-2.471035,-0.945480
2.865000,0.000000,-2.474525,-0.948727
2.865500,0.000000,-2.478007,-0.951969
2.866000,0.000000,-2.481482,-0.955206
2.866500,0.000000,-2.484949,-0.958438
2.867000,0.000000,-2.488409,-0.961665
2.867500,0.000000,-2.491861,-0.964887
2.868000,0.000000,-2.495307,-0.968104
2.868500,0.000000,-2.498744,-0.971316
2.869000,0.000000,-2.502174,-0.974523
2.869500,0.000000,-2.505597,-0.977725
2.870000,0.000000,-2.509012,-0.980922
2.870500,0.000000,-2.512420,-0.984115
2.871000,0.000000,-2.515821,-0.987302
2.871500,0.000000,-2.519214,-0.990484
2.872000,0.000000,-2.522599,-0.993661
2.872500,0.000000,-2.525977,-0.996834
2.873000,0.000000,-2.529348,-1.000001
2.873500,0.000000,-2.532711,-1.003164
2.874000,0.000000,-2.536067,-1.006321
2.874500,0.000000,-2.539416,-1.009473
2.875000,0.000000,-2.542757,-1.012621
2.875500,0.000000,-2.546091,-1.015763
2.876000,0.000000,-2.549417,-1.018901
2.876500,0.000000,-2.552736,-1.022033
2.877000,0.000000,-2.556047,-1.025161
2.877500,0.000000,-2.559351,-1.028284
2.878000,0.000000,-2.562648,-1.031401
2.878500,0.000000,-2.565937,-1.034514
2.879000,0.000000,-2.569219,-1.037622
2.879500,0.000000,-2.572493,-1.040724
2.880000,0.000000,-2.575760,-1.043822
2.880500,0.000000,-2.579020,-1.046915
2.881000,0.000000,-2.582272,-1.050003
2.881500,0.000000,-2.585517,-1.053085
2.882000,0.000000,-2.588754,-1.056163
2.882500,0.000000,-2.591984,-1.059236
2.883000,0.000000,-2.595207,-1.062304
2.883500,0.000000,-2.598422,-1.065367
2.884000,0.000000,-2.601630,-1.068425
2.884500,0.000000,-2.604831,-1.071477
2.885000,0.000000,-2.608024,-1.074525
2.885500,0.000000,-2.611210,-1.077568
2.886000,0.000000,-2.614388,-1.080606
2.886500,0.000000,-2.617559,-1.083639
2.887000,0.000000,-2.620722,-1.086667
2.887500,0.000000,-2.623879,-1.089690
2.888000,0.000000,-2.627027,-1.092708
2.888500,0.000000,-2.630169,-1.095721
2.889000,0.000000,-2.633303,-1.098729
2.889500,0.000000,-2.636430,-1.101733
2.890000,0.000000,-2.639549,-1.104731
2.890500,0.000000,-2.642661,-1.107724
2.891000,0.000000,-2.645766,-1.110712
2.891500,0.000000,-2.648863,-1.113695
2.892000,0.000000,-2.651953,-1.116673
2.892500,0.000000,-2.655035,-1.119646
2.893000,0.000000,-2.658111,-1.122615
2.893500,0.000000,-2.661178,-1.125578
2.894000,0.000000,-2.664239,-1.128536
2.894500,0.000000,-2.667292,-1.131489
2.895000,0.000000,-2.670338,-1.134438
2.895500,0.000000,-2.673376,-1.137381
2.896000,0.000000,-2.676407,-1.140319
2.896500,0.000000,-2.679431,-1.143253
2.897000,0.000000,-2.682447,-1.146181
2.897500,0.000000,-2.685456,-1.149104
2.898000,0.000000,-2.688458,-1.152023
2.898500,0.000000,-2.691452,-1.154936
2.899000,0.000000,-2.694440,-1.157845
2.899500,0.000000,-2.697419,-1.160748
2.900000,0.000000,-2.700392,-1.163646
2.900500,0.000000,-2.703357,-1.166540
2.901000,0.000000,-2.706314,-1.169428
2.901500,0.000000,-2.709265,-1.172312
2.902000,0.000000,-2.712208,-1.175190
2.902500,0.000000,-2.715144,-1.178064
2.903000,0.000000,-2.718072,-1.180932
2.903500,0.000000,-2.720993,-1.183796
2.904000,0.000000,-2.723907,-1.186655
2.904500,0.000000,-2.726813,-1.189508
2.905000,0.000000,-2.729713,-1.192357
2.905500,0.000000,-2.732604,-1.195200
2.906000,0.000000,-2.735489,-1.198039
2.906500,0.000000,-2.738366,-1.200873
2.907000,0.000000,-2.741236,-1.203701
2.907500,0.000000,-2.744099,-1.206525
2.908000,0.000000,-2.746954,-1.209344
2.908500,0.000000,-2.749802,-1.212158
2.909000,0.000000,-2.752643,-1.214966
2.909500,0.000000,-2.755476,-1.217770
2.910000,0.000000,-2.758303,-1.220569
2.910500,0.000000,-2.761121,-1.223363
2.911000,0.000000,-2.763933,-1.226151
2.911500,0.000000,-2.766737,-1.228935
2.912000,0.000000,-2.769534,-1.231714
2.912500,0.000000,-2.772324,-1.234488
2.913000,0.000000,-2.775107,-1.237257
2.913500,0.000000,-2.777882,-1.240021
2.914000,0.000000,-2.780650,-1.242780
2.914500,0.000000,-2.783410,-1.245534
2.915000,0.000000,-2.786164,-1.248283
2.915500,0.000000,-2.788910,-1.251027
2.916000,0.000000,-2.791649,-1.253766
2.916500,0.000000,-2.794380,-1.256500
2.917000,0.000000,-2.797105,-1.259229
2.917500,0.000000,-2.799822,-1.261953
2.918000,0.000000,-2.802531,-1.264672
2.918500,0.000000,-2.805234,-1.267386
2.919000,0.000000,-2.807929,-1.270095
2.919500,0.000000,-2.810617,-1.272799
2.920000,0.000000,-2.813298,-1.275498
2.920500,0.000000,-2.815972,-1.278193
2.921000,0.000000,-2.818638,-1.280882
2.921500,0.000000,-2.821297,-1.283566
2.922000,0.000000,-2.823949,-1.286245
2.922500,0.000000,-2.826593,-1.288920
2.923000,0.000000,-2.829231,-1.291589
2.923500,0.000000,-2.831861,-1.294253
2.924000,0.000000,-2.834484,-1.296913
2.924500,0.000000,-2.837099,-1.299567
2.925000,0.000000,-2.839708,-1.302216
2.925500,0.000000,-2.842309,-1.304861
2.926000,0.000000,-2.844903,-1.307500
2.926500,0.000000,-2.847490,-1.310135
2.927000,0.000000,-2.850070,-1.312764
2.927500,0.000000,-2.852642,-1.315389
2.928000,0.000000,-2.855207,-1.318008
2.928500,0.000000,-2.857765,-1.320623
2.929000,0.000000,-2.860316,-1.323233
2.929500,0.000000,-2.862859,-1.325837
2.930000,0.000000,-2.865396,-1.328437
2.930500,0.000000,-2.867925,-1.331032
2.931000,0.000000,-2.870447,-1.333621
2.931500,0.000000,-2.872961,-1.336206
2.932000,0.000000,-2.875469,-1.338786
2.932500,0.000000,-2.877969,-1.341361
2.933000,0.000000,-2.880463,-1.343931
2.933500,0.000000,-2.882949,-1.346496
2.934000,0.000000,-2.885427,-1.349056
2.934500,0.000000,-2.887899,-1.351611
2.935000,0.000000,-2.890364,-1.354161
2.935500,0.000000,-2.892821,-1.356706
2.936000,0.000000,-2.895271,-1.359246
2.936500,0.000000,-2.897714,-1.361781
2.937000,0.000000,-2.900150,-1.364311
2.937500,0.000000,-2.902578,-1.366836
2.938000,0.000000,-2.905000,-1.369356
2.938500,0.000000,-2.907414,-1.371872
2.939000,0.000000,-2.909821,-1.374382
2.939500,0.000000,-2.912221,-1.376887
2.940000,0.000000,-2.914614,-1.379387
2.940500,0.000000,-2.917000,-1.381883
2.941000,0.000000,-2.919378,-1.384373
2.941500,0.000000,-2.921750,-1.386859
2.942000,0.000000,-2.924114,-1.389339
2.942500,0.000000,-2.926471,-1.391815
2.943000,0.000000,-2.928821,-1.394286
2.943500,0.000000,-2.931164,-1.396751
2.944000,0.000000,-2.933500,-1.399212
2.944500,0.000000,-2.935829,-1.401668
2.945000,0.000000,-2.938150,-1.404118
2.945500,0.000000,-2.940465,-1.406564
2.946000,0.000000,-2.942772,-1.409005
2.946500,0.000000,-2.945072,-1.411441
2.947000,0.000000,-2.947365,-1.413872
2.947500,0.000000,-2.949651,-1.416298
2.948000,0.000000,-2.951930,-1.418719
2.948500,0.000000,-2.954201,-1.421135
2.949000,0.000000,-2.956466,-1.423546
2.949500,0.000000,-2.958724,-1.425953
2.950000,0.000000,-2.960974,-1.428354
2.950500,0.000000,-2.963217,-1.430750
2.951000,0.000000,-2.965454,-1.433142
2.951500,0.000000,-2.967683,-1.435528
2.952000,0.000000,-2.969905,-1.437910
2.952500,0.000000,-2.972120,-1.440286
2.953000,0.000000,-2.974328,-1.442658
2.953500,0.000000,-2.976529,-1.445024
2.954000,0.000000,-2.978722,-1.447386
2.954500,0.000000,-2.980909,-1.449743
2.955000,0.000000,-2.983089,-1.452095
2.955500,0.000000,-2.985261,-1.454442
2.956000,0.000000,-2.987427,-1.456784
2.956500,0.000000,-2.989585,-1.459121
2.957000,0.000000,-2.991737,-1.461453
2.957500,0.000000,-2.993881,-1.463780
2.958000,0.000000,-2.996018,-1.466102
2.958500,0.000000,-2.998148,-1.468419
2.959000,0.000000,-3.000272,-1.470732
2.959500,0.000000,-3.002388,-1.473039
2.960000,0.000000,-3.004497,-1.475341
2.960500,0.000000,-3.006599,-1.477639
