time(s),hip_angle(deg),hip_velocity(deg/s)
3.452500,0.124030,-0.191617
3.453000,0.123934,-0.191878
3.453500,0.123838,-0.192138
3.454000,0.123742,-0.192398
3.454500,0.123646,-0.192657
3.455000,0.123549,-0.192915
3.455500,0.123453,-0.193173
3.456000,0.123356,-0.193431
3.456500,0.123259,-0.193688
3.457000,0.123162,-0.193944
3.457500,0.123065,-0.194200
3.458000,0.122968,-0.194456
3.458500,0.122870,-0.194711
3.459000,0.122773,-0.194965
3.459500,0.122675,-0.195219
3.460000,0.122578,-0.195473
3.460500,0.122480,-0.195725
3.461000,0.122382,-0.195978
3.461500,0.122284,-0.196230
3.462000,0.122185,-0.196481
3.462500,0.122087,-0.196732
3.463000,0.121988,-0.196982
3.463500,0.121890,-0.197232
3.464000,0.121791,-0.197482
3.464500,0.121692,-0.197731
3.465000,0.121593,-0.197979
3.465500,0.121494,-0.198227
3.466000,0.121395,-0.198474
3.466500,0.121296,-0.198721
3.467000,0.121196,-0.198967
3.467500,0.121096,-0.199213
3.468000,0.120997,-0.199458
3.468500,0.120897,-0.199703
3.469000,0.120797,-0.199947
3.469500,0.120697,-0.200191
3.470000,0.120597,-0.200434
3.470500,0.120496,-0.200677
3.471000,0.120396,-0.200919
3.471500,0.120295,-0.201161
3.472000,0.120194,-0.201402
3.472500,0.120094,-0.201643
3.473000,0.119993,-0.201883
3.473500,0.119892,-0.202123
3.474000,0.119790,-0.202362
3.474500,0.119689,-0.202601
3.475000,0.119588,-0.202839
3.475500,0.119486,-0.203077
3.476000,0.119385,-0.203314
3.476500,0.119283,-0.203551
3.477000,0.119181,-0.203787
3.477500,0.119079,-0.204023
3.478000,0.118977,-0.204258
3.478500,0.118875,-0.204492
3.479000,0.118772,-0.204727
3.479500,0.118670,-0.204960
3.480000,0.118567,-0.205193
3.480500,0.118464,-0.205426
3.481000,0.118362,-0.205658
3.481500,0.118259,-0.205890
3.482000,0.118156,-0.206121
3.482500,0.118052,-0.206351
3.483000,0.117949,-0.206581
3.483500,0.117846,-0.206811
3.484000,0.117742,-0.207040
3.484500,0.117639,-0.207269
3.485000,0.117535,-0.207497
3.485500,0.117431,-0.207724
3.486000,0.117327,-0.207951
3.486500,0.117223,-0.208178
3.487000,0.117119,-0.208404
3.487500,0.117014,-0.208630
3.488000,0.116910,-0.208855
3.488500,0.116805,-0.209079
3.489000,0.116701,-0.209303
3.489500,0.116596,-0.209527
3.490000,0.116491,-0.209750
3.490500,0.116386,-0.209972
3.491000,0.116281,-0.210194
3.491500,0.116176,-0.210416
3.492000,0.116070,-0.210637
3.492500,0.115965,-0.210857
3.493000,0.115859,-0.211077
3.493500,0.115754,-0.211297
3.494000,0.115648,-0.211516
3.494500,0.115542,-0.211734
3.495000,0.115436,-0.211952
3.495500,0.115330,-0.212170
3.496000,0.115224,-0.212387
3.496500,0.115118,-0.212603
3.497000,0.115011,-0.212819
3.497500,0.114905,-0.213035
3.498000,0.114798,-0.213250
3.498500,0.114691,-0.213464
3.499000,0.114585,-0.213678
3.499500,0.114478,-0.213892
3.500000,0.114371,-0.214105
3.500500,0.114263,-0.214317
3.501000,0.114156,-0.214529
3.501500,0.114049,-0.214741
3.502000,0.113941,-0.214951
3.502500,0.113834,-0.215162
3.503000,0.113726,-0.215372
3.503500,0.113618,-0.215581
3.504000,0.113510,-0.215790
3.504500,0.113402,-0.215999
3.505000,0.113294,-0.216207
3.505500,0.113186,-0.216414
3.506000,0.113078,-0.216621
3.506500,0.112969,-0.216828
3.507000,0.112861,-0.217034
3.507500,0.112752,-0.217239
3.508000,0.112643,-0.217444
3.508500,0.112535,-0.217648
3.509000,0.112426,-0.217852
3.509500,0.112317,-0.218056
3.510000,0.112208,-0.218259
3.510500,0.112098,-0.218461
3.511000,0.111989,-0.218663
3.511500,0.111880,-0.218865
3.512000,0.111770,-0.219066
3.512500,0.111660,-0.219266
3.513000,0.111551,-0.219466
3.513500,0.111441,-0.219666
3.514000,0.111331,-0.219864
3.514500,0.111221,-0.220063
3.515000,0.111111,-0.220261
3.515500,0.111000,-0.220458
3.516000,0.110890,-0.220655
3.516500,0.110780,-0.220852
3.517000,0.110669,-0.221048
3.517500,0.110559,-0.221243
3.518000,0.110448,-0.221438
3.518500,0.110337,-0.221633
3.519000,0.110226,-0.221827
3.519500,0.110115,-0.222020
3.520000,0.110004,-0.222213
3.520500,0.109893,-0.222406
3.521000,0.109781,-0.222598
3.521500,0.109670,-0.222789
3.522000,0.109559,-0.222980
3.522500,0.109447,-0.223171
3.523000,0.109335,-0.223361
3.523500,0.109224,-0.223550
3.524000,0.109112,-0.223739
3.524500,0.109000,-0.223928
3.525000,0.108888,-0.224116
3.525500,0.108776,-0.224303
3.526000,0.108663,-0.224490
3.526500,0.108551,-0.224677
3.527000,0.108439,-0.224863
3.527500,0.108326,-0.225049
3.528000,0.108213,-0.225234
3.528500,0.108101,-0.225418
3.529000,0.107988,-0.225602
3.529500,0.107875,-0.225786
3.530000,0.107762,-0.225969
3.530500,0.107649,-0.226152
3.531000,0.107536,-0.226334
3.531500,0.107422,-0.226515
3.532000,0.107309,-0.226696
3.532500,0.107196,-0.226877
3.533000,0.107082,-0.227057
3.533500,0.106969,-0.227237
3.534000,0.106855,-0.227416
3.534500,0.106741,-0.227595
3.535000,0.106627,-0.227773
3.535500,0.106513,-0.227951
3.536000,0.106399,-0.228128
3.536500,0.106285,-0.228304
3.537000,0.106171,-0.228481
3.537500,0.106056,-0.228656
3.538000,0.105942,-0.228832
3.538500,0.105827,-0.229006
3.539000,0.105713,-0.229180
3.539500,0.105598,-0.229354
3.540000,0.105483,-0.229527
3.540500,0.105369,-0.229700
3.541000,0.105254,-0.229872
3.541500,0.105139,-0.230044
3.542000,0.105024,-0.230216
3.542500,0.104908,-0.230386
3.543000,0.104793,-0.230557
3.543500,0.104678,-0.230726
3.544000,0.104562,-0.230896
3.544500,0.104447,-0.231065
3.545000,0.104331,-0.231233
3.545500,0.104215,-0.231401
3.546000,0.104100,-0.231568
3.546500,0.103984,-0.231735
3.547000,0.103868,-0.231902
3.547500,0.103752,-0.232067
3.548000,0.103636,-0.232233
3.548500,0.103519,-0.232398
3.549000,0.103403,-0.232562
3.549500,0.103287,-0.232726
3.550000,0.103170,-0.232890
3.550500,0.103054,-0.233053
3.551000,0.102937,-0.233215
3.551500,0.102821,-0.233377
3.552000,0.102704,-0.233539
3.552500,0.102587,-0.233700
3.553000,0.102470,-0.233860
3.553500,0.102353,-0.234020
3.554000,0.102236,-0.234180
3.554500,0.102119,-0.234339
3.555000,0.102001,-0.234498
3.555500,0.101884,-0.234656
3.556000,0.101767,-0.234813
3.556500,0.101649,-0.234971
3.557000,0.101532,-0.235127
3.557500,0.101414,-0.235283
3.558000,0.101296,-0.235439
3.558500,0.101179,-0.235594
3.559000,0.101061,-0.235749
3.559500,0.100943,-0.235903
3.560000,0.100825,-0.236057
3.560500,0.100707,-0.236210
3.561000,0.100588,-0.236363
3.561500,0.100470,-0.236516
3.562000,0.100352,-0.236667
3.562500,0.100233,-0.236819
3.563000,0.100115,-0.236970
3.563500,0.099996,-0.237120
3.564000,0.099878,-0.237270
3.564500,0.099759,-0.237419
3.565000,0.099640,-0.237568
3.565500,0.099521,-0.237717
3.566000,0.099402,-0.237865
3.566500,0.099283,-0.238012
3.567000,0.099164,-0.238159
3.567500,0.099045,-0.238306
3.568000,0.098926,-0.238452
3.568500,0.098807,-0.238597
3.569000,0.098687,-0.238743
3.569500,0.098568,-0.238887
3.570000,0.098448,-0.239031
3.570500,0.098329,-0.239175
3.571000,0.098209,-0.239318
3.571500,0.098089,-0.239461
3.572000,0.097970,-0.239603
3.572500,0.097850,-0.239745
3.573000,0.097730,-0.239886
3.573500,0.097610,-0.240027
3.574000,0.097490,-0.240167
3.574500,0.097369,-0.240307
3.575000,0.097249,-0.240446
3.575500,0.097129,-0.240585
3.576000,0.097009,-0.240724
3.576500,0.096888,-0.240862
3.577000,0.096768,-0.240999
3.577500,0.096647,-0.241136
3.578000,0.096526,-0.241273
3.578500,0.096406,-0.241409
3.579000,0.096285,-0.241544
3.579500,0.096164,-0.241679
3.580000,0.096043,-0.241814
3.580500,0.095922,-0.241948
3.581000,0.095801,-0.242082
3.581500,0.095680,-0.242215
3.582000,0.095559,-0.242347
3.582500,0.095438,-0.242480
3.583000,0.095316,-0.242611
3.583500,0.095195,-0.242743
3.584000,0.095074,-0.242873
3.584500,0.094952,-0.243004
3.585000,0.094831,-0.243134
3.585500,0.094709,-0.243263
3.586000,0.094587,-0.243392
3.586500,0.094465,-0.243520
3.587000,0.094344,-0.243648
3.587500,0.094222,-0.243776
3.588000,0.094100,-0.243903
3.588500,0.093978,-0.244029
3.589000,0.093856,-0.244155
3.589500,0.093734,-0.244281
3.590000,0.093611,-0.244406
3.590500,0.093489,-0.244531
3.591000,0.093367,-0.244655
3.591500,0.093244,-0.244779
3.592000,0.093122,-0.244902
3.592500,0.092999,-0.245025
3.593000,0.092877,-0.245147
3.593500,0.092754,-0.245269
3.594000,0.092631,-0.245390
3.594500,0.092509,-0.245511
3.595000,0.092386,-0.245631
3.595500,0.092263,-0.245751
3.596000,0.092140,-0.245871
3.596500,0.092017,-0.245990
3.597000,0.091894,-0.246109
3.597500,0.091771,-0.246227
3.598000,0.091648,-0.246344
3.598500,0.091525,-0.246461
3.599000,0.091401,-0.246578
3.599500,0.091278,-0.246694
3.600000,0.091154,-0.246810
3.600500,0.091031,-0.246925
3.601000,0.090908,-0.247040
3.601500,0.090784,-0.247155
3.602000,0.090660,-0.247268
3.602500,0.090537,-0.247382
3.603000,0.090413,-0.247495
3.603500,0.090289,-0.247607
3.604000,0.090165,-0.247719
3.604500,0.090041,-0.247831
3.605000,0.089917,-0.247942
3.605500,0.089793,-0.248053
3.606000,0.089669,-0.248163
3.606500,0.089545,-0.248272
3.607000,0.089421,-0.248382
3.607500,0.089297,-0.248490
3.608000,0.089172,-0.248599
3.608500,0.089048,-0.248707
3.609000,0.088924,-0.248814
3.609500,0.088799,-0.248921
3.610000,0.088675,-0.249027
3.610500,0.088550,-0.249133
3.611000,0.088425,-0.249239
3.611500,0.088301,-0.249344
3.612000,0.088176,-0.249449
3.612500,0.088051,-0.249553
3.613000,0.087926,-0.249657
3.613500,0.087802,-0.249760
3.614000,0.087677,-0.249863
3.614500,0.087552,-0.249965
3.615000,0.087427,-0.250067
3.615500,0.087302,-0.250168
3.616000,0.087176,-0.250269
3.616500,0.087051,-0.250370
3.617000,0.086926,-0.250470
3.617500,0.086801,-0.250569
3.618000,0.086675,-0.250668
3.618500,0.086550,-0.250767
3.619000,0.086425,-0.250865
3.619500,0.086299,-0.250963
3.620000,0.086174,-0.251060
3.620500,0.086048,-0.251157
3.621000,0.085922,-0.251253
3.621500,0.085797,-0.251349
3.622000,0.085671,-0.251445
3.622500,0.085545,-0.251540
3.623000,0.085419,-0.251634
3.623500,0.085293,-0.251728
3.624000,0.085168,-0.251822
3.624500,0.085042,-0.251915
3.625000,0.084916,-0.252008
3.625500,0.084790,-0.252100
3.626000,0.084663,-0.252192
3.626500,0.084537,-0.252283
3.627000,0.084411,-0.252374
3.627500,0.084285,-0.252465
3.628000,0.084159,-0.252555
3.628500,0.084032,-0.252644
3.629000,0.083906,-0.252733
3.629500,0.083779,-0.252822
3.630000,0.083653,-0.252910
3.630500,0.083527,-0.252998
3.631000,0.083400,-0.253085
3.631500,0.083273,-0.253172
3.632000,0.083147,-0.253258
3.632500,0.083020,-0.253344
3.633000,0.082893,-0.253430
3.633500,0.082767,-0.253515
3.634000,0.082640,-0.253600
3.634500,0.082513,-0.253684
3.635000,0.082386,-0.253767
3.635500,0.082259,-0.253851
3.636000,0.082132,-0.253933
3.636500,0.082005,-0.254016
3.637000,0.081878,-0.254098
3.637500,0.081751,-0.254179
3.638000,0.081624,-0.254260
3.638500,0.081497,-0.254341
3.639000,0.081370,-0.254421
3.639500,0.081242,-0.254500
3.640000,0.081115,-0.254580
3.640500,0.080988,-0.254658
3.641000,0.080860,-0.254737
3.641500,0.080733,-0.254815
3.642000,0.080605,-0.254892
3.642500,0.080478,-0.254969
3.643000,0.080350,-0.255046
3.643500,0.080223,-0.255122
3.644000,0.080095,-0.255197
3.644500,0.079968,-0.255272
3.645000,0.079840,-0.255347
3.645500,0.079712,-0.255422
3.646000,0.079585,-0.255495
3.646500,0.079457,-0.255569
3.647000,0.079329,-0.255642
3.647500,0.079201,-0.255714
3.648000,0.079073,-0.255786
3.648500,0.078945,-0.255858
3.649000,0.078817,-0.255929
3.649500,0.078689,-0.256000
3.650000,0.078561,-0.256070
3.650500,0.078433,-0.256140
3.651000,0.078305,-0.256210
3.651500,0.078177,-0.256279
3.652000,0.078049,-0.256347
3.652500,0.077921,-0.256416
3.653000,0.077792,-0.256483
3.653500,0.077664,-0.256550
3.654000,0.077536,-0.256617
3.654500,0.077407,-0.256684
3.655000,0.077279,-0.256750
3.655500,0.077151,-0.256815
3.656000,0.077022,-0.256880
3.656500,0.076894,-0.256945
3.657000,0.076765,-0.257009
3.657500,0.076637,-0.257073
3.658000,0.076508,-0.257136
3.658500,0.076379,-0.257199
3.659000,0.076251,-0.257261
3.659500,0.076122,-0.257323
3.660000,0.075994,-0.257385
3.660500,0.075865,-0.257446
3.661000,0.075736,-0.257507
3.661500,0.075607,-0.257567
3.662000,0.075478,-0.257627
3.662500,0.075350,-0.257686
3.663000,0.075221,-0.257745
3.663500,0.075092,-0.257804
3.664000,0.074963,-0.257862
3.664500,0.074834,-0.257919
3.665000,0.074705,-0.257977
3.665500,0.074576,-0.258033
3.666000,0.074447,-0.258090
3.666500,0.074318,-0.258146
3.667000,0.074189,-0.258201
3.667500,0.074060,-0.258256
3.668000,0.073930,-0.258311
3.668500,0.073801,-0.258365
3.669000,0.073672,-0.258419
3.669500,0.073543,-0.258472
3.670000,0.073414,-0.258525
3.670500,0.073284,-0.258578
3.671000,0.073155,-0.258630
3.671500,0.073026,-0.258681
3.672000,0.072896,-0.258733
3.672500,0.072767,-0.258783
3.673000,0.072637,-0.258834
3.673500,0.072508,-0.258884
3.674000,0.072378,-0.258933
3.674500,0.072249,-0.258982
3.675000,0.072119,-0.259031
3.675500,0.071990,-0.259079
3.676000,0.071860,-0.259127
3.676500,0.071731,-0.259174
3.677000,0.071601,-0.259221
3.677500,0.071472,-0.259268
3.678000,0.071342,-0.259314
3.678500,0.071212,-0.259359
3.679000,0.071083,-0.259405
3.679500,0.070953,-0.259449
3.680000,0.070823,-0.259494
3.680500,0.070693,-0.259538
3.681000,0.070563,-0.259581
3.681500,0.070434,-0.259624
3.682000,0.070304,-0.259667
3.682500,0.070174,-0.259709
3.683000,0.070044,-0.259751
3.683500,0.069914,-0.259793
3.684000,0.069784,-0.259834
3.684500,0.069654,-0.259874
3.685000,0.069524,-0.259914
3.685500,0.069394,-0.259954
3.686000,0.069264,-0.259993
3.686500,0.069134,-0.260032
3.687000,0.069004,-0.260071
3.687500,0.068874,-0.260109
3.688000,0.068744,-0.260146
3.688500,0.068614,-0.260184
3.689000,0.068484,-0.260221
3.689500,0.068354,-0.260257
3.690000,0.068224,-0.260293
3.690500,0.068094,-0.260328
3.691000,0.067963,-0.260364
3.691500,0.067833,-0.260398
3.692000,0.067703,-0.260433
3.692500,0.067573,-0.260466
3.693000,0.067443,-0.260500
3.693500,0.067312,-0.260533
3.694000,0.067182,-0.260566
3.694500,0.067052,-0.260598
3.695000,0.066921,-0.260630
3.695500,0.066791,-0.260661
3.696000,0.066661,-0.260692
3.696500,0.066530,-0.260723
3.697000,0.066400,-0.260753
3.697500,0.066270,-0.260782
3.698000,0.066139,-0.260812
3.698500,0.066009,-0.260841
3.699000,0.065878,-0.260869
3.699500,0.065748,-0.260897
3.700000,0.065617,-0.260925
3.700500,0.065487,-0.260952
3.701000,0.065356,-0.260979
3.701500,0.065226,-0.261005
3.702000,0.065095,-0.261032
3.702500,0.064965,-0.261057
3.703000,0.064834,-0.261082
3.703500,0.064704,-0.261107
3.704000,0.064573,-0.261132
3.704500,0.064443,-0.261156
3.705000,0.064312,-0.261179
3.705500,0.064181,-0.261202
3.706000,0.064051,-0.261225
3.706500,0.063920,-0.261247
3.707000,0.063790,-0.261269
3.707500,0.063659,-0.261291
3.708000,0.063528,-0.261312
3.708500,0.063398,-0.261333
3.709000,0.063267,-0.261353
3.709500,0.063136,-0.261373
3.710000,0.063006,-0.261392
3.710500,0.062875,-0.261412
3.711000,0.062744,-0.261430
3.711500,0.062613,-0.261449
3.712000,0.062483,-0.261466
3.712500,0.062352,-0.261484
3.713000,0.062221,-0.261501
3.713500,0.062090,-0.261518
3.714000,0.061960,-0.261534
3.714500,0.061829,-0.261550
3.715000,0.061698,-0.261565
3.715500,0.061567,-0.261580
3.716000,0.061437,-0.261595
3.716500,0.061306,-0.261609
3.717000,0.061175,-0.261623
3.717500,0.061044,-0.261637
3.718000,0.060913,-0.261650
3.718500,0.060782,-0.261662
3.719000,0.060652,-0.261675
3.719500,0.060521,-0.261687
3.720000,0.060390,-0.261698
3.720500,0.060259,-0.261709
3.721000,0.060128,-0.261720
3.721500,0.059997,-0.261730
3.722000,0.059866,-0.261740
3.722500,0.059736,-0.261749
3.723000,0.059605,-0.261759
3.723500,0.059474,-0.261767
3.724000,0.059343,-0.261776
3.724500,0.059212,-0.261783
3.725000,0.059081,-0.261791
3.725500,0.058950,-0.261798
3.726000,0.058819,-0.261805
3.726500,0.058688,-0.261811
3.727000,0.058558,-0.261817
3.727500,0.058427,-0.261823
3.728000,0.058296,-0.261828
3.728500,0.058165,-0.261832
3.729000,0.058034,-0.261837
3.729500,0.057903,-0.261841
3.730000,0.057772,-0.261844
3.730500,0.057641,-0.261847
3.731000,0.057510,-0.261850
3.731500,0.057379,-0.261853
3.732000,0.057248,-0.261855
3.732500,0.057117,-0.261856
3.733000,0.056986,-0.261857
3.733500,0.056856,-0.261858
3.734000,0.056725,-0.261859
3.734500,0.056594,-0.261859
3.735000,0.056463,-0.261858
3.735500,0.056332,-0.261858
3.736000,0.056201,-0.261857
3.736500,0.056070,-0.261855
3.737000,0.055939,-0.261853
3.737500,0.055808,-0.261851
3.738000,0.055677,-0.261848
3.738500,0.055546,-0.261845
3.739000,0.055415,-0.261842
3.739500,0.055284,-0.261838
3.740000,0.055153,-0.261834
3.740500,0.055023,-0.261829
3.741000,0.054892,-0.261824
3.741500,0.054761,-0.261819
3.742000,0.054630,-0.261813
3.742500,0.054499,-0.261807
3.743000,0.054368,-0.261800
3.743500,0.054237,-0.261794
3.744000,0.054106,-0.261786
3.744500,0.053975,-0.261779
3.745000,0.053844,-0.261771
3.745500,0.053714,-0.261762
3.746000,0.053583,-0.261753
3.746500,0.053452,-0.261744
3.747000,0.053321,-0.261735
3.747500,0.053190,-0.261725
3.748000,0.053059,-0.261714
3.748500,0.052928,-0.261704
3.749000,0.052798,-0.261692
3.749500,0.052667,-0.261681
3.750000,0.052536,-0.261669
3.750500,0.052405,-0.261657
3.751000,0.052274,-0.261644
3.751500,0.052143,-0.261631
3.752000,0.052013,-0.261618
3.752500,0.051882,-0.261604
3.753000,0.051751,-0.261590
3.753500,0.051620,-0.261576
3.754000,0.051489,-0.261561
3.754500,0.051359,-0.261546
3.755000,0.051228,-0.261530
3.755500,0.051097,-0.261514
3.756000,0.050966,-0.261498
3.756500,0.050836,-0.261481
3.757000,0.050705,-0.261464
3.757500,0.050574,-0.261446
3.758000,0.050443,-0.261428
3.758500,0.050313,-0.261410
3.759000,0.050182,-0.261392
3.759500,0.050051,-0.261373
3.760000,0.049921,-0.261353
3.760500,0.049790,-0.261334
3.761000,0.049659,-0.261313
3.761500,0.049529,-0.261293
3.762000,0.049398,-0.261272
3.762500,0.049267,-0.261251
3.763000,0.049137,-0.261229
3.763500,0.049006,-0.261207
3.764000,0.048876,-0.261185
3.764500,0.048745,-0.261162
3.765000,0.048615,-0.261139
3.765500,0.048484,-0.261116
3.766000,0.048353,-0.261092
3.766500,0.048223,-0.261068
3.767000,0.048092,-0.261044
3.767500,0.047962,-0.261019
3.768000,0.047831,-0.260993
3.768500,0.047701,-0.260968
3.769000,0.047570,-0.260942
3.769500,0.047440,-0.260916
3.770000,0.047310,-0.260889
3.770500,0.047179,-0.260862
3.771000,0.047049,-0.260834
3.771500,0.046918,-0.260807
3.772000,0.046788,-0.260778
3.772500,0.046657,-0.260750
3.773000,0.046527,-0.260721
3.773500,0.046397,-0.260692
3.774000,0.046266,-0.260662
3.774500,0.046136,-0.260632
3.775000,0.046006,-0.260602
3.775500,0.045876,-0.260571
3.776000,0.045745,-0.260540
3.776500,0.045615,-0.260509
3.777000,0.045485,-0.260477
3.777500,0.045355,-0.260445
3.778000,0.045224,-0.260412
3.778500,0.045094,-0.260379
3.779000,0.044964,-0.260346
3.779500,0.044834,-0.260313
3.780000,0.044704,-0.260279
3.780500,0.044574,-0.260244
3.781000,0.044443,-0.260210
3.781500,0.044313,-0.260175
3.782000,0.044183,-0.260139
3.782500,0.044053,-0.260104
3.783000,0.043923,-0.260068
3.783500,0.043793,-0.260031
3.784000,0.043663,-0.259994
3.784500,0.043533,-0.259957
3.785000,0.043403,-0.259920
3.785500,0.043273,-0.259882
3.786000,0.043143,-0.259844
3.786500,0.043014,-0.259805
3.787000,0.042884,-0.259766
3.787500,0.042754,-0.259727
3.788000,0.042624,-0.259688
3.788500,0.042494,-0.259648
3.789000,0.042364,-0.259607
3.789500,0.042235,-0.259567
3.790000,0.042105,-0.259526
3.790500,0.041975,-0.259484
3.791000,0.041845,-0.259443
3.791500,0.041716,-0.259401
3.792000,0.041586,-0.259358
3.792500,0.041456,-0.259315
3.793000,0.041327,-0.259272
3.793500,0.041197,-0.259229
3.794000,0.041067,-0.259185
3.794500,0.040938,-0.259141
3.795000,0.040808,-0.259096
3.795500,0.040679,-0.259052
3.796000,0.040549,-0.259006
3.796500,0.040420,-0.258961
3.797000,0.040290,-0.258915
3.797500,0.040161,-0.258869
3.798000,0.040031,-0.258822
3.798500,0.039902,-0.258775
3.799000,0.039773,-0.258728
3.799500,0.039643,-0.258681
3.800000,0.039514,-0.258633
3.800500,0.039385,-0.258584
3.801000,0.039256,-0.258536
3.801500,0.039126,-0.258487
3.802000,0.038997,-0.258438
3.802500,0.038868,-0.258388
3.803000,0.038739,-0.258338
3.803500,0.038610,-0.258288
3.804000,0.038480,-0.258237
3.804500,0.038351,-0.258186
3.805000,0.038222,-0.258135
3.805500,0.038093,-0.258083
3.806000,0.037964,-0.258031
3.806500,0.037835,-0.257979
3.807000,0.037706,-0.257926
3.807500,0.037577,-0.257873
3.808000,0.037448,-0.257819
3.808500,0.037320,-0.257766
3.809000,0.037191,-0.257712
3.809500,0.037062,-0.257657
3.810000,0.036933,-0.257603
3.810500,0.036804,-0.257548
3.811000,0.036676,-0.257492
3.811500,0.036547,-0.257437
3.812000,0.036418,-0.257380
3.812500,0.036289,-0.257324
3.813000,0.036161,-0.257267
3.813500,0.036032,-0.257210
3.814000,0.035904,-0.257153
3.814500,0.035775,-0.257095
3.815000,0.035647,-0.257037
3.815500,0.035518,-0.256979
3.816000,0.035390,-0.256920
3.816500,0.035261,-0.256861
3.817000,0.035133,-0.256802
3.817500,0.035004,-0.256742
3.818000,0.034876,-0.256682
3.818500,0.034748,-0.256622
3.819000,0.034619,-0.256561
3.819500,0.034491,-0.256500
3.820000,0.034363,-0.256439
3.820500,0.034235,-0.256377
3.821000,0.034107,-0.256315
3.821500,0.033979,-0.256253
3.822000,0.033850,-0.256190
3.822500,0.033722,-0.256127
3.823000,0.033594,-0.256064
3.823500,0.033466,-0.256000
3.824000,0.033338,-0.255936
3.824500,0.033210,-0.255872
3.825000,0.033083,-0.255807
3.825500,0.032955,-0.255742
3.826000,0.032827,-0.255677
3.826500,0.032699,-0.255611
3.827000,0.032571,-0.255545
3.827500,0.032444,-0.255479
3.828000,0.032316,-0.255413
3.828500,0.032188,-0.255346
3.829000,0.032060,-0.255279
3.829500,0.031933,-0.255211
3.830000,0.031805,-0.255143
3.830500,0.031678,-0.255075
3.831000,0.031550,-0.255007
3.831500,0.031423,-0.254938
3.832000,0.031295,-0.254869
3.832500,0.031168,-0.254799
3.833000,0.031041,-0.254730
3.833500,0.030913,-0.254660
3.834000,0.030786,-0.254589
3.834500,0.030659,-0.254518
3.835000,0.030532,-0.254447
3.835500,0.030404,-0.254376
3.836000,0.030277,-0.254304
3.836500,0.030150,-0.254233
3.837000,0.030023,-0.254160
3.837500,0.029896,-0.254088
3.838000,0.029769,-0.254015
3.838500,0.029642,-0.253942
3.839000,0.029515,-0.253868
3.839500,0.029388,-0.253794
3.840000,0.029261,-0.253720
3.840500,0.029134,-0.253645
3.841000,0.029008,-0.253571
3.841500,0.028881,-0.253496
3.842000,0.028754,-0.253420
3.842500,0.028628,-0.253344
3.843000,0.028501,-0.253268
3.843500,0.028374,-0.253192
3.844000,0.028248,-0.253115
3.844500,0.028121,-0.253038
3.845000,0.027995,-0.252961
3.845500,0.027868,-0.252884
3.846000,0.027742,-0.252806
3.846500,0.027616,-0.252728
3.847000,0.027489,-0.252649
3.847500,0.027363,-0.252570
3.848000,0.027237,-0.252491
3.848500,0.027110,-0.252412
3.849000,0.026984,-0.252332
3.849500,0.026858,-0.252252
3.850000,0.026732,-0.252172
3.850500,0.026606,-0.252091
3.851000,0.026480,-0.252010
3.851500,0.026354,-0.251929
3.852000,0.026228,-0.251847
3.852500,0.026102,-0.251765
3.853000,0.025976,-0.251683
3.853500,0.025851,-0.251601
3.854000,0.025725,-0.251518
3.854500,0.025599,-0.251435
3.855000,0.025473,-0.251351
3.855500,0.025348,-0.251268
3.856000,0.025222,-0.251184
3.856500,0.025097,-0.251099
3.857000,0.024971,-0.251015
3.857500,0.024846,-0.250930
3.858000,0.024720,-0.250845
3.858500,0.024595,-0.250759
3.859000,0.024470,-0.250674
3.859500,0.024344,-0.250588
3.860000,0.024219,-0.250501
3.860500,0.024094,-0.250414
3.861000,0.023969,-0.250328
3.861500,0.023844,-0.250240
3.862000,0.023718,-0.250153
3.862500,0.023593,-0.250065
3.863000,0.023468,-0.249977
3.863500,0.023344,-0.249888
3.864000,0.023219,-0.249800
3.864500,0.023094,-0.249710
3.865000,0.022969,-0.249621
3.865500,0.022844,-0.249532
3.866000,0.022719,-0.249442
3.866500,0.022595,-0.249351
3.867000,0.022470,-0.249261
3.867500,0.022346,-0.249170
3.868000,0.022221,-0.249079
3.868500,0.022097,-0.248988
3.869000,0.021972,-0.248896
3.869500,0.021848,-0.248804
3.870000,0.021723,-0.248712
3.870500,0.021599,-0.248619
3.871000,0.021475,-0.248526
3.871500,0.021351,-0.248433
3.872000,0.021226,-0.248340
3.872500,0.021102,-0.248246
3.873000,0.020978,-0.248152
3.873500,0.020854,-0.248058
3.874000,0.020730,-0.247963
3.874500,0.020606,-0.247869
3.875000,0.020482,-0.247773
3.875500,0.020358,-0.247678
3.876000,0.020235,-0.247582
3.876500,0.020111,-0.247486
3.877000,0.019987,-0.247390
3.877500,0.019864,-0.247294
3.878000,0.019740,-0.247197
3.878500,0.019616,-0.247100
3.879000,0.019493,-0.247002
3.879500,0.019370,-0.246905
3.880000,0.019246,-0.246807
3.880500,0.019123,-0.246708
3.881000,0.018999,-0.246610
3.881500,0.018876,-0.246511
3.882000,0.018753,-0.246412
3.882500,0.018630,-0.246313
3.883000,0.018507,-0.246213
3.883500,0.018384,-0.246113
3.884000,0.018261,-0.246013
3.884500,0.018138,-0.245912
3.885000,0.018015,-0.245811
3.885500,0.017892,-0.245710
3.886000,0.017769,-0.245609
3.886500,0.017646,-0.245508
3.887000,0.017524,-0.245406
3.887500,0.017401,-0.245304
3.888000,0.017278,-0.245201
3.888500,0.017156,-0.245098
