time(s),ankle_angle(deg),ankle_velocity(deg/s)
2.714000,-0.019008,1.516255
2.714500,-0.018250,1.514837
2.715000,-0.017494,1.513418
2.715500,-0.016738,1.511998
2.716000,-0.015982,1.510577
2.716500,-0.015228,1.509155
2.717000,-0.014474,1.507732
2.717500,-0.013721,1.506308
2.718000,-0.012968,1.504883
2.718500,-0.012216,1.503457
2.719000,-0.011465,1.502030
2.719500,-0.010715,1.500602
2.720000,-0.009966,1.499173
2.720500,-0.009217,1.497743
2.721000,-0.008469,1.496312
2.721500,-0.007721,1.494880
2.722000,-0.006974,1.493447
2.722500,-0.006228,1.492013
2.723000,-0.005483,1.490578
2.723500,-0.004739,1.489142
2.724000,-0.003995,1.487705
2.724500,-0.003252,1.486267
2.725000,-0.002509,1.484829
2.725500,-0.001767,1.483389
2.726000,-0.001026,1.481948
2.726500,-0.000286,1.480506
2.727000,0.000453,1.479064
2.727500,0.001192,1.477620
2.728000,0.001930,1.476176
2.728500,0.002668,1.474730
2.729000,0.003404,1.473284
2.729500,0.004140,1.471836
2.730000,0.004875,1.470388
2.730500,0.005610,1.468939
2.731000,0.006344,1.467489
2.731500,0.007077,1.466038
2.732000,0.007809,1.464586
2.732500,0.008540,1.463133
2.733000,0.009271,1.461679
2.733500,0.010001,1.460224
2.734000,0.010731,1.458768
2.734500,0.011459,1.457312
2.735000,0.012187,1.455854
2.735500,0.012915,1.454396
2.736000,0.013641,1.452937
2.736500,0.014367,1.451476
2.737000,0.015092,1.450015
2.737500,0.015816,1.448553
2.738000,0.016540,1.447090
2.738500,0.017262,1.445627
2.739000,0.017984,1.444162
2.739500,0.018706,1.442697
2.740000,0.019426,1.441230
2.740500,0.020146,1.439763
2.741000,0.020865,1.438295
2.741500,0.021584,1.436826
2.742000,0.022302,1.435356
2.742500,0.023018,1.433885
2.743000,0.023735,1.432414
2.743500,0.024450,1.430941
2.744000,0.025165,1.429468
2.744500,0.025879,1.427994
2.745000,0.026592,1.426519
2.745500,0.027305,1.425043
2.746000,0.028016,1.423566
2.746500,0.028728,1.422089
2.747000,0.029438,1.420610
2.747500,0.030147,1.419131
2.748000,0.030856,1.417651
2.748500,0.031564,1.416170
2.749000,0.032272,1.414688
2.749500,0.032978,1.413206
2.750000,0.033684,1.411723
2.750500,0.034389,1.410239
2.751000,0.035094,1.408754
2.751500,0.035797,1.407268
2.752000,0.036500,1.405781
2.752500,0.037202,1.404294
2.753000,0.037904,1.402806
2.753500,0.038604,1.401317
2.754000,0.039304,1.399827
2.754500,0.040003,1.398337
2.755000,0.040702,1.396845
2.755500,0.041400,1.395353
2.756000,0.042096,1.393860
2.756500,0.042793,1.392366
2.757000,0.043488,1.390872
2.757500,0.044183,1.389377
2.758000,0.044877,1.387881
2.758500,0.045570,1.386384
2.759000,0.046262,1.384886
2.759500,0.046954,1.383388
2.760000,0.047645,1.381889
2.760500,0.048335,1.380389
2.761000,0.049025,1.378889
2.761500,0.049713,1.377387
2.762000,0.050401,1.375885
2.762500,0.051088,1.374382
2.763000,0.051775,1.372879
2.763500,0.052461,1.371374
2.764000,0.053145,1.369869
2.764500,0.053830,1.368364
2.765000,0.054513,1.366857
2.765500,0.055196,1.365350
2.766000,0.055878,1.363842
2.766500,0.056559,1.362333
2.767000,0.057239,1.360824
2.767500,0.057919,1.359314
2.768000,0.058598,1.357803
2.768500,0.059276,1.356291
2.769000,0.059953,1.354779
2.769500,0.060630,1.353266
2.770000,0.061306,1.351752
2.770500,0.061981,1.350238
2.771000,0.062655,1.348723
2.771500,0.063329,1.347207
2.772000,0.064002,1.345691
2.772500,0.064674,1.344174
2.773000,0.065345,1.342656
2.773500,0.066016,1.341137
2.774000,0.066686,1.339618
2.774500,0.067355,1.338098
2.775000,0.068023,1.336578
2.775500,0.068690,1.335056
2.776000,0.069357,1.333534
2.776500,0.070023,1.332012
2.777000,0.070688,1.330489
2.777500,0.071353,1.328965
2.778000,0.072017,1.327440
2.778500,0.072680,1.325915
2.779000,0.073342,1.324389
2.779500,0.074003,1.322863
2.780000,0.074664,1.321336
2.780500,0.075324,1.319808
2.781000,0.075983,1.318279
2.781500,0.076641,1.316750
2.782000,0.077299,1.315221
2.782500,0.077956,1.313690
2.783000,0.078612,1.312159
2.783500,0.079267,1.310628
2.784000,0.079922,1.309096
2.784500,0.080576,1.307563
2.785000,0.081229,1.306029
2.785500,0.081881,1.304495
2.786000,0.082532,1.302961
2.786500,0.083183,1.301425
2.787000,0.083833,1.299889
2.787500,0.084482,1.298353
2.788000,0.085131,1.296816
2.788500,0.085778,1.295278
2.789000,0.086425,1.293740
2.789500,0.087071,1.292201
2.790000,0.087716,1.290662
2.790500,0.088361,1.289121
2.791000,0.089005,1.287581
2.791500,0.089648,1.286040
2.792000,0.090290,1.284498
2.792500,0.090932,1.282955
2.793000,0.091572,1.281412
2.793500,0.092212,1.279869
2.794000,0.092851,1.278325
2.794500,0.093490,1.276780
2.795000,0.094127,1.275235
2.795500,0.094764,1.273689
2.796000,0.095400,1.272143
2.796500,0.096036,1.270596
2.797000,0.096670,1.269049
2.797500,0.097304,1.267501
2.798000,0.097937,1.265952
2.798500,0.098569,1.264403
2.799000,0.099200,1.262853
2.799500,0.099831,1.261303
2.800000,0.100461,1.259753
2.800500,0.101090,1.258201
2.801000,0.101718,1.256650
2.801500,0.102346,1.255097
2.802000,0.102973,1.253544
2.802500,0.103599,1.251991
2.803000,0.104224,1.250437
2.803500,0.104848,1.248883
2.804000,0.105472,1.247328
2.804500,0.106095,1.245773
2.805000,0.106717,1.244217
2.805500,0.107338,1.242661
2.806000,0.107959,1.241104
2.806500,0.108579,1.239546
2.807000,0.109198,1.237988
2.807500,0.109816,1.236430
2.808000,0.110433,1.234871
2.808500,0.111050,1.233312
2.809000,0.111666,1.231752
2.809500,0.112281,1.230192
2.810000,0.112895,1.228631
2.810500,0.113509,1.227070
2.811000,0.114122,1.225508
2.811500,0.114734,1.223946
2.812000,0.115345,1.222383
2.812500,0.115955,1.220820
2.813000,0.116565,1.219256
2.813500,0.117174,1.217692
2.814000,0.117782,1.216128
2.814500,0.118389,1.214563
2.815000,0.118995,1.212997
2.815500,0.119601,1.211431
2.816000,0.120206,1.209865
2.816500,0.120810,1.208298
2.817000,0.121414,1.206731
2.817500,0.122016,1.205163
2.818000,0.122618,1.203595
2.818500,0.123219,1.202027
2.819000,0.123819,1.200458
2.819500,0.124419,1.198888
2.820000,0.125017,1.197319
2.820500,0.125615,1.195748
2.821000,0.126212,1.194178
2.821500,0.126809,1.192607
2.822000,0.127404,1.191035
2.822500,0.127999,1.189463
2.823000,0.128593,1.187891
2.823500,0.129186,1.186318
2.824000,0.129778,1.184745
2.824500,0.130370,1.183172
2.825000,0.130961,1.181598
2.825500,0.131551,1.180023
2.826000,0.132140,1.178449
2.826500,0.132728,1.176874
2.827000,0.133316,1.175298
2.827500,0.133903,1.173722
2.828000,0.134489,1.172146
2.828500,0.135074,1.170569
2.829000,0.135659,1.168992
2.829500,0.136242,1.167415
2.830000,0.136825,1.165837
2.830500,0.137408,1.164259
2.831000,0.137989,1.162681
2.831500,0.138569,1.161102
2.832000,0.139149,1.159523
2.832500,0.139728,1.157943
2.833000,0.140306,1.156363
2.833500,0.140884,1.154783
2.834000,0.141460,1.153202
2.834500,0.142036,1.151621
2.835000,0.142611,1.150040
2.835500,0.143185,1.148458
2.836000,0.143759,1.146876
2.836500,0.144331,1.145294
2.837000,0.144903,1.143711
2.837500,0.145474,1.142128
2.838000,0.146045,1.140545
2.838500,0.146614,1.138961
2.839000,0.147183,1.137377
2.839500,0.147751,1.135793
2.840000,0.148318,1.134208
2.840500,0.148884,1.132623
2.841000,0.149450,1.131038
2.841500,0.150014,1.129453
2.842000,0.150578,1.127867
2.842500,0.151141,1.126281
2.843000,0.151704,1.124694
2.843500,0.152265,1.123107
2.844000,0.152826,1.121520
2.844500,0.153386,1.119933
2.845000,0.153945,1.118345
2.845500,0.154504,1.116757
2.846000,0.155061,1.115169
2.846500,0.155618,1.113580
2.847000,0.156174,1.111992
2.847500,0.156729,1.110403
2.848000,0.157284,1.108813
2.848500,0.157837,1.107224
2.849000,0.158390,1.105634
2.849500,0.158942,1.104044
2.850000,0.159493,1.102453
2.850500,0.160044,1.100862
2.851000,0.160593,1.099271
2.851500,0.161142,1.097680
2.852000,0.161690,1.096089
2.852500,0.162238,1.094497
2.853000,0.162784,1.092905
2.853500,0.163330,1.091313
2.854000,0.163874,1.089720
2.854500,0.164419,1.088128
2.855000,0.164962,1.086535
2.855500,0.165504,1.084941
2.856000,0.166046,1.083348
2.856500,0.166587,1.081754
2.857000,0.167127,1.080160
2.857500,0.167666,1.078566
2.858000,0.168205,1.076972
2.858500,0.168742,1.075377
2.859000,0.169279,1.073783
2.859500,0.169815,1.072188
2.860000,0.170351,1.070592
2.860500,0.170885,1.068997
2.861000,0.171419,1.067401
2.861500,0.171952,1.065805
2.862000,0.172484,1.064209
2.862500,0.173015,1.062613
2.863000,0.173546,1.061017
2.863500,0.174075,1.059420
2.864000,0.174604,1.057823
2.864500,0.175132,1.056226
2.865000,0.175660,1.054629
2.865500,0.176186,1.053031
2.866000,0.176712,1.051434
2.866500,0.177237,1.049836
2.867000,0.177761,1.048238
2.867500,0.178284,1.046640
2.868000,0.178807,1.045042
2.868500,0.179329,1.043443
2.869000,0.179849,1.041844
2.869500,0.180370,1.040246
2.870000,0.180889,1.038647
2.870500,0.181407,1.037047
2.871000,0.181925,1.035448
2.871500,0.182442,1.033849
2.872000,0.182958,1.032249
2.872500,0.183474,1.030649
2.873000,0.183988,1.029049
2.873500,0.184502,1.027449
2.874000,0.185015,1.025849
2.874500,0.185527,1.024249
2.875000,0.186038,1.022648
2.875500,0.186549,1.021048
2.876000,0.187058,1.019447
2.876500,0.187567,1.017846
2.877000,0.188075,1.016245
2.877500,0.188583,1.014644
2.878000,0.189089,1.013043
2.878500,0.189595,1.011441
2.879000,0.190100,1.009840
2.879500,0.190604,1.008238
2.880000,0.191107,1.006636
2.880500,0.191610,1.005034
2.881000,0.192112,1.003432
2.881500,0.192613,1.001830
2.882000,0.193113,1.000228
2.882500,0.193612,0.998626
2.883000,0.194110,0.997024
2.883500,0.194608,0.995421
2.884000,0.195105,0.993818
2.884500,0.195601,0.992216
2.885000,0.196096,0.990613
2.885500,0.196591,0.989010
2.886000,0.197085,0.987407
2.886500,0.197578,0.985804
2.887000,0.198070,0.984201
2.887500,0.198561,0.982598
2.888000,0.199051,0.980995
2.888500,0.199541,0.979392
2.889000,0.200030,0.977788
2.889500,0.200518,0.976185
2.890000,0.201005,0.974581
2.890500,0.201492,0.972978
2.891000,0.201978,0.971374
2.891500,0.202463,0.969770
2.892000,0.202947,0.968167
2.892500,0.203430,0.966563
2.893000,0.203912,0.964959
2.893500,0.204394,0.963355
2.894000,0.204875,0.961751
2.894500,0.205355,0.960147
2.895000,0.205834,0.958543
2.895500,0.206313,0.956939
2.896000,0.206790,0.955335
2.896500,0.207267,0.953731
2.897000,0.207743,0.952127
2.897500,0.208219,0.950522
2.898000,0.208693,0.948918
2.898500,0.209167,0.947314
2.899000,0.209640,0.945710
2.899500,0.210112,0.944105
2.900000,0.210583,0.942501
2.900500,0.211053,0.940897
2.901000,0.211523,0.939292
2.901500,0.211992,0.937688
2.902000,0.212460,0.936084
2.902500,0.212927,0.934479
2.903000,0.213394,0.932875
2.903500,0.213859,0.931271
2.904000,0.214324,0.929666
2.904500,0.214788,0.928062
2.905000,0.215251,0.926458
2.905500,0.215714,0.924853
2.906000,0.216175,0.923249
2.906500,0.216636,0.921645
2.907000,0.217096,0.920040
2.907500,0.217555,0.918436
2.908000,0.218014,0.916832
2.908500,0.218471,0.915228
2.909000,0.218928,0.913623
2.909500,0.219384,0.912019
2.910000,0.219839,0.910415
2.910500,0.220294,0.908811
2.911000,0.220747,0.907207
2.911500,0.221200,0.905603
2.912000,0.221652,0.903999
2.912500,0.222103,0.902395
2.913000,0.222554,0.900791
2.913500,0.223003,0.899187
2.914000,0.223452,0.897584
2.914500,0.223900,0.895980
2.915000,0.224347,0.894376
2.915500,0.224794,0.892772
2.916000,0.225239,0.891169
2.916500,0.225684,0.889565
2.917000,0.226128,0.887962
2.917500,0.226571,0.886358
2.918000,0.227014,0.884755
2.918500,0.227455,0.883152
2.919000,0.227896,0.881549
2.919500,0.228336,0.879946
2.920000,0.228775,0.878343
2.920500,0.229214,0.876740
2.921000,0.229651,0.875137
2.921500,0.230088,0.873534
2.922000,0.230524,0.871931
2.922500,0.230959,0.870329
2.923000,0.231393,0.868726
2.923500,0.231827,0.867124
2.924000,0.232260,0.865521
2.924500,0.232692,0.863919
2.925000,0.233123,0.862317
2.925500,0.233553,0.860715
2.926000,0.233983,0.859113
2.926500,0.234411,0.857511
2.927000,0.234839,0.855910
2.927500,0.235267,0.854308
2.928000,0.235693,0.852707
2.928500,0.236119,0.851105
2.929000,0.236543,0.849504
2.929500,0.236967,0.847903
2.930000,0.237390,0.846302
2.930500,0.237813,0.844701
2.931000,0.238234,0.843100
2.931500,0.238655,0.841500
2.932000,0.239075,0.839899
2.932500,0.239494,0.838299
2.933000,0.239912,0.836699
2.933500,0.240330,0.835099
2.934000,0.240747,0.833499
2.934500,0.241163,0.831899
2.935000,0.241578,0.830299
2.935500,0.241992,0.828700
2.936000,0.242406,0.827100
2.936500,0.242819,0.825501
2.937000,0.243230,0.823902
2.937500,0.243642,0.822303
2.938000,0.244052,0.820705
2.938500,0.244462,0.819106
2.939000,0.244870,0.817508
2.939500,0.245278,0.815910
2.940000,0.245685,0.814311
2.940500,0.246092,0.812714
2.941000,0.246497,0.811116
2.941500,0.246902,0.809518
2.942000,0.247306,0.807921
2.942500,0.247709,0.806324
2.943000,0.248112,0.804727
2.943500,0.248513,0.803130
2.944000,0.248914,0.801533
2.944500,0.249314,0.799937
2.945000,0.249713,0.798341
2.945500,0.250111,0.796745
2.946000,0.250509,0.795149
2.946500,0.250906,0.793553
2.947000,0.251302,0.791958
2.947500,0.251697,0.790362
2.948000,0.252091,0.788767
2.948500,0.252485,0.787173
2.949000,0.252878,0.785578
2.949500,0.253270,0.783983
2.950000,0.253661,0.782389
2.950500,0.254051,0.780795
2.951000,0.254441,0.779201
2.951500,0.254830,0.777608
2.952000,0.255218,0.776015
2.952500,0.255605,0.774421
2.953000,0.255991,0.772829
2.953500,0.256377,0.771236
2.954000,0.256762,0.769643
2.954500,0.257146,0.768051
2.955000,0.257529,0.766459
2.955500,0.257911,0.764868
2.956000,0.258293,0.763276
2.956500,0.258674,0.761685
2.957000,0.259054,0.760094
2.957500,0.259433,0.758503
2.958000,0.259812,0.756913
2.958500,0.260189,0.755322
2.959000,0.260566,0.753732
2.959500,0.260942,0.752142
2.960000,0.261318,0.750553
2.960500,0.261692,0.748964
2.961000,0.262066,0.747375
2.961500,0.262439,0.745786
2.962000,0.262811,0.744198
2.962500,0.263182,0.742609
2.963000,0.263552,0.741021
2.963500,0.263922,0.739434
2.964000,0.264291,0.737846
2.964500,0.264659,0.736259
2.965000,0.265027,0.734672
2.965500,0.265393,0.733086
2.966000,0.265759,0.731500
2.966500,0.266124,0.729914
2.967000,0.266488,0.728328
2.967500,0.266851,0.726742
2.968000,0.267214,0.725157
2.968500,0.267576,0.723573
2.969000,0.267937,0.721988
2.969500,0.268297,0.720404
2.970000,0.268656,0.718820
2.970500,0.269015,0.717236
2.971000,0.269373,0.715653
2.971500,0.269730,0.714070
2.972000,0.270086,0.712487
2.972500,0.270442,0.710905
2.973000,0.270796,0.709322
2.973500,0.271150,0.707741
2.974000,0.271503,0.706159
2.974500,0.271855,0.704578
2.975000,0.272207,0.702997
2.975500,0.272558,0.701417
2.976000,0.272908,0.699836
2.976500,0.273257,0.698257
2.977000,0.273605,0.696677
2.977500,0.273953,0.695098
2.978000,0.274299,0.693519
2.978500,0.274645,0.691940
2.979000,0.274990,0.690362
2.979500,0.275335,0.688784
2.980000,0.275678,0.687207
2.980500,0.276021,0.685629
2.981000,0.276363,0.684053
2.981500,0.276705,0.682476
2.982000,0.277045,0.680900
2.982500,0.277385,0.679324
2.983000,0.277724,0.677749
2.983500,0.278062,0.676174
2.984000,0.278399,0.674599
2.984500,0.278735,0.673024
2.985000,0.279071,0.671450
2.985500,0.279406,0.669877
2.986000,0.279740,0.668303
2.986500,0.280074,0.666730
2.987000,0.280406,0.665158
2.987500,0.280738,0.663586
2.988000,0.281069,0.662014
2.988500,0.281399,0.660442
2.989000,0.281729,0.658871
2.989500,0.282057,0.657301
2.990000,0.282385,0.655730
2.990500,0.282712,0.654160
2.991000,0.283039,0.652591
2.991500,0.283364,0.651022
2.992000,0.283689,0.649453
2.992500,0.284013,0.647884
2.993000,0.284336,0.646316
2.993500,0.284658,0.644749
2.994000,0.284980,0.643182
2.994500,0.285301,0.641615
2.995000,0.285621,0.640048
2.995500,0.285940,0.638482
2.996000,0.286258,0.636917
2.996500,0.286576,0.635351
2.997000,0.286893,0.633787
2.997500,0.287209,0.632222
2.998000,0.287524,0.630658
2.998500,0.287839,0.629095
2.999000,0.288153,0.627532
2.999500,0.288466,0.625969
3.000000,0.288778,0.624407
3.000500,0.289089,0.622845
3.001000,0.289400,0.621283
3.001500,0.289710,0.619722
3.002000,0.290019,0.618162
3.002500,0.290327,0.616601
3.003000,0.290635,0.615042
3.003500,0.290941,0.613482
3.004000,0.291247,0.611924
3.004500,0.291553,0.610365
3.005000,0.291857,0.608807
3.005500,0.292161,0.607250
3.006000,0.292463,0.605692
3.006500,0.292766,0.604136
3.007000,0.293067,0.602580
3.007500,0.293367,0.601024
3.008000,0.293667,0.599468
3.008500,0.293966,0.597914
3.009000,0.294264,0.596359
3.009500,0.294562,0.594805
3.010000,0.294858,0.593252
3.010500,0.295154,0.591699
3.011000,0.295449,0.590146
3.011500,0.295743,0.588594
3.012000,0.296037,0.587042
3.012500,0.296330,0.585491
3.013000,0.296622,0.583940
3.013500,0.296913,0.582390
3.014000,0.297203,0.580840
3.014500,0.297493,0.579291
3.015000,0.297782,0.577742
3.015500,0.298070,0.576194
3.016000,0.298357,0.574646
3.016500,0.298644,0.573099
3.017000,0.298930,0.571552
3.017500,0.299215,0.570005
3.018000,0.299499,0.568460
3.018500,0.299782,0.566914
3.019000,0.300065,0.565369
3.019500,0.300347,0.563825
3.020000,0.300628,0.562281
3.020500,0.300908,0.560737
3.021000,0.301188,0.559195
3.021500,0.301467,0.557652
3.022000,0.301745,0.556110
3.022500,0.302022,0.554569
3.023000,0.302299,0.553028
3.023500,0.302574,0.551487
3.024000,0.302849,0.549948
3.024500,0.303124,0.548408
3.025000,0.303397,0.546869
3.025500,0.303670,0.545331
3.026000,0.303942,0.543793
3.026500,0.304213,0.542256
3.027000,0.304483,0.540719
3.027500,0.304753,0.539183
3.028000,0.305021,0.537647
3.028500,0.305290,0.536112
3.029000,0.305557,0.534577
3.029500,0.305823,0.533043
3.030000,0.306089,0.531509
3.030500,0.306354,0.529976
3.031000,0.306618,0.528444
3.031500,0.306882,0.526912
3.032000,0.307144,0.525380
3.032500,0.307406,0.523849
3.033000,0.307668,0.522319
3.033500,0.307928,0.520789
3.034000,0.308188,0.519260
3.034500,0.308446,0.517731
3.035000,0.308705,0.516203
3.035500,0.308962,0.514675
3.036000,0.309218,0.513148
3.036500,0.309474,0.511622
3.037000,0.309729,0.510096
3.037500,0.309984,0.508570
3.038000,0.310237,0.507045
3.038500,0.310490,0.505521
3.039000,0.310742,0.503997
3.039500,0.310993,0.502474
3.040000,0.311244,0.500952
3.040500,0.311493,0.499430
3.041000,0.311742,0.497908
3.041500,0.311990,0.496387
3.042000,0.312238,0.494867
3.042500,0.312485,0.493347
3.043000,0.312730,0.491828
3.043500,0.312976,0.490310
3.044000,0.313220,0.488792
3.044500,0.313464,0.487274
3.045000,0.313707,0.485758
3.045500,0.313949,0.484241
3.046000,0.314190,0.482726
3.046500,0.314431,0.481211
3.047000,0.314670,0.479696
3.047500,0.314910,0.478182
3.048000,0.315148,0.476669
3.048500,0.315385,0.475157
3.049000,0.315622,0.473645
3.049500,0.315858,0.472133
3.050000,0.316094,0.470622
3.050500,0.316328,0.469112
3.051000,0.316562,0.467602
3.051500,0.316795,0.466093
3.052000,0.317027,0.464585
3.052500,0.317259,0.463077
3.053000,0.317490,0.461570
3.053500,0.317720,0.460064
3.054000,0.317949,0.458558
3.054500,0.318178,0.457052
3.055000,0.318405,0.455548
3.055500,0.318632,0.454044
3.056000,0.318859,0.452540
3.056500,0.319084,0.451037
3.057000,0.319309,0.449535
3.057500,0.319533,0.448034
3.058000,0.319756,0.446533
3.058500,0.319979,0.445032
3.059000,0.320200,0.443533
3.059500,0.320421,0.442034
3.060000,0.320642,0.440535
3.060500,0.320861,0.439037
3.061000,0.321080,0.437540
3.061500,0.321298,0.436044
3.062000,0.321515,0.434548
3.062500,0.321732,0.433053
3.063000,0.321948,0.431558
3.063500,0.322163,0.430064
3.064000,0.322377,0.428571
3.064500,0.322590,0.427079
3.065000,0.322803,0.425587
3.065500,0.323015,0.424095
3.066000,0.323227,0.422605
3.066500,0.323437,0.421115
3.067000,0.323647,0.419626
3.067500,0.323856,0.418137
3.068000,0.324064,0.416649
3.068500,0.324272,0.415162
3.069000,0.324479,0.413675
3.069500,0.324685,0.412189
3.070000,0.324890,0.410704
3.070500,0.325095,0.409219
3.071000,0.325299,0.407735
3.071500,0.325502,0.406252
3.072000,0.325704,0.404770
3.072500,0.325906,0.403288
3.073000,0.326107,0.401806
3.073500,0.326307,0.400326
3.074000,0.326506,0.398846
3.074500,0.326705,0.397367
3.075000,0.326903,0.395888
3.075500,0.327100,0.394411
3.076000,0.327297,0.392933
3.076500,0.327492,0.391457
3.077000,0.327687,0.389981
3.077500,0.327882,0.388506
3.078000,0.328075,0.387032
3.078500,0.328268,0.385558
3.079000,0.328460,0.384085
3.079500,0.328651,0.382613
3.080000,0.328842,0.381142
3.080500,0.329032,0.379671
3.081000,0.329221,0.378201
3.081500,0.329409,0.376731
3.082000,0.329597,0.375263
3.082500,0.329784,0.373795
3.083000,0.329970,0.372327
3.083500,0.330155,0.370861
3.084000,0.330340,0.369395
3.084500,0.330524,0.367930
3.085000,0.330707,0.366465
3.085500,0.330890,0.365002
3.086000,0.331071,0.363539
3.086500,0.331252,0.362076
3.087000,0.331433,0.360615
3.087500,0.331612,0.359154
3.088000,0.331791,0.357694
3.088500,0.331969,0.356235
3.089000,0.332147,0.354776
3.089500,0.332323,0.353318
3.090000,0.332499,0.351861
3.090500,0.332675,0.350405
3.091000,0.332849,0.348949
3.091500,0.333023,0.347494
3.092000,0.333196,0.346040
3.092500,0.333368,0.344586
3.093000,0.333540,0.343134
3.093500,0.333710,0.341682
3.094000,0.333881,0.340231
3.094500,0.334050,0.338780
3.095000,0.334219,0.337330
3.095500,0.334387,0.335881
3.096000,0.334554,0.334433
3.096500,0.334720,0.332986
3.097000,0.334886,0.331539
3.097500,0.335051,0.330093
3.098000,0.335215,0.328648
3.098500,0.335379,0.327204
3.099000,0.335542,0.325760
3.099500,0.335704,0.324317
3.100000,0.335865,0.322875
3.100500,0.336026,0.321433
3.101000,0.336186,0.319993
3.101500,0.336345,0.318553
3.102000,0.336504,0.317114
3.102500,0.336662,0.315676
3.103000,0.336819,0.314238
3.103500,0.336975,0.312801
3.104000,0.337131,0.311365
3.104500,0.337286,0.309930
3.105000,0.337440,0.308496
3.105500,0.337594,0.307062
3.106000,0.337747,0.305629
3.106500,0.337899,0.304197
3.107000,0.338050,0.302766
3.107500,0.338201,0.301335
3.108000,0.338351,0.299906
3.108500,0.338500,0.298477
3.109000,0.338649,0.297049
3.109500,0.338796,0.295621
3.110000,0.338943,0.294195
3.110500,0.339090,0.292769
3.111000,0.339235,0.291344
3.111500,0.339380,0.289920
3.112000,0.339525,0.288497
3.112500,0.339668,0.287074
3.113000,0.339811,0.285652
3.113500,0.339953,0.284231
3.114000,0.340095,0.282811
3.114500,0.340235,0.281392
3.115000,0.340375,0.279973
3.115500,0.340515,0.278556
3.116000,0.340653,0.277139
3.116500,0.340791,0.275723
3.117000,0.340928,0.274307
3.117500,0.341065,0.272893
3.118000,0.341200,0.271479
3.118500,0.341335,0.270066
3.119000,0.341470,0.268654
3.119500,0.341603,0.267243
3.120000,0.341736,0.265833
3.120500,0.341868,0.264423
3.121000,0.342000,0.263014
3.121500,0.342131,0.261607
3.122000,0.342261,0.260199
3.122500,0.342390,0.258793
3.123000,0.342519,0.257388
3.123500,0.342647,0.255983
3.124000,0.342774,0.254579
3.124500,0.342901,0.253177
3.125000,0.343027,0.251774
3.125500,0.343152,0.250373
3.126000,0.343276,0.248973
3.126500,0.343400,0.247573
3.127000,0.343523,0.246175
3.127500,0.343646,0.244777
3.128000,0.343767,0.243380
3.128500,0.343888,0.241983
3.129000,0.344009,0.240588
3.129500,0.344128,0.239194
3.130000,0.344247,0.237800
3.130500,0.344365,0.236407
3.131000,0.344483,0.235015
3.131500,0.344600,0.233624
3.132000,0.344716,0.232234
3.132500,0.344831,0.230844
3.133000,0.344946,0.229456
3.133500,0.345060,0.228068
3.134000,0.345173,0.226681
3.134500,0.345286,0.225295
3.135000,0.345398,0.223910
3.135500,0.345509,0.222526
3.136000,0.345620,0.221143
3.136500,0.345730,0.219760
3.137000,0.345839,0.218379
3.137500,0.345947,0.216998
3.138000,0.346055,0.215618
3.138500,0.346162,0.214239
3.139000,0.346269,0.212861
3.139500,0.346374,0.211483
3.140000,0.346479,0.210107
3.140500,0.346584,0.208731
3.141000,0.346687,0.207357
3.141500,0.346790,0.205983
3.142000,0.346893,0.204610
3.142500,0.346994,0.203238
3.143000,0.347095,0.201867
3.143500,0.347196,0.200497
3.144000,0.347295,0.199127
3.144500,0.347394,0.197759
3.145000,0.347492,0.196391
3.145500,0.347590,0.195025
3.146000,0.347687,0.193659
3.146500,0.347783,0.192294
3.147000,0.347878,0.190930
3.147500,0.347973,0.189567
3.148000,0.348067,0.188205
3.148500,0.348160,0.186843
3.149000,0.348253,0.185483
3.149500,0.348345,0.184123
3.150000,0.348437,0.182765
3.150500,0.348527,0.181407
3.151000,0.348617,0.180050
3.151500,0.348707,0.178694
3.152000,0.348795,0.177339
3.152500,0.348883,0.175985
3.153000,0.348971,0.174632
3.153500,0.349057,0.173280
3.154000,0.349143,0.171928
3.154500,0.349229,0.170578
3.155000,0.349313,0.169228
3.155500,0.349397,0.167879
3.156000,0.349480,0.166532
3.156500,0.349563,0.165185
3.157000,0.349645,0.163839
3.157500,0.349726,0.162494
3.158000,0.349807,0.161150
3.158500,0.349887,0.159807
3.159000,0.349966,0.158465
3.159500,0.350044,0.157123
3.160000,0.350122,0.155783
3.160500,0.350200,0.154444
3.161000,0.350276,0.153105
3.161500,0.350352,0.151767
3.162000,0.350427,0.150431
3.162500,0.350502,0.149095
3.163000,0.350576,0.147760
3.163500,0.350649,0.146426
3.164000,0.350721,0.145093
3.164500,0.350793,0.143762
3.165000,0.350864,0.142430
3.165500,0.350935,0.141100
3.166000,0.351005,0.139771
3.166500,0.351074,0.138443
3.167000,0.351143,0.137116
3.167500,0.351211,0.135789
3.168000,0.351278,0.134464
3.168500,0.351344,0.133139
3.169000,0.351410,0.131816
3.169500,0.351476,0.130493
3.170000,0.351540,0.129172
3.170500,0.351604,0.127851
3.171000,0.351667,0.126531
3.171500,0.351730,0.125213
3.172000,0.351792,0.123895
3.172500,0.351853,0.122578
3.173000,0.351914,0.121262
3.173500,0.351974,0.119947
3.174000,0.352033,0.118633
3.174500,0.352092,0.117320
3.175000,0.352150,0.116008
3.175500,0.352207,0.114697
3.176000,0.352264,0.113387
3.176500,0.352320,0.112077
3.177000,0.352375,0.110769
3.177500,0.352430,0.109462
3.178000,0.352484,0.108156
