time(s),ankle_angle(deg),ankle_velocity(deg/s)
1.660500,-1.259684,-1.661631
1.661000,-1.260512,-1.656620
1.661500,-1.261338,-1.651610
1.662000,-1.262161,-1.646603
1.662500,-1.262982,-1.641597
1.663000,-1.263800,-1.636594
1.663500,-1.264616,-1.631592
1.664000,-1.265429,-1.626592
1.664500,-1.266240,-1.621594
1.665000,-1.267048,-1.616598
1.665500,-1.267854,-1.611604
1.666000,-1.268658,-1.606611
1.666500,-1.269458,-1.601621
1.667000,-1.270257,-1.596633
1.667500,-1.271052,-1.591646
1.668000,-1.271846,-1.586661
1.668500,-1.272637,-1.581679
1.669000,-1.273425,-1.576698
1.669500,-1.274211,-1.571719
1.670000,-1.274994,-1.566743
1.670500,-1.275775,-1.561768
1.671000,-1.276554,-1.556795
1.671500,-1.277329,-1.551824
1.672000,-1.278103,-1.546855
1.672500,-1.278874,-1.541889
1.673000,-1.279642,-1.536924
1.673500,-1.280408,-1.531961
1.674000,-1.281172,-1.527000
1.674500,-1.281933,-1.522041
1.675000,-1.282691,-1.517084
1.675500,-1.283447,-1.512130
1.676000,-1.284201,-1.507177
1.676500,-1.284952,-1.502226
1.677000,-1.285701,-1.497277
1.677500,-1.286447,-1.492331
1.678000,-1.287191,-1.487386
1.678500,-1.287932,-1.482444
1.679000,-1.288671,-1.477503
1.679500,-1.289407,-1.472565
1.680000,-1.290141,-1.467629
1.680500,-1.290872,-1.462694
1.681000,-1.291601,-1.457762
1.681500,-1.292327,-1.452832
1.682000,-1.293051,-1.447904
1.682500,-1.293773,-1.442978
1.683000,-1.294492,-1.438055
1.683500,-1.295208,-1.433133
1.684000,-1.295922,-1.428214
1.684500,-1.296634,-1.423296
1.685000,-1.297343,-1.418381
1.685500,-1.298050,-1.413468
1.686000,-1.298754,-1.408557
1.686500,-1.299456,-1.403648
1.687000,-1.300155,-1.398741
1.687500,-1.300852,-1.393837
1.688000,-1.301547,-1.388934
1.688500,-1.302239,-1.384034
1.689000,-1.302928,-1.379136
1.689500,-1.303616,-1.374240
1.690000,-1.304300,-1.369347
1.690500,-1.304982,-1.364455
1.691000,-1.305662,-1.359566
1.691500,-1.306340,-1.354679
1.692000,-1.307014,-1.349794
1.692500,-1.307687,-1.344911
1.693000,-1.308357,-1.340031
1.693500,-1.309025,-1.335153
1.694000,-1.309690,-1.330277
1.694500,-1.310352,-1.325403
1.695000,-1.311013,-1.320532
1.695500,-1.311670,-1.315662
1.696000,-1.312326,-1.310795
1.696500,-1.312979,-1.305931
1.697000,-1.313629,-1.301068
1.697500,-1.314277,-1.296208
1.698000,-1.314923,-1.291350
1.698500,-1.315566,-1.286494
1.699000,-1.316207,-1.281641
1.699500,-1.316846,-1.276790
1.700000,-1.317482,-1.271941
1.700500,-1.318115,-1.267094
1.701000,-1.318746,-1.262250
1.701500,-1.319375,-1.257408
1.702000,-1.320001,-1.252568
1.702500,-1.320625,-1.247731
1.703000,-1.321247,-1.242896
1.703500,-1.321866,-1.238064
1.704000,-1.322482,-1.233233
1.704500,-1.323096,-1.228405
1.705000,-1.323708,-1.223580
1.705500,-1.324318,-1.218756
1.706000,-1.324925,-1.213935
1.706500,-1.325529,-1.209117
1.707000,-1.326131,-1.204301
1.707500,-1.326731,-1.199487
1.708000,-1.327328,-1.194675
1.708500,-1.327923,-1.189866
1.709000,-1.328516,-1.185059
1.709500,-1.329106,-1.180255
1.710000,-1.329694,-1.175453
1.710500,-1.330279,-1.170654
1.711000,-1.330862,-1.165857
1.711500,-1.331442,-1.161062
1.712000,-1.332021,-1.156270
1.712500,-1.332596,-1.151480
1.713000,-1.333170,-1.146692
1.713500,-1.333741,-1.141907
1.714000,-1.334309,-1.137125
1.714500,-1.334875,-1.132344
1.715000,-1.335439,-1.127567
1.715500,-1.336001,-1.122791
1.716000,-1.336560,-1.118019
1.716500,-1.337116,-1.113248
1.717000,-1.337670,-1.108480
1.717500,-1.338222,-1.103715
1.718000,-1.338772,-1.098952
1.718500,-1.339319,-1.094192
1.719000,-1.339864,-1.089434
1.719500,-1.340406,-1.084678
1.720000,-1.340946,-1.079925
1.720500,-1.341483,-1.075175
1.721000,-1.342019,-1.070427
1.721500,-1.342551,-1.065681
1.722000,-1.343082,-1.060938
1.722500,-1.343610,-1.056198
1.723000,-1.344136,-1.051460
1.723500,-1.344659,-1.046724
1.724000,-1.345180,-1.041991
1.724500,-1.345699,-1.037261
1.725000,-1.346215,-1.032533
1.725500,-1.346729,-1.027808
1.726000,-1.347240,-1.023085
1.726500,-1.347750,-1.018365
1.727000,-1.348256,-1.013648
1.727500,-1.348761,-1.008933
1.728000,-1.349263,-1.004220
1.728500,-1.349763,-0.999510
1.729000,-1.350260,-0.994803
1.729500,-1.350755,-0.990098
1.730000,-1.351248,-0.985396
1.730500,-1.351738,-0.980697
1.731000,-1.352226,-0.976000
1.731500,-1.352712,-0.971306
1.732000,-1.353195,-0.966614
1.732500,-1.353676,-0.961925
1.733000,-1.354155,-0.957238
1.733500,-1.354631,-0.952554
1.734000,-1.355105,-0.947873
1.734500,-1.355577,-0.943195
1.735000,-1.356046,-0.938519
1.735500,-1.356513,-0.933845
1.736000,-1.356977,-0.929175
1.736500,-1.357440,-0.924507
1.737000,-1.357900,-0.919841
1.737500,-1.358357,-0.915179
1.738000,-1.358812,-0.910519
1.738500,-1.359265,-0.905861
1.739000,-1.359716,-0.901207
1.739500,-1.360164,-0.896555
1.740000,-1.360610,-0.891905
1.740500,-1.361054,-0.887259
1.741000,-1.361495,-0.882615
1.741500,-1.361934,-0.877974
1.742000,-1.362371,-0.873335
1.742500,-1.362805,-0.868699
1.743000,-1.363237,-0.864066
1.743500,-1.363667,-0.859436
1.744000,-1.364094,-0.854808
1.744500,-1.364519,-0.850183
1.745000,-1.364942,-0.845561
1.745500,-1.365363,-0.840941
1.746000,-1.365781,-0.836325
1.746500,-1.366197,-0.831711
1.747000,-1.366610,-0.827099
1.747500,-1.367021,-0.822491
1.748000,-1.367430,-0.817885
1.748500,-1.367837,-0.813282
1.749000,-1.368241,-0.808682
1.749500,-1.368643,-0.804084
1.750000,-1.369043,-0.799490
1.750500,-1.369441,-0.794898
1.751000,-1.369836,-0.790309
1.751500,-1.370229,-0.785722
1.752000,-1.370619,-0.781139
1.752500,-1.371008,-0.776558
1.753000,-1.371393,-0.771980
1.753500,-1.371777,-0.767405
1.754000,-1.372159,-0.762833
1.754500,-1.372538,-0.758263
1.755000,-1.372915,-0.753697
1.755500,-1.373289,-0.749133
1.756000,-1.373661,-0.744572
1.756500,-1.374031,-0.740013
1.757000,-1.374399,-0.735458
1.757500,-1.374765,-0.730905
1.758000,-1.375128,-0.726356
1.758500,-1.375489,-0.721809
1.759000,-1.375847,-0.717265
1.759500,-1.376204,-0.712724
1.760000,-1.376558,-0.708186
1.760500,-1.376910,-0.703650
1.761000,-1.377259,-0.699118
1.761500,-1.377606,-0.694588
1.762000,-1.377952,-0.690061
1.762500,-1.378294,-0.685537
1.763000,-1.378635,-0.681016
1.763500,-1.378973,-0.676498
1.764000,-1.379309,-0.671983
1.764500,-1.379643,-0.667471
1.765000,-1.379974,-0.662961
1.765500,-1.380303,-0.658455
1.766000,-1.380630,-0.653951
1.766500,-1.380955,-0.649450
1.767000,-1.381278,-0.644952
1.767500,-1.381598,-0.640458
1.768000,-1.381916,-0.635966
1.768500,-1.382232,-0.631477
1.769000,-1.382545,-0.626991
1.769500,-1.382856,-0.622508
1.770000,-1.383165,-0.618027
1.770500,-1.383472,-0.613550
1.771000,-1.383777,-0.609076
1.771500,-1.384079,-0.604605
1.772000,-1.384379,-0.600136
1.772500,-1.384677,-0.595671
1.773000,-1.384972,-0.591209
1.773500,-1.385266,-0.586749
1.774000,-1.385557,-0.582293
1.774500,-1.385846,-0.577839
1.775000,-1.386133,-0.573389
1.775500,-1.386417,-0.568941
1.776000,-1.386699,-0.564497
1.776500,-1.386979,-0.560055
1.777000,-1.387257,-0.555617
1.777500,-1.387533,-0.551181
1.778000,-1.387806,-0.546749
1.778500,-1.388077,-0.542319
1.779000,-1.388346,-0.537893
1.779500,-1.388613,-0.533469
1.780000,-1.388878,-0.529049
1.780500,-1.389140,-0.524632
1.781000,-1.389400,-0.520217
1.781500,-1.389658,-0.515806
1.782000,-1.389914,-0.511398
1.782500,-1.390167,-0.506992
1.783000,-1.390418,-0.502590
1.783500,-1.390667,-0.498191
1.784000,-1.390914,-0.493795
1.784500,-1.391159,-0.489402
1.785000,-1.391402,-0.485012
1.785500,-1.391642,-0.480625
1.786000,-1.391880,-0.476242
1.786500,-1.392116,-0.471861
1.787000,-1.392350,-0.467483
1.787500,-1.392581,-0.463109
1.788000,-1.392811,-0.458737
1.788500,-1.393038,-0.454369
1.789000,-1.393263,-0.450004
1.789500,-1.393486,-0.445641
1.790000,-1.393706,-0.441282
1.790500,-1.393925,-0.436926
1.791000,-1.394141,-0.432574
1.791500,-1.394355,-0.428224
1.792000,-1.394567,-0.423877
1.792500,-1.394777,-0.419534
1.793000,-1.394984,-0.415193
1.793500,-1.395190,-0.410856
1.794000,-1.395393,-0.406522
1.794500,-1.395594,-0.402191
1.795000,-1.395793,-0.397863
1.795500,-1.395990,-0.393539
1.796000,-1.396184,-0.389217
1.796500,-1.396377,-0.384899
1.797000,-1.396567,-0.380584
1.797500,-1.396755,-0.376272
1.798000,-1.396941,-0.371963
1.798500,-1.397125,-0.367657
1.799000,-1.397307,-0.363354
1.799500,-1.397486,-0.359055
1.800000,-1.397664,-0.354759
1.800500,-1.397839,-0.350466
1.801000,-1.398012,-0.346176
1.801500,-1.398183,-0.341889
1.802000,-1.398352,-0.337606
1.802500,-1.398518,-0.333326
1.803000,-1.398683,-0.329049
1.803500,-1.398845,-0.324775
1.804000,-1.399006,-0.320504
1.804500,-1.399164,-0.316237
1.805000,-1.399320,-0.311972
1.805500,-1.399474,-0.307711
1.806000,-1.399625,-0.303454
1.806500,-1.399775,-0.299199
1.807000,-1.399922,-0.294948
1.807500,-1.400068,-0.290700
1.808000,-1.400211,-0.286455
1.808500,-1.400352,-0.282213
1.809000,-1.400491,-0.277975
1.809500,-1.400628,-0.273740
1.810000,-1.400763,-0.269508
1.810500,-1.400895,-0.265279
1.811000,-1.401026,-0.261054
1.811500,-1.401154,-0.256832
1.812000,-1.401281,-0.252613
1.812500,-1.401405,-0.248397
1.813000,-1.401527,-0.244185
1.813500,-1.401647,-0.239976
1.814000,-1.401765,-0.235770
1.814500,-1.401881,-0.231568
1.815000,-1.401994,-0.227369
1.815500,-1.402106,-0.223173
1.816000,-1.402215,-0.218980
1.816500,-1.402323,-0.214791
1.817000,-1.402428,-0.210605
1.817500,-1.402531,-0.206422
1.818000,-1.402632,-0.202243
1.818500,-1.402731,-0.198066
1.819000,-1.402828,-0.193894
1.819500,-1.402923,-0.189724
1.820000,-1.403016,-0.185558
1.820500,-1.403107,-0.181395
1.821000,-1.403195,-0.177236
1.821500,-1.403282,-0.173079
1.822000,-1.403366,-0.168927
1.822500,-1.403449,-0.164777
1.823000,-1.403529,-0.160631
1.823500,-1.403607,-0.156488
1.824000,-1.403683,-0.152349
1.824500,-1.403757,-0.148212
1.825000,-1.403830,-0.144080
1.825500,-1.403899,-0.139950
1.826000,-1.403967,-0.135824
1.826500,-1.404033,-0.131701
1.827000,-1.404097,-0.127582
1.827500,-1.404159,-0.123466
1.828000,-1.404218,-0.119353
1.828500,-1.404276,-0.115244
1.829000,-1.404332,-0.111138
1.829500,-1.404385,-0.107036
1.830000,-1.404437,-0.102937
1.830500,-1.404486,-0.098841
1.831000,-1.404533,-0.094748
1.831500,-1.404579,-0.090659
1.832000,-1.404622,-0.086574
1.832500,-1.404663,-0.082492
1.833000,-1.404702,-0.078413
1.833500,-1.404740,-0.074338
1.834000,-1.404775,-0.070266
1.834500,-1.404808,-0.066197
1.835000,-1.404839,-0.062132
1.835500,-1.404868,-0.058070
1.836000,-1.404895,-0.054012
1.836500,-1.404920,-0.049957
1.837000,-1.404943,-0.045906
1.837500,-1.404964,-0.041858
1.838000,-1.404983,-0.037813
1.838500,-1.405000,-0.033772
1.839000,-1.405015,-0.029734
1.839500,-1.405027,-0.025700
1.840000,-1.405038,-0.021669
1.840500,-1.405047,-0.017642
1.841000,-1.405054,-0.013618
1.841500,-1.405059,-0.009598
1.842000,-1.405061,-0.005581
1.842500,-1.405062,-0.001567
1.843000,-1.405061,0.002443
1.843500,-1.405058,0.006450
1.844000,-1.405053,0.010453
1.844500,-1.405045,0.014452
1.845000,-1.405036,0.018449
1.845500,-1.405025,0.022441
1.846000,-1.405012,0.026431
1.846500,-1.404996,0.030416
1.847000,-1.404979,0.034399
1.847500,-1.404960,0.038377
1.848000,-1.404939,0.042353
1.848500,-1.404916,0.046324
1.849000,-1.404891,0.050293
1.849500,-1.404863,0.054258
1.850000,-1.404834,0.058219
1.850500,-1.404803,0.062177
1.851000,-1.404770,0.066131
1.851500,-1.404735,0.070082
1.852000,-1.404698,0.074029
1.852500,-1.404659,0.077973
1.853000,-1.404618,0.081913
1.853500,-1.404575,0.085850
1.854000,-1.404530,0.089783
1.854500,-1.404484,0.093712
1.855000,-1.404435,0.097638
1.855500,-1.404384,0.101561
1.856000,-1.404331,0.105480
1.856500,-1.404276,0.109395
1.857000,-1.404220,0.113307
1.857500,-1.404161,0.117216
1.858000,-1.404101,0.121121
1.858500,-1.404038,0.125022
1.859000,-1.403974,0.128920
1.859500,-1.403907,0.132814
1.860000,-1.403839,0.136704
1.860500,-1.403769,0.140592
1.861000,-1.403696,0.144475
1.861500,-1.403622,0.148355
1.862000,-1.403546,0.152231
1.862500,-1.403468,0.156104
1.863000,-1.403388,0.159973
1.863500,-1.403306,0.163839
1.864000,-1.403222,0.167701
1.864500,-1.403137,0.171559
1.865000,-1.403049,0.175414
1.865500,-1.402959,0.179266
1.866000,-1.402868,0.183113
1.866500,-1.402774,0.186957
1.867000,-1.402679,0.190798
1.867500,-1.402581,0.194635
1.868000,-1.402482,0.198468
1.868500,-1.402381,0.202298
1.869000,-1.402278,0.206124
1.869500,-1.402173,0.209946
1.870000,-1.402066,0.213765
1.870500,-1.401957,0.217581
1.871000,-1.401847,0.221392
1.871500,-1.401734,0.225200
1.872000,-1.401620,0.229005
1.872500,-1.401503,0.232805
1.873000,-1.401385,0.236603
1.873500,-1.401265,0.240396
1.874000,-1.401143,0.244186
1.874500,-1.401019,0.247972
1.875000,-1.400893,0.251755
1.875500,-1.400765,0.255534
1.876000,-1.400635,0.259309
1.876500,-1.400504,0.263081
1.877000,-1.400370,0.266849
1.877500,-1.400235,0.270613
1.878000,-1.400098,0.274374
1.878500,-1.399959,0.278131
1.879000,-1.399818,0.281884
1.879500,-1.399675,0.285634
1.880000,-1.399530,0.289380
1.880500,-1.399384,0.293123
1.881000,-1.399235,0.296862
1.881500,-1.399085,0.300597
1.882000,-1.398933,0.304328
1.882500,-1.398779,0.308056
1.883000,-1.398623,0.311780
1.883500,-1.398465,0.315500
1.884000,-1.398306,0.319217
1.884500,-1.398144,0.322930
1.885000,-1.397981,0.326639
1.885500,-1.397816,0.330345
1.886000,-1.397649,0.334047
1.886500,-1.397480,0.337745
1.887000,-1.397309,0.341440
1.887500,-1.397136,0.345131
1.888000,-1.396962,0.348818
1.888500,-1.396786,0.352501
1.889000,-1.396608,0.356181
1.889500,-1.396428,0.359857
1.890000,-1.396246,0.363530
1.890500,-1.396062,0.367198
1.891000,-1.395877,0.370863
1.891500,-1.395690,0.374525
1.892000,-1.395501,0.378182
1.892500,-1.395310,0.381836
1.893000,-1.395117,0.385486
1.893500,-1.394922,0.389132
1.894000,-1.394726,0.392775
1.894500,-1.394528,0.396414
1.895000,-1.394328,0.400049
1.895500,-1.394126,0.403680
1.896000,-1.393922,0.407308
1.896500,-1.393717,0.410932
1.897000,-1.393509,0.414552
1.897500,-1.393300,0.418169
1.898000,-1.393090,0.421781
1.898500,-1.392877,0.425390
1.899000,-1.392662,0.428996
1.899500,-1.392446,0.432597
1.900000,-1.392228,0.436195
1.900500,-1.392008,0.439789
1.901000,-1.391786,0.443379
1.901500,-1.391563,0.446965
1.902000,-1.391338,0.450548
1.902500,-1.391111,0.454127
1.903000,-1.390882,0.457702
1.903500,-1.390651,0.461274
1.904000,-1.390419,0.464841
1.904500,-1.390184,0.468405
1.905000,-1.389948,0.471965
1.905500,-1.389711,0.475522
1.906000,-1.389471,0.479074
1.906500,-1.389230,0.482623
1.907000,-1.388987,0.486168
1.907500,-1.388742,0.489709
1.908000,-1.388495,0.493246
1.908500,-1.388247,0.496780
1.909000,-1.387997,0.500310
1.909500,-1.387745,0.503836
1.910000,-1.387491,0.507358
1.910500,-1.387236,0.510877
1.911000,-1.386978,0.514391
1.911500,-1.386720,0.517902
1.912000,-1.386459,0.521409
1.912500,-1.386196,0.524912
1.913000,-1.385932,0.528412
1.913500,-1.385666,0.531907
1.914000,-1.385399,0.535399
1.914500,-1.385129,0.538887
1.915000,-1.384858,0.542372
1.915500,-1.384585,0.545852
1.916000,-1.384310,0.549329
1.916500,-1.384034,0.552801
1.917000,-1.383756,0.556270
1.917500,-1.383476,0.559735
1.918000,-1.383194,0.563197
1.918500,-1.382911,0.566654
1.919000,-1.382626,0.570108
1.919500,-1.382339,0.573558
1.920000,-1.382051,0.577004
1.920500,-1.381760,0.580446
1.921000,-1.381468,0.583884
1.921500,-1.381175,0.587318
1.922000,-1.380879,0.590749
1.922500,-1.380582,0.594176
1.923000,-1.380284,0.597599
1.923500,-1.379983,0.601018
1.924000,-1.379681,0.604433
1.924500,-1.379377,0.607845
1.925000,-1.379071,0.611252
1.925500,-1.378764,0.614656
1.926000,-1.378455,0.618056
1.926500,-1.378144,0.621452
1.927000,-1.377832,0.624844
1.927500,-1.377518,0.628232
1.928000,-1.377202,0.631617
1.928500,-1.376884,0.634997
1.929000,-1.376565,0.638374
1.929500,-1.376244,0.641747
1.930000,-1.375922,0.645116
1.930500,-1.375597,0.648481
1.931000,-1.375272,0.651842
1.931500,-1.374944,0.655200
1.932000,-1.374615,0.658553
1.932500,-1.374284,0.661903
1.933000,-1.373951,0.665249
1.933500,-1.373617,0.668591
1.934000,-1.373281,0.671929
1.934500,-1.372943,0.675263
1.935000,-1.372604,0.678593
1.935500,-1.372263,0.681919
1.936000,-1.371920,0.685242
1.936500,-1.371576,0.688560
1.937000,-1.371230,0.691875
1.937500,-1.370883,0.695186
1.938000,-1.370533,0.698493
1.938500,-1.370182,0.701796
1.939000,-1.369830,0.705095
1.939500,-1.369476,0.708390
1.940000,-1.369120,0.711681
1.940500,-1.368762,0.714969
1.941000,-1.368403,0.718252
1.941500,-1.368042,0.721532
1.942000,-1.367680,0.724808
1.942500,-1.367316,0.728080
1.943000,-1.366950,0.731347
1.943500,-1.366583,0.734611
1.944000,-1.366214,0.737872
1.944500,-1.365844,0.741128
1.945000,-1.365471,0.744380
1.945500,-1.365097,0.747628
1.946000,-1.364722,0.750873
1.946500,-1.364345,0.754113
1.947000,-1.363966,0.757350
1.947500,-1.363586,0.760583
1.948000,-1.363204,0.763811
1.948500,-1.362821,0.767036
1.949000,-1.362435,0.770257
1.949500,-1.362049,0.773474
1.950000,-1.361660,0.776687
1.950500,-1.361270,0.779896
1.951000,-1.360879,0.783102
1.951500,-1.360486,0.786303
1.952000,-1.360091,0.789500
1.952500,-1.359695,0.792694
1.953000,-1.359297,0.795883
1.953500,-1.358897,0.799069
1.954000,-1.358496,0.802250
1.954500,-1.358093,0.805428
1.955000,-1.357689,0.808602
1.955500,-1.357283,0.811771
1.956000,-1.356876,0.814937
1.956500,-1.356467,0.818099
1.957000,-1.356056,0.821257
1.957500,-1.355644,0.824411
1.958000,-1.355230,0.827561
1.958500,-1.354815,0.830707
1.959000,-1.354398,0.833849
1.959500,-1.353979,0.836987
1.960000,-1.353559,0.840122
1.960500,-1.353138,0.843252
1.961000,-1.352714,0.846378
1.961500,-1.352290,0.849501
1.962000,-1.351863,0.852619
1.962500,-1.351435,0.855734
1.963000,-1.351006,0.858844
1.963500,-1.350575,0.861951
1.964000,-1.350143,0.865053
1.964500,-1.349708,0.868152
1.965000,-1.349273,0.871246
1.965500,-1.348836,0.874337
1.966000,-1.348397,0.877424
1.966500,-1.347957,0.880506
1.967000,-1.347515,0.883585
1.967500,-1.347072,0.886660
1.968000,-1.346627,0.889731
1.968500,-1.346180,0.892798
1.969000,-1.345732,0.895861
1.969500,-1.345283,0.898919
1.970000,-1.344832,0.901974
1.970500,-1.344379,0.905025
1.971000,-1.343925,0.908072
1.971500,-1.343470,0.911115
1.972000,-1.343013,0.914154
1.972500,-1.342554,0.917189
1.973000,-1.342094,0.920220
1.973500,-1.341632,0.923247
1.974000,-1.341169,0.926270
1.974500,-1.340705,0.929290
1.975000,-1.340238,0.932305
1.975500,-1.339771,0.935316
1.976000,-1.339302,0.938323
1.976500,-1.338831,0.941326
1.977000,-1.338359,0.944325
1.977500,-1.337885,0.947320
1.978000,-1.337410,0.950311
1.978500,-1.336933,0.953298
1.979000,-1.336455,0.956282
1.979500,-1.335976,0.959261
1.980000,-1.335494,0.962236
1.980500,-1.335012,0.965207
1.981000,-1.334528,0.968174
1.981500,-1.334042,0.971137
1.982000,-1.333555,0.974097
1.982500,-1.333067,0.977052
1.983000,-1.332577,0.980003
1.983500,-1.332085,0.982950
1.984000,-1.331592,0.985893
1.984500,-1.331098,0.988832
1.985000,-1.330602,0.991767
1.985500,-1.330105,0.994699
1.986000,-1.329606,0.997626
1.986500,-1.329105,1.000549
1.987000,-1.328604,1.003468
1.987500,-1.328101,1.006383
1.988000,-1.327596,1.009294
1.988500,-1.327090,1.012201
1.989000,-1.326582,1.015104
1.989500,-1.326073,1.018003
1.990000,-1.325563,1.020898
1.990500,-1.325051,1.023789
1.991000,-1.324538,1.026676
1.991500,-1.324023,1.029559
1.992000,-1.323507,1.032438
1.992500,-1.322989,1.035313
1.993000,-1.322470,1.038184
1.993500,-1.321949,1.041051
1.994000,-1.321427,1.043913
1.994500,-1.320904,1.046772
1.995000,-1.320379,1.049627
1.995500,-1.319853,1.052478
1.996000,-1.319325,1.055325
1.996500,-1.318796,1.058167
1.997000,-1.318266,1.061006
1.997500,-1.317734,1.063841
1.998000,-1.317200,1.066671
1.998500,-1.316666,1.069498
1.999000,-1.316130,1.072320
1.999500,-1.315592,1.075139
2.000000,-1.315053,1.077954
2.000500,-1.314513,1.080764
2.001000,-1.313971,1.083570
2.001500,-1.313428,1.086373
2.002000,-1.312883,1.089171
2.002500,-1.312337,1.091966
2.003000,-1.311790,1.094756
2.003500,-1.311241,1.097542
2.004000,-1.310691,1.100324
2.004500,-1.310139,1.103103
2.005000,-1.309586,1.105877
2.005500,-1.309032,1.108647
2.006000,-1.308476,1.111413
2.006500,-1.307919,1.114175
2.007000,-1.307361,1.116933
2.007500,-1.306801,1.119687
2.008000,-1.306240,1.122437
2.008500,-1.305677,1.125183
2.009000,-1.305113,1.127925
2.009500,-1.304548,1.130662
2.010000,-1.303981,1.133396
2.010500,-1.303413,1.136126
2.011000,-1.302844,1.138852
2.011500,-1.302273,1.141573
2.012000,-1.301701,1.144291
2.012500,-1.301127,1.147004
2.013000,-1.300552,1.149714
2.013500,-1.299976,1.152419
2.014000,-1.299398,1.155121
2.014500,-1.298820,1.157818
2.015000,-1.298239,1.160511
2.015500,-1.297658,1.163200
2.016000,-1.297075,1.165886
2.016500,-1.296490,1.168567
2.017000,-1.295905,1.171244
2.017500,-1.295318,1.173917
2.018000,-1.294730,1.176586
2.018500,-1.294140,1.179251
2.019000,-1.293549,1.181912
2.019500,-1.292957,1.184568
2.020000,-1.292363,1.187221
2.020500,-1.291768,1.189870
2.021000,-1.291172,1.192515
2.021500,-1.290574,1.195155
2.022000,-1.289975,1.197792
2.022500,-1.289375,1.200424
2.023000,-1.288774,1.203053
2.023500,-1.288171,1.205677
2.024000,-1.287567,1.208297
2.024500,-1.286961,1.210913
2.025000,-1.286355,1.213526
2.025500,-1.285746,1.216134
2.026000,-1.285137,1.218738
2.026500,-1.284526,1.221338
2.027000,-1.283914,1.223934
2.027500,-1.283301,1.226526
2.028000,-1.282687,1.229114
2.028500,-1.282071,1.231697
2.029000,-1.281454,1.234277
2.029500,-1.280835,1.236853
2.030000,-1.280215,1.239424
2.030500,-1.279594,1.241992
2.031000,-1.278972,1.244555
2.031500,-1.278349,1.247115
2.032000,-1.277724,1.249670
2.032500,-1.277098,1.252221
2.033000,-1.276470,1.254768
2.033500,-1.275842,1.257312
2.034000,-1.275212,1.259851
2.034500,-1.274581,1.262386
2.035000,-1.273948,1.264917
2.035500,-1.273314,1.267444
2.036000,-1.272679,1.269966
2.036500,-1.272043,1.272485
2.037000,-1.271406,1.275000
2.037500,-1.270767,1.277510
2.038000,-1.270127,1.280017
2.038500,-1.269486,1.282520
2.039000,-1.268843,1.285018
2.039500,-1.268199,1.287512
2.040000,-1.267554,1.290003
2.040500,-1.266908,1.292489
2.041000,-1.266261,1.294971
2.041500,-1.265612,1.297449
2.042000,-1.264962,1.299923
2.042500,-1.264311,1.302393
2.043000,-1.263658,1.304859
2.043500,-1.263005,1.307321
2.044000,-1.262350,1.309778
2.044500,-1.261694,1.312232
2.045000,-1.261036,1.314682
2.045500,-1.260378,1.317127
2.046000,-1.259718,1.319569
2.046500,-1.259057,1.322006
2.047000,-1.258395,1.324440
2.047500,-1.257731,1.326869
2.048000,-1.257067,1.329294
2.048500,-1.256401,1.331715
2.049000,-1.255734,1.334132
2.049500,-1.255065,1.336545
2.050000,-1.254396,1.338954
2.050500,-1.253725,1.341359
2.051000,-1.253053,1.343760
2.051500,-1.252380,1.346156
2.052000,-1.251706,1.348549
2.052500,-1.251031,1.350938
2.053000,-1.250354,1.353322
2.053500,-1.249676,1.355703
2.054000,-1.248997,1.358079
2.054500,-1.248317,1.360451
2.055000,-1.247635,1.362819
2.055500,-1.246953,1.365184
2.056000,-1.246269,1.367544
2.056500,-1.245584,1.369900
2.057000,-1.244898,1.372252
2.057500,-1.244211,1.374599
2.058000,-1.243522,1.376943
2.058500,-1.242833,1.379283
2.059000,-1.242142,1.381619
2.059500,-1.241450,1.383950
2.060000,-1.240757,1.386278
2.060500,-1.240062,1.388601
2.061000,-1.239367,1.390921
2.061500,-1.238670,1.393236
2.062000,-1.237972,1.395547
2.062500,-1.237274,1.397854
2.063000,-1.236573,1.400157
2.063500,-1.235872,1.402457
2.064000,-1.235170,1.404751
2.064500,-1.234466,1.407042
2.065000,-1.233762,1.409329
2.065500,-1.233056,1.411612
2.066000,-1.232349,1.413891
2.066500,-1.231641,1.416165
2.067000,-1.230932,1.418436
2.067500,-1.230221,1.420702
2.068000,-1.229510,1.422965
2.068500,-1.228797,1.425223
2.069000,-1.228083,1.427477
2.069500,-1.227369,1.429728
2.070000,-1.226653,1.431974
2.070500,-1.225935,1.434216
2.071000,-1.225217,1.436454
2.071500,-1.224498,1.438688
2.072000,-1.223777,1.440918
2.072500,-1.223056,1.443143
2.073000,-1.222333,1.445365
2.073500,-1.221609,1.447583
2.074000,-1.220885,1.449797
2.074500,-1.220159,1.452006
2.075000,-1.219431,1.454212
2.075500,-1.218703,1.456413
2.076000,-1.217974,1.458610
2.076500,-1.217244,1.460804
2.077000,-1.216512,1.462993
2.077500,-1.215779,1.465178
2.078000,-1.215046,1.467359
2.078500,-1.214311,1.469536
2.079000,-1.213575,1.471709
2.079500,-1.212838,1.473878
2.080000,-1.212100,1.476043
2.080500,-1.211361,1.478204
2.081000,-1.210621,1.480360
2.081500,-1.209880,1.482513
2.082000,-1.209137,1.484662
2.082500,-1.208394,1.486806
2.083000,-1.207649,1.488947
2.083500,-1.206904,1.491083
2.084000,-1.206157,1.493215
2.084500,-1.205410,1.495344
2.085000,-1.204661,1.497468
