time(s),front_contact_force(N),back_contact_force(N),foot_rotation_constraint(N),slide_x_constraint(N),slide_z_constraint(N),ankle_hinge_constraint(N)
0.000000,0.000000,0.000000,-0.064000,4.095475,4.136843,0.000000
0.000500,0.000000,0.000000,-0.069709,4.460797,4.505855,0.000000
0.001000,427.712401,121.216567,-0.695731,-54.744967,548.927109,0.000000
0.001500,429.529387,121.330107,-0.632751,-54.792368,550.855892,0.000000
0.002000,431.273905,121.420933,-0.569273,-54.828814,552.689605,0.000000
0.002500,432.949006,121.489973,-0.505313,-54.854761,554.432224,0.000000
0.003000,434.557623,121.538124,-0.440886,-54.870650,556.087575,0.000000
0.003500,436.102580,121.566247,-0.376006,-54.876904,557.659341,0.000000
0.004000,437.586590,121.575172,-0.310688,-54.873933,559.151062,0.000000
0.004500,439.012262,121.565700,-0.244944,-54.862132,560.566145,0.000000
0.005000,440.382106,121.538600,-0.178790,-54.841883,561.907863,0.000000
0.005500,441.698531,121.494614,-0.112237,-54.813553,563.179368,0.000000
0.006000,442.963858,121.434455,-0.045300,-54.777495,564.383688,0.000000
0.006500,444.180313,121.358811,0.022010,-54.734051,565.523733,0.000000
0.007000,445.350036,121.268343,0.089680,-54.683550,566.602304,0.000000
0.007500,446.475086,121.163687,0.157697,-54.626307,567.622091,0.000000
0.008000,447.557439,121.045456,0.226051,-54.562627,568.585678,0.000000
0.008500,448.598992,120.914238,0.294730,-54.492804,569.495550,0.000000
0.009000,449.601570,120.770600,0.363721,-54.417121,570.354095,0.000000
0.009500,450.566923,120.615088,0.433016,-54.335847,571.163605,0.000000
0.010000,451.496735,120.448224,0.502602,-54.249246,571.926284,0.000000
0.010500,452.392618,120.270514,0.572470,-54.157567,572.644248,0.000000
0.011000,453.256124,120.082441,0.642610,-54.061054,573.319528,0.000000
0.011500,454.088740,119.884472,0.713011,-53.959937,573.954075,0.000000
0.012000,454.891894,119.677054,0.783665,-53.854440,574.549763,0.000000
0.012500,455.666958,119.460617,0.854561,-53.744777,575.108390,0.000000
