0.001,-0.005,-0.000,1.082
0.001,-0.005,-0.000,1.082
0.002,-0.005,-0.000,1.082
0.002,-0.005,-0.000,1.082
0.003,-0.005,-0.000,1.082
0.003,-0.005,-0.000,1.082
0.004,-0.005,-0.000,1.082
0.004,-0.005,-0.000,1.082
0.005,-0.005,-0.000,1.082
0.005,-0.005,-0.000,1.082
0.006,-0.005,-0.000,1.082
0.006,-0.005,-0.000,1.082
0.007,-0.005,-0.000,1.082
0.007,-0.005,-0.000,1.082
0.008,-0.005,-0.000,1.082
0.008,-0.005,-0.000,1.082
0.009,-0.005,-0.000,1.082
0.009,-0.005,-0.000,1.082
0.010,-0.005,-0.000,1.082
0.010,-0.005,-0.000,1.082
0.011,-0.005,-0.000,1.082
0.011,-0.005,-0.000,1.082
0.012,-0.005,-0.000,1.082
0.012,-0.005,-0.000,1.082
0.013,-0.005,-0.000,1.082
0.013,-0.005,-0.000,1.082
0.014,-0.005,-0.000,1.082
0.014,-0.005,-0.000,1.082
0.015,-0.005,-0.000,1.082
0.015,-0.005,-0.000,1.082
0.016,-0.005,-0.000,1.082
0.016,-0.005,-0.000,1.082
0.017,-0.005,-0.000,1.082
0.017,-0.005,-0.000,1.082
0.018,-0.005,-0.000,1.082
0.018,-0.005,-0.000,1.082
0.019,-0.005,-0.000,1.082
0.019,-0.005,-0.000,1.082
0.020,-0.005,-0.000,1.082
0.020,-0.005,-0.000,1.082
0.021,-0.005,-0.000,1.082
0.021,-0.005,-0.000,1.082
0.022,-0.005,-0.000,1.082
0.022,-0.005,-0.000,1.082
0.023,-0.005,-0.000,1.082
0.023,-0.005,-0.000,1.082
0.024,-0.005,-0.000,1.082
0.024,-0.005,-0.000,1.082
0.025,-0.005,-0.000,1.082
0.025,-0.005,-0.000,1.082
0.026,-0.005,-0.000,1.082
0.026,-0.005,-0.000,1.082
0.027,-0.005,-0.000,1.082
0.027,-0.005,-0.000,1.082
0.028,-0.005,-0.000,1.082
0.028,-0.005,-0.000,1.082
0.029,-0.005,-0.000,1.082
0.029,-0.005,-0.000,1.082
0.030,-0.005,-0.000,1.082
0.030,-0.005,-0.000,1.082
0.031,-0.005,-0.000,1.082
0.031,-0.005,-0.000,1.082
0.032,-0.005,-0.000,1.082
0.032,-0.005,-0.000,1.082
0.033,-0.005,-0.000,1.082
0.033,-0.005,-0.000,1.082
0.034,-0.005,-0.000,1.082
0.034,-0.005,-0.000,1.082
0.035,-0.005,-0.000,1.082
0.035,-0.005,-0.000,1.082
0.036,-0.005,-0.000,1.082
0.036,-0.005,-0.000,1.082
0.037,-0.005,-0.000,1.082
0.037,-0.005,-0.000,1.082
0.038,-0.005,-0.000,1.082
0.038,-0.005,-0.000,1.082
0.039,-0.005,-0.000,1.082
0.039,-0.005,-0.000,1.082
0.040,-0.005,-0.000,1.082
0.040,-0.005,-0.000,1.082
0.041,-0.005,-0.000,1.082
0.041,-0.005,-0.000,1.082
0.042,-0.005,-0.000,1.082
0.042,-0.005,-0.000,1.082
0.043,-0.005,-0.000,1.082
0.043,-0.005,-0.000,1.082
0.044,-0.005,-0.000,1.082
0.044,-0.005,-0.000,1.082
0.045,-0.005,-0.000,1.082
0.045,-0.005,-0.000,1.082
0.046,-0.005,-0.000,1.082
0.046,-0.005,-0.000,1.082
