time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.057000,-14.044000,-27.154180,4.784190,-389.000000
0.057500,-14.238500,-26.782371,4.630747,-389.000000
0.058000,-14.433000,-26.421146,4.482111,-389.000000
0.058500,-14.627500,-26.070312,4.337954,-389.000000
0.059000,-14.822000,-25.729677,4.197969,-389.000000
0.059500,-15.016500,-25.399050,4.061867,-389.000000
0.060000,-15.211000,-25.078242,3.929380,-389.000000
0.060500,-15.405500,-24.767065,3.800254,-389.000000
0.061000,-15.600000,-24.465334,3.674254,-389.000000
0.061500,-15.794500,-24.172864,3.551161,-389.000000
0.062000,-15.989000,-23.889472,3.430768,-389.000000
0.062500,-16.183500,-23.614978,3.312885,-389.000000
0.063000,-16.378000,-23.349201,3.197331,-389.000000
0.063500,-16.572500,-23.091965,3.083939,-389.000000
0.064000,-16.767000,-22.843094,2.972556,-389.000000
0.064500,-16.961500,-22.602414,2.863035,-389.000000
0.065000,-17.156000,-22.369753,2.755241,-389.000000
0.065500,-17.350500,-22.144942,2.649050,-389.000000
0.066000,-17.545000,-21.927812,2.544344,-389.000000
0.066500,-17.739500,-21.718199,2.441016,-389.000000
0.067000,-17.934000,-21.515938,2.338964,-389.000000
0.067500,-18.128500,-21.320868,2.238094,-389.000000
0.068000,-18.323000,-21.132828,2.138322,-389.000000
0.068500,-18.517500,-20.951663,2.039564,-389.000000
0.069000,-18.712000,-20.777216,1.941748,-389.000000
0.069500,-18.906500,-20.609335,1.844805,-389.000000
0.070000,-19.101000,-20.447869,1.748669,-389.000000
0.070500,-19.295500,-20.292668,1.653283,-389.000000
0.071000,-19.490000,-20.143587,1.558591,-389.000000
0.071500,-19.684500,-20.000482,1.464544,-389.000000
0.072000,-19.879000,-19.863210,1.371094,-389.000000
0.072500,-20.073500,-19.731631,1.278199,-389.000000
0.073000,-20.268000,-19.605609,1.185818,-389.000000
0.073500,-20.462500,-19.485007,1.093917,-389.000000
0.074000,-20.657000,-19.369693,1.002460,-389.000000
0.074500,-20.583000,-19.259535,0.911418,148.000000
0.075000,-20.509000,-19.155259,0.820762,148.000000
0.075500,-20.435000,-19.056703,0.730464,148.000000
0.076000,-20.361000,-18.963709,0.640499,148.000000
0.076500,-20.287000,-18.876122,0.550842,148.000000
0.077000,-20.213000,-18.793793,0.461471,148.000000
0.077500,-20.139000,-18.716573,0.372367,148.000000
0.078000,-20.065000,-18.644319,0.283511,148.000000
0.078500,-19.991000,-18.576889,0.194886,148.000000
0.079000,-19.917000,-18.514145,0.106478,148.000000
0.079500,-19.843000,-18.455953,0.018274,148.000000
0.080000,-19.769000,-18.402182,-0.069741,148.000000
0.080500,-19.695000,-18.352704,-0.157576,148.000000
0.081000,-19.621000,-18.307392,-0.245242,148.000000
0.081500,-19.547000,-18.266124,-0.332748,148.000000
0.082000,-19.473000,-18.228782,-0.420103,148.000000
0.082500,-19.399000,-18.195248,-0.507314,148.000000
0.083000,-19.325000,-18.165408,-0.594389,148.000000
0.083500,-19.251000,-18.139152,-0.681332,148.000000
0.084000,-19.177000,-18.116371,-0.768150,148.000000
0.084500,-19.103000,-18.096960,-0.854848,148.000000
0.085000,-19.029000,-18.080815,-0.941430,148.000000
0.085500,-18.955000,-18.067836,-1.027900,148.000000
0.086000,-18.881000,-18.057925,-1.114262,148.000000
0.086500,-18.807000,-18.050987,-1.200519,148.000000
0.087000,-18.733000,-18.046928,-1.286673,148.000000
0.087500,-18.659000,-18.045658,-1.372728,148.000000
0.088000,-18.585000,-18.047089,-1.458685,148.000000
0.088500,-18.511000,-18.051134,-1.544546,148.000000
0.089000,-18.437000,-18.057709,-1.630314,148.000000
0.089500,-18.363000,-18.066734,-1.715989,148.000000
0.090000,-18.289000,-18.078128,-1.801574,148.000000
0.090500,-18.215000,-18.091814,-1.887068,148.000000
0.091000,-18.141000,-18.107717,-1.972474,148.000000
0.091500,-18.067000,-18.125764,-2.057792,148.000000
0.092000,-17.993000,-18.145883,-2.143024,148.000000
0.092500,-17.919000,-18.168004,-2.228168,148.000000
0.093000,-17.845000,-18.192062,-2.313228,148.000000
0.093500,-17.771000,-18.217989,-2.398201,148.000000
0.094000,-17.697000,-18.245722,-2.483091,148.000000
0.094500,-17.623000,-18.275199,-2.567896,148.000000
0.095000,-17.549000,-18.306360,-2.652616,148.000000
0.095500,-17.475000,-18.339147,-2.737253,148.000000
0.096000,-17.401000,-18.373501,-2.821807,148.000000
0.096500,-17.327000,-18.409368,-2.906277,148.000000
0.097000,-17.253000,-18.446695,-2.990664,148.000000
0.097500,-17.179000,-18.485428,-3.074968,148.000000
0.098000,-17.105000,-18.525518,-3.159190,148.000000
0.098500,-17.031000,-18.566914,-3.243328,148.000000
0.099000,-16.957000,-18.609570,-3.327384,148.000000
0.099500,-16.883000,-18.653440,-3.411358,148.000000
0.100000,-16.809000,-18.698477,-3.495249,148.000000
0.100500,-16.735000,-18.744638,-3.579058,148.000000
0.101000,-16.661000,-18.791881,-3.662784,148.000000
0.101500,-16.587000,-18.840166,-3.746429,148.000000
0.102000,-16.513000,-18.889451,-3.829991,148.000000
0.102500,-16.439000,-18.939699,-3.913471,148.000000
0.103000,-16.365000,-18.990872,-3.996870,148.000000
0.103500,-16.291000,-19.042934,-4.080186,148.000000
0.104000,-16.217000,-19.095849,-4.163421,148.000000
0.104500,-16.143000,-19.149584,-4.246575,148.000000
0.105000,-16.069000,-19.204106,-4.329646,148.000000
0.105500,-15.995000,-19.259382,-4.412637,148.000000
0.106000,-15.921000,-19.315382,-4.495546,148.000000
0.106500,-15.847000,-19.372076,-4.578374,148.000000
0.107000,-15.773000,-19.429435,-4.661121,148.000000
0.107500,-15.699000,-19.487430,-4.743787,148.000000
0.108000,-15.625000,-19.546035,-4.826372,148.000000
0.108500,-15.551000,-19.605223,-4.908876,148.000000
0.109000,-15.477000,-19.664969,-4.991300,148.000000
0.109500,-15.403000,-19.725249,-5.073644,148.000000
0.110000,-15.329000,-19.786038,-5.155908,148.000000
0.110500,-15.255000,-19.847313,-5.238091,148.000000
0.111000,-15.181000,-19.909054,-5.320195,148.000000
0.111500,-15.107000,-19.971237,-5.402219,148.000000
0.112000,-15.033000,-20.033842,-5.484164,148.000000
0.112500,-14.979165,-20.096850,-5.566029,107.669754
0.113000,-14.967154,-20.160177,-5.647815,24.021900
0.113500,-14.955399,-20.223674,-5.729522,23.510028
0.114000,-14.943888,-20.287330,-5.811148,23.022416
0.114500,-14.932609,-20.351135,-5.892695,22.558136
0.115000,-14.921551,-20.415079,-5.974162,22.116290
0.115500,-14.910703,-20.479151,-6.055549,21.696009
0.116000,-14.900055,-20.543343,-6.136856,21.296454
0.116500,-14.889596,-20.607647,-6.218084,20.916811
0.117000,-14.879318,-20.672052,-6.299232,20.556296
0.117500,-14.869211,-20.736551,-6.380300,20.214150
0.118000,-14.859266,-20.801137,-6.461289,19.889641
0.118500,-14.849475,-20.865800,-6.542198,19.582060
0.119000,-14.839830,-20.930535,-6.623027,19.290723
0.119500,-14.830322,-20.995334,-6.703777,19.014969
0.120000,-14.820945,-21.060190,-6.784448,18.754161
0.120500,-14.811691,-21.125097,-6.865039,18.507683
0.121000,-14.802554,-21.190049,-6.945551,18.274940
0.121500,-14.793526,-21.255039,-7.025983,18.055359
0.122000,-14.784602,-21.320061,-7.106337,17.848386
0.122500,-14.775775,-21.385112,-7.186611,17.653487
0.123000,-14.767040,-21.450184,-7.266805,17.470148
0.123500,-14.758391,-21.515273,-7.346921,17.297870
0.124000,-14.749823,-21.580375,-7.426958,17.136177
0.124500,-14.741331,-21.645484,-7.506915,16.984606
0.125000,-14.732909,-21.710596,-7.586794,16.842712
0.125500,-14.724554,-21.775706,-7.666594,16.710066
0.126000,-14.716261,-21.840812,-7.746315,16.586256
0.126500,-14.708026,-21.905908,-7.825957,16.470883
0.127000,-14.699844,-21.970992,-7.905520,16.363564
0.127500,-14.691712,-22.036059,-7.985005,16.263931
0.128000,-14.683626,-22.101107,-8.064411,16.171628
0.128500,-14.675583,-22.166131,-8.143739,16.086312
0.129000,-14.667579,-22.231129,-8.222988,16.007656
0.129500,-14.659612,-22.296098,-8.302159,15.935343
0.130000,-14.651677,-22.361036,-8.381252,15.869067
0.130500,-14.643773,-22.425938,-8.460266,15.808537
0.131000,-14.635896,-22.490804,-8.539202,15.753470
0.131500,-14.628044,-22.555629,-8.618059,15.703596
0.132000,-14.620215,-22.620413,-8.696839,15.658655
0.132500,-14.612406,-22.685153,-8.775540,15.618396
0.133000,-14.604614,-22.749846,-8.854164,15.582581
0.133500,-14.596839,-22.814491,-8.932709,15.550977
0.134000,-14.589077,-22.879086,-9.011177,15.523364
0.134500,-14.581328,-22.943629,-9.089567,15.499529
0.135000,-14.573588,-23.008119,-9.167879,15.479268
0.135500,-14.565857,-23.072553,-9.246113,15.462386
0.136000,-14.558132,-23.136930,-9.324270,15.448694
0.136500,-14.550413,-23.201249,-9.402349,15.438012
0.137000,-14.542698,-23.265508,-9.480351,15.430168
0.137500,-14.534986,-23.329706,-9.558275,15.424996
0.138000,-14.527275,-23.393842,-9.636121,15.422338
0.138500,-14.519564,-23.457915,-9.713891,15.422042
0.139000,-14.511852,-23.521924,-9.791583,15.423963
0.139500,-14.504138,-23.585866,-9.869197,15.427961
0.140000,-14.496421,-23.649743,-9.946735,15.433902
0.140500,-14.488700,-23.713552,-10.024195,15.441660
0.141000,-14.480974,-23.777293,-10.101579,15.451113
0.141500,-14.473243,-23.840965,-10.178885,15.462144
0.142000,-14.465506,-23.904567,-10.256115,15.474641
0.142500,-14.457762,-23.968099,-10.333267,15.488499
0.143000,-14.450010,-24.031560,-10.410343,15.503615
0.143500,-14.442250,-24.094949,-10.487341,15.519893
0.144000,-14.434481,-24.158266,-10.564263,15.537240
0.144500,-14.426703,-24.221510,-10.641109,15.555567
0.145000,-14.418916,-24.284681,-10.717878,15.574790
0.145500,-14.411119,-24.347779,-10.794570,15.594830
0.146000,-14.403311,-24.410802,-10.871185,15.615609
0.146500,-14.395492,-24.473751,-10.947724,15.637055
0.147000,-14.387663,-24.536625,-11.024187,15.659098
0.147500,-14.379822,-24.599424,-11.100574,15.681674
0.148000,-14.371970,-24.662148,-11.176884,15.704718
0.148500,-14.364105,-24.724797,-11.253118,15.728172
0.149000,-14.356229,-24.787369,-11.329275,15.751978
0.149500,-14.348341,-24.849866,-11.405357,15.776084
0.150000,-14.340441,-24.912286,-11.481362,15.800439
0.150500,-14.332529,-24.974630,-11.557292,15.824993
0.151000,-14.324604,-25.036898,-11.633145,15.849703
0.151500,-14.316667,-25.099089,-11.708923,15.874524
0.152000,-14.308717,-25.161204,-11.784625,15.899415
0.152500,-14.300755,-25.223242,-11.860251,15.924338
0.153000,-14.292780,-25.285203,-11.935801,15.949257
0.153500,-14.284793,-25.347088,-12.011275,15.974137
0.154000,-14.276794,-25.408896,-12.086674,15.998945
0.154500,-14.268782,-25.470627,-12.161998,16.023652
0.155000,-14.260758,-25.532282,-12.237245,16.048229
0.155500,-14.252721,-25.593860,-12.312418,16.072648
0.156000,-14.244673,-25.655361,-12.387514,16.096885
0.156500,-14.236612,-25.716786,-12.462536,16.120916
0.157000,-14.228540,-25.778135,-12.537482,16.144719
0.157500,-14.220456,-25.839407,-12.612353,16.168273
0.158000,-14.212360,-25.900603,-12.687149,16.191559
0.158500,-14.204253,-25.961722,-12.761869,16.214559
0.159000,-14.196134,-26.022766,-12.836515,16.237256
0.159500,-14.188004,-26.083734,-12.911085,16.259636
0.160000,-14.179864,-26.144626,-12.985581,16.281683
0.160500,-14.171712,-26.205442,-13.060002,16.303385
0.161000,-14.163550,-26.266183,-13.134347,16.324730
0.161500,-14.155377,-26.326848,-13.208618,16.345706
0.162000,-14.147194,-26.387438,-13.282815,16.366304
0.162500,-14.139000,-26.447954,-13.356936,16.386515
0.163000,-14.130797,-26.508394,-13.430983,16.406330
0.163500,-14.122584,-26.568760,-13.504955,16.425741
0.164000,-14.114362,-26.629051,-13.578853,16.444742
0.164500,-14.106130,-26.689267,-13.652676,16.463328
0.165000,-14.097889,-26.749410,-13.726425,16.481493
0.165500,-14.089640,-26.809479,-13.800100,16.499232
0.166000,-14.081382,-26.869474,-13.873700,16.516542
0.166500,-14.073115,-26.929395,-13.947226,16.533420
0.167000,-14.064840,-26.989243,-14.020677,16.549862
