time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,0.074000,0.000000,-5.156966,148.000000
0.000500,0.148000,0.000000,-5.156966,148.000000
0.001000,0.222000,0.000000,-5.154140,148.000000
0.001500,0.296000,0.000000,-5.114681,148.000000
0.002000,0.370000,0.000000,-5.075093,148.000000
0.002500,0.444000,0.000000,-5.035412,148.000000
0.003000,0.518000,0.000000,-4.995668,148.000000
0.003500,0.592000,0.000000,-4.955891,148.000000
0.004000,0.666000,0.000000,-4.916104,148.000000
0.004500,0.740000,0.000000,-4.876329,148.000000
0.005000,0.814000,0.000000,-4.836587,148.000000
0.005500,0.888000,0.000000,-4.796893,148.000000
0.006000,0.962000,0.000000,-4.757261,148.000000
0.006500,1.036000,0.000000,-4.717705,148.000000
0.007000,1.110000,0.000000,-4.678234,148.000000
0.007500,1.184000,0.000000,-4.638859,148.000000
0.008000,1.258000,0.000000,-4.599585,148.000000
0.008500,1.332000,0.000000,-4.560420,148.000000
0.009000,1.406000,0.000000,-4.521367,148.000000
0.009500,1.480000,0.000000,-4.482431,148.000000
0.010000,1.554000,0.000000,-4.443615,148.000000
0.010500,1.628000,0.000000,-4.404920,148.000000
0.011000,1.702000,0.000000,-4.366347,148.000000
0.011500,1.776000,0.000000,-4.327897,148.000000
0.012000,1.850000,0.000000,-4.289569,148.000000
0.012500,1.924000,0.000000,-4.251364,148.000000
0.013000,1.998000,0.000000,-4.213278,148.000000
0.013500,2.072000,0.000000,-4.175312,148.000000
0.014000,2.146000,0.000000,-4.137463,148.000000
0.014500,2.220000,0.000000,-4.099728,148.000000
0.015000,2.294000,0.000000,-4.062106,148.000000
0.015500,2.368000,0.000000,-4.024593,148.000000
0.016000,2.442000,0.000000,-3.987187,148.000000
0.016500,2.516000,0.000000,-3.949884,148.000000
0.017000,2.590000,0.000000,-3.912682,148.000000
0.017500,2.664000,0.000000,-3.875578,148.000000
0.018000,2.738000,0.000000,-3.838567,148.000000
0.018500,2.812000,0.000000,-3.801647,148.000000
0.019000,2.886000,0.000000,-3.764815,148.000000
0.019500,2.960000,0.000000,-3.728067,148.000000
0.020000,3.034000,0.000000,-3.691400,148.000000
0.020500,3.108000,0.000000,-3.654811,148.000000
0.021000,3.182000,0.000000,-3.618297,148.000000
0.021500,3.256000,0.000000,-3.581854,148.000000
0.022000,3.330000,0.000000,-3.545480,148.000000
0.022500,3.404000,0.000000,-3.509172,148.000000
0.023000,3.478000,0.000000,-3.472926,148.000000
0.023500,3.552000,0.000000,-3.436741,148.000000
0.024000,3.626000,0.000000,-3.400613,148.000000
0.024500,3.700000,0.000000,-3.364539,148.000000
0.025000,3.774000,0.000000,-3.328518,148.000000
0.025500,3.848000,0.000000,-3.292547,148.000000
0.026000,3.922000,0.000000,-3.256623,148.000000
0.026500,3.996000,0.000000,-3.220744,148.000000
0.027000,4.070000,0.000000,-3.184909,148.000000
0.027500,4.144000,0.000000,-3.149114,148.000000
0.028000,4.218000,0.000000,-3.113359,148.000000
0.028500,4.292000,0.000000,-3.077642,148.000000
0.029000,4.366000,0.000000,-3.041960,148.000000
0.029500,4.440000,0.000000,-3.006312,148.000000
0.030000,4.514000,0.000000,-2.970696,148.000000
0.030500,4.588000,0.000000,-2.935112,148.000000
0.031000,4.662000,0.000000,-2.899557,148.000000
0.031500,4.736000,0.000000,-2.864030,148.000000
0.032000,4.810000,0.000000,-2.828531,148.000000
0.032500,4.884000,0.000000,-2.793057,148.000000
0.033000,4.958000,0.000000,-2.757609,148.000000
0.033500,5.032000,0.000000,-2.722184,148.000000
0.034000,5.106000,0.000000,-2.686783,148.000000
0.034500,5.180000,0.000000,-2.651403,148.000000
0.035000,5.254000,0.000000,-2.616045,148.000000
0.035500,5.328000,0.000000,-2.580708,148.000000
0.036000,5.402000,0.000000,-2.545391,148.000000
0.036500,5.476000,0.000000,-2.510093,148.000000
0.037000,5.550000,0.000000,-2.474813,148.000000
0.037500,5.624000,0.000000,-2.439552,148.000000
0.038000,5.698000,0.000000,-2.404309,148.000000
0.038500,5.772000,0.000000,-2.369084,148.000000
0.039000,5.846000,0.000000,-2.333875,148.000000
0.039500,5.920000,0.000000,-2.298684,148.000000
0.040000,5.994000,0.000000,-2.263508,148.000000
0.040500,6.068000,0.000000,-2.228349,148.000000
0.041000,6.142000,0.000000,-2.193206,148.000000
0.041500,6.216000,0.000000,-2.158079,148.000000
0.042000,6.290000,0.000000,-2.122968,148.000000
0.042500,6.364000,0.000000,-2.087872,148.000000
0.043000,6.438000,0.000000,-2.052792,148.000000
0.043500,6.512000,0.000000,-2.017727,148.000000
0.044000,6.586000,0.000000,-1.982678,148.000000
0.044500,6.660000,0.000000,-1.947644,148.000000
0.045000,6.734000,0.000000,-1.912625,148.000000
0.045500,6.808000,0.000000,-1.877622,148.000000
0.046000,6.882000,0.000000,-1.842635,148.000000
0.046500,6.956000,0.000000,-1.807663,148.000000
0.047000,7.030000,0.000000,-1.772706,148.000000
0.047500,7.104000,0.000000,-1.737766,148.000000
0.048000,7.178000,0.000000,-1.702841,148.000000
0.048500,7.252000,0.000000,-1.667933,148.000000
0.049000,7.326000,0.000000,-1.633040,148.000000
0.049500,7.400000,0.000000,-1.598164,148.000000
0.050000,7.474000,0.000000,-1.563304,148.000000
0.050500,7.548000,0.000000,-1.528461,148.000000
0.051000,7.622000,0.000000,-1.493635,148.000000
0.051500,7.696000,0.000000,-1.458826,148.000000
0.052000,7.770000,0.000000,-1.424033,148.000000
0.052500,7.844000,0.000000,-1.389259,148.000000
0.053000,7.918000,0.000000,-1.354502,148.000000
0.053500,7.992000,0.000000,-1.319762,148.000000
0.054000,8.066000,0.000000,-1.285041,148.000000
0.054500,8.140000,0.000000,-1.250338,148.000000
0.055000,8.214000,0.000000,-1.215654,148.000000
0.055500,8.288000,0.000000,-1.180988,148.000000
0.056000,8.362000,0.000000,-1.146341,148.000000
0.056500,8.436000,0.000000,-1.111713,148.000000
0.057000,8.510000,0.000000,-1.077105,148.000000
0.057500,8.584000,0.000000,-1.042516,148.000000
0.058000,8.658000,0.000000,-1.007947,148.000000
0.058500,8.732000,0.000000,-0.973398,148.000000
0.059000,8.806000,0.000000,-0.938870,148.000000
0.059500,8.880000,0.000000,-0.904362,148.000000
0.060000,8.954000,0.000000,-0.869875,148.000000
0.060500,9.028000,0.000000,-0.835409,148.000000
0.061000,9.102000,0.000000,-0.800964,148.000000
0.061500,9.176000,0.000000,-0.766541,148.000000
0.062000,9.250000,0.000000,-0.732139,148.000000
0.062500,9.324000,0.000000,-0.697760,148.000000
0.063000,9.398000,0.000000,-0.663402,148.000000
0.063500,9.472000,0.000000,-0.629067,148.000000
0.064000,9.546000,0.000000,-0.594755,148.000000
0.064500,9.620000,0.000000,-0.560466,148.000000
0.065000,9.694000,0.000000,-0.526200,148.000000
0.065500,9.768000,0.000000,-0.491957,148.000000
0.066000,9.842000,0.000000,-0.457738,148.000000
0.066500,9.916000,0.000000,-0.423543,148.000000
0.067000,9.990000,0.000000,-0.389372,148.000000
0.067500,10.064000,0.000000,-0.355225,148.000000
0.068000,10.138000,0.000000,-0.321103,148.000000
0.068500,10.212000,0.000000,-0.287005,148.000000
0.069000,10.286000,0.000000,-0.252932,148.000000
0.069500,10.360000,0.000000,-0.218884,148.000000
0.070000,10.434000,0.000000,-0.184862,148.000000
0.070500,10.508000,0.000000,-0.150866,148.000000
0.071000,10.582000,0.000000,-0.116895,148.000000
0.071500,10.656000,0.000000,-0.082950,148.000000
0.072000,10.730000,0.000000,-0.049031,148.000000
0.072500,10.804000,0.000000,-0.015139,148.000000
