time(s),front_contact_force(N),back_contact_force(N),foot_rotation_constraint(N),slide_x_constraint(N),slide_z_constraint(N),ankle_hinge_constraint(N)
0.000000,0.000000,0.000000,1.034947,7.465537,32.620011,0.000000
0.000500,0.000000,0.000000,1.105863,7.538437,34.262817,0.000000
0.001000,452.292729,102.109812,0.430040,5.616803,554.402749,0.000000
0.001500,454.276857,102.246913,0.489392,5.673820,556.524178,0.000000
0.002000,456.177453,102.362041,0.549376,5.729715,558.540093,0.000000
0.002500,457.998054,102.456081,0.609971,5.784602,560.454917,0.000000
0.003000,459.742061,102.529886,0.671156,5.838588,562.272903,0.000000
0.003500,461.412738,102.584279,0.732911,5.891770,563.998136,0.000000
0.004000,463.013223,102.620049,0.795216,5.944236,565.634547,0.000000
0.004500,464.546531,102.637959,0.858053,5.996068,567.185912,0.000000
0.005000,466.015558,102.638743,0.921402,6.047339,568.655861,0.000000
0.005500,467.423086,102.623108,0.985246,6.098118,570.047883,0.000000
0.006000,468.771786,102.591735,1.049568,6.148464,571.365330,0.000000
0.006500,470.064225,102.545279,1.114351,6.198435,572.611425,0.000000
0.007000,471.302868,102.484372,1.179577,6.248082,573.789264,0.000000
0.007500,472.490082,102.409621,1.245232,6.297449,574.901823,0.000000
0.008000,473.628141,102.321611,1.311300,6.346579,575.951960,0.000000
0.008500,474.719229,102.220906,1.377765,6.395509,576.942421,0.000000
0.009000,475.765440,102.108047,1.444614,6.444272,577.875846,0.000000
0.009500,476.768788,101.983557,1.511832,6.492901,578.754767,0.000000
0.010000,477.731205,101.847936,1.579405,6.541420,579.581619,0.000000
0.010500,478.654546,101.701668,1.647321,6.589856,580.358741,0.000000
0.011000,479.540590,101.545217,1.715565,6.638229,581.088377,0.000000
0.011500,480.391047,101.379031,1.784127,6.686558,581.772682,0.000000
0.012000,481.207555,101.203539,1.852994,6.734861,582.413727,0.000000
0.012500,481.991688,101.019155,1.922154,6.783152,583.013498,0.000000
0.013000,482.744956,100.826276,1.991595,6.831444,583.573903,0.000000
0.013500,483.468807,100.625284,2.061308,6.879749,584.096771,0.000000
0.014000,484.164629,100.416547,2.131281,6.928077,584.583861,0.000000
0.014500,484.833756,100.200419,2.201504,6.976435,585.036856,0.000000
0.015000,485.477464,99.977239,2.271967,7.024830,585.457375,0.000000
0.015500,486.096978,99.747332,2.342660,7.073268,585.846970,0.000000
0.016000,486.693473,99.511013,2.413575,7.121754,586.207127,0.000000
0.016500,487.268074,99.268582,2.484701,7.170292,586.539274,0.000000
0.017000,487.821862,99.020329,2.556031,7.218884,586.844780,0.000000
0.017500,488.355869,98.766531,2.627556,7.267532,587.124956,0.000000
0.018000,488.871086,98.507456,2.699268,7.316238,587.381060,0.000000
0.018500,489.368463,98.243359,2.771158,7.365002,587.614298,0.000000
0.019000,489.848909,97.974487,2.843220,7.413825,587.825824,0.000000
0.019500,490.313294,97.701074,2.915446,7.462706,588.016745,0.000000
0.020000,490.762452,97.423348,2.987828,7.511644,588.188122,0.000000
0.020500,491.197180,97.141526,3.060360,7.560637,588.340970,0.000000
0.021000,491.618244,96.855816,3.133036,7.609685,588.476261,0.000000
0.021500,492.026374,96.566417,3.205848,7.658785,588.594927,0.000000
0.022000,492.422269,96.273522,3.278791,7.707936,588.697858,0.000000
