time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,0.000000,-10.383783,-389.000000
0.000500,-0.389000,0.000000,-10.383783,-389.000000
0.001000,-0.315000,0.000000,-10.416332,148.000000
0.001500,-0.241000,0.000000,-10.408800,148.000000
0.002000,-0.167000,0.000000,-10.401160,148.000000
0.002500,-0.093000,0.000000,-10.393448,148.000000
0.003000,-0.019000,0.000000,-10.385695,148.000000
0.003500,0.055000,0.000000,-10.377930,148.000000
0.004000,0.129000,0.000000,-10.370177,148.000000
0.004500,0.203000,0.000000,-10.362458,148.000000
0.005000,0.277000,0.000000,-10.354792,148.000000
0.005500,0.082500,0.000000,-10.347195,-389.000000
0.006000,-0.112000,0.000000,-10.339688,-389.000000
0.006500,-0.306500,0.000000,-10.332283,-389.000000
0.007000,-0.501000,0.000000,-10.324988,-389.000000
0.007500,-0.695500,0.000000,-10.317812,-389.000000
0.008000,-0.890000,0.000000,-10.310761,-389.000000
0.008500,-1.084500,0.000000,-10.303840,-389.000000
0.009000,-1.279000,0.000000,-10.297053,-389.000000
0.009500,-1.473500,0.000000,-10.290402,-389.000000
0.010000,-1.668000,0.000000,-10.283888,-389.000000
0.010500,-1.862500,0.000000,-10.277513,-389.000000
0.011000,-2.057000,0.000000,-10.271274,-389.000000
0.011500,-2.251500,0.000000,-10.265172,-389.000000
0.012000,-2.446000,0.000000,-10.259204,-389.000000
0.012500,-2.640500,0.000000,-10.253368,-389.000000
0.013000,-2.835000,0.000000,-10.247662,-389.000000
0.013500,-3.029500,0.000000,-10.242082,-389.000000
0.014000,-3.224000,0.000000,-10.236625,-389.000000
0.014500,-3.418500,0.000000,-10.231287,-389.000000
0.015000,-3.613000,0.000000,-10.226064,-389.000000
0.015500,-3.807500,0.000000,-10.220952,-389.000000
0.016000,-4.002000,0.000000,-10.215947,-389.000000
0.016500,-4.196500,0.000000,-10.211044,-389.000000
0.017000,-4.391000,0.000000,-10.206239,-389.000000
0.017500,-4.585500,0.000000,-10.201527,-389.000000
0.018000,-4.780000,0.000000,-10.196904,-389.000000
0.018500,-4.974500,0.000000,-10.192365,-389.000000
0.019000,-5.169000,0.000000,-10.187906,-389.000000
0.019500,-5.363500,0.000000,-10.183523,-389.000000
0.020000,-5.558000,0.000000,-10.179210,-389.000000
0.020500,-5.752500,0.000000,-10.174965,-389.000000
0.021000,-5.947000,0.000000,-10.170782,-389.000000
0.021500,-6.141500,0.000000,-10.166657,-389.000000
0.022000,-6.336000,0.000000,-10.162587,-389.000000
0.022500,-6.530500,0.000000,-10.158567,-389.000000
0.023000,-6.725000,0.000000,-10.154594,-389.000000
0.023500,-6.919500,0.000000,-10.150663,-389.000000
0.024000,-7.114000,0.000000,-10.146773,-389.000000
0.024500,-7.308500,0.000000,-10.142918,-389.000000
0.025000,-7.503000,0.000000,-10.139096,-389.000000
0.025500,-7.697500,0.000000,-10.135303,-389.000000
0.026000,-7.892000,0.000000,-10.131537,-389.000000
0.026500,-8.086500,0.000000,-10.127794,-389.000000
0.027000,-8.281000,0.000000,-10.124071,-389.000000
0.027500,-8.475500,0.000000,-10.120367,-389.000000
0.028000,-8.670000,0.000000,-10.116677,-389.000000
0.028500,-8.864500,0.000000,-10.113001,-389.000000
0.029000,-9.059000,0.000000,-10.109335,-389.000000
0.029500,-9.253500,0.000000,-10.105677,-389.000000
0.030000,-9.448000,0.000000,-10.102024,-389.000000
0.030500,-9.642500,0.000000,-10.098376,-389.000000
0.031000,-9.837000,0.000000,-10.094729,-389.000000
0.031500,-10.031500,0.000000,-10.091082,-389.000000
0.032000,-10.226000,0.000000,-10.087434,-389.000000
0.032500,-10.420500,0.000000,-10.083782,-389.000000
0.033000,-10.615000,0.000000,-10.080125,-389.000000
0.033500,-10.809500,0.000000,-10.076461,-389.000000
0.034000,-11.004000,0.000000,-10.072789,-389.000000
0.034500,-11.198500,0.000000,-10.069108,-389.000000
0.035000,-11.393000,0.000000,-10.065415,-389.000000
0.035500,-11.587500,0.000000,-10.061711,-389.000000
