time(s),front_contact_force(N),back_contact_force(N),foot_rotation_constraint(N),slide_x_constraint(N),slide_z_constraint(N),ankle_hinge_constraint(N)
0.000000,0.000000,0.000000,0.496091,7.272776,20.624840,0.000000
0.000500,0.000000,0.000000,0.309910,7.040180,16.256203,0.000000
0.001000,451.694633,104.788471,-0.405220,10.185753,556.483503,0.000000
0.001500,453.643010,104.903116,-0.346549,10.296672,558.546907,0.000000
0.002000,455.509455,104.996333,-0.287222,10.405662,560.506937,0.000000
0.002500,457.297459,105.068991,-0.227261,10.512869,562.367950,0.000000
0.003000,459.010376,105.121925,-0.166689,10.618427,564.134134,0.000000
0.003500,460.651425,105.155940,-0.105527,10.722464,565.809515,0.000000
0.004000,462.223698,105.171810,-0.043794,10.825093,567.397959,0.000000
0.004500,463.730165,105.170282,0.018490,10.926424,568.903183,0.000000
0.005000,465.173678,105.152074,0.081304,11.026555,570.328756,0.000000
0.005500,465.435503,106.317877,-0.123813,10.835915,571.756551,0.000000
0.006000,465.636221,107.467368,-0.328390,10.644053,573.106901,0.000000
0.006500,465.778522,108.601233,-0.532448,10.451051,574.383184,0.000000
0.007000,465.864985,109.720135,-0.736006,10.256991,575.588643,0.000000
0.007500,465.898090,110.824710,-0.939082,10.061944,576.726394,0.000000
0.008000,465.880213,111.915571,-1.141694,9.865977,577.799429,0.000000
0.008500,465.813636,112.993308,-1.343861,9.669154,578.810621,0.000000
0.009000,465.700551,114.058486,-1.545599,9.471530,579.762730,0.000000
0.009500,465.543059,115.111652,-1.746925,9.273159,580.658403,0.000000
0.010000,465.343176,116.153331,-1.947854,9.074090,581.500184,0.000000
0.010500,465.102840,117.184026,-2.148403,8.874366,582.290515,0.000000
0.011000,464.823905,118.204224,-2.348586,8.674030,583.031738,0.000000
0.011500,464.508155,119.214391,-2.548417,8.473119,583.726103,0.000000
0.012000,464.157297,120.214975,-2.747912,8.271669,584.375768,0.000000
0.012500,463.772972,121.206408,-2.947082,8.069711,584.982806,0.000000
0.013000,463.356751,122.189104,-3.145942,7.867275,585.549202,0.000000
0.013500,462.910141,123.163462,-3.344503,7.664388,586.076865,0.000000
0.014000,462.434589,124.129864,-3.542779,7.461076,586.567624,0.000000
0.014500,461.931481,125.088678,-3.740781,7.257361,587.023233,0.000000
