time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,-1.718873,22.918312,0.102343,0.000000,0.971734
0.000500,-1.711545,14.656109,0.102343,0.000000,0.971734
0.001000,-1.703404,16.282869,0.102161,0.000000,0.971737
0.001500,-1.695067,16.674205,0.101979,0.000000,0.971738
0.002000,-1.686542,17.049971,0.101798,0.000000,0.971738
0.002500,-1.677837,17.410615,0.101616,0.000000,0.971739
0.003000,-1.668958,17.756577,0.101434,0.000000,0.971740
0.003500,-1.659914,18.088287,0.101252,0.000000,0.971741
0.004000,-1.650711,18.406166,0.101071,0.000000,0.971741
0.004500,-1.641356,18.710625,0.100889,0.000000,0.971742
0.005000,-1.631855,19.002067,0.100708,0.000000,0.971743
0.005500,-1.622214,19.280884,0.100527,0.000000,0.971744
0.006000,-1.612440,19.547462,0.100346,0.000000,0.971745
0.006500,-1.602539,19.802176,0.100164,0.000000,0.971746
0.007000,-1.592517,20.045393,0.099983,0.000000,0.971746
0.007500,-1.582378,20.277471,0.099803,0.000000,0.971747
0.008000,-1.572129,20.498761,0.099622,0.000000,0.971748
0.008500,-1.561774,20.709603,0.099441,0.000000,0.971749
0.009000,-1.551319,20.910332,0.099260,0.000000,0.971750
0.009500,-1.540768,21.101271,0.099080,0.000000,0.971751
0.010000,-1.530127,21.282739,0.098899,0.000000,0.971753
0.010500,-1.519399,21.455045,0.098719,0.000000,0.971754
0.011000,-1.508590,21.618491,0.098538,0.000000,0.971755
0.011500,-1.497703,21.773370,0.098358,0.000000,0.971756
0.012000,-1.486743,21.919968,0.098178,0.000000,0.971757
0.012500,-1.475714,22.058566,0.097998,0.000000,0.971758
0.013000,-1.464619,22.189435,0.097818,0.000000,0.971760
0.013500,-1.453463,22.312840,0.097638,0.000000,0.971761
0.014000,-1.442248,22.429038,0.097458,0.000000,0.971762
0.014500,-1.430979,22.538281,0.097279,0.000000,0.971763
0.015000,-1.419659,22.640813,0.097099,0.000000,0.971765
0.015500,-1.408290,22.736871,0.096920,0.000000,0.971766
0.016000,-1.396877,22.826687,0.096740,0.000000,0.971768
0.016500,-1.385422,22.910486,0.096561,0.000000,0.971769
0.017000,-1.373927,22.988486,0.096382,0.000000,0.971770
0.017500,-1.362397,23.060899,0.096202,0.000000,0.971772
0.018000,-1.350833,23.127933,0.096023,0.000000,0.971773
0.018500,-1.339238,23.189789,0.095845,0.000000,0.971775
0.019000,-1.327615,23.246660,0.095666,0.000000,0.971776
0.019500,-1.315965,23.298736,0.095487,0.000000,0.971778
0.020000,-1.304292,23.346202,0.095308,0.000000,0.971780
0.020500,-1.292598,23.389236,0.095130,0.000000,0.971781
0.021000,-1.280884,23.428010,0.094951,0.000000,0.971783
0.021500,-1.269152,23.462694,0.094773,0.000000,0.971784
0.022000,-1.257406,23.493450,0.094595,0.000000,0.971786
0.022500,-1.245645,23.520437,0.094417,0.000000,0.971788
0.023000,-1.233873,23.543808,0.094238,0.000000,0.971789
0.023500,-1.222092,23.563711,0.094061,0.000000,0.971791
0.024000,-1.210301,23.580291,0.093883,0.000000,0.971793
0.024500,-1.198505,23.593687,0.093705,0.000000,0.971794
0.025000,-1.186703,23.604035,0.093527,0.000000,0.971796
0.025500,-1.174897,23.611466,0.093350,0.000000,0.971798
0.026000,-1.163089,23.616106,0.093172,0.000000,0.971800
0.026500,-1.151280,23.618079,0.092995,0.000000,0.971801
0.027000,-1.139471,23.617502,0.092818,0.000000,0.971803
0.027500,-1.127664,23.614492,0.092641,0.000000,0.971805
0.028000,-1.115859,23.609159,0.092463,0.000000,0.971807
0.028500,-1.104058,23.601611,0.092287,0.000000,0.971808
0.029000,-1.092262,23.591952,0.092110,0.000000,0.971810
0.029500,-1.080472,23.580282,0.091933,0.000000,0.971812
0.030000,-1.068689,23.566698,0.091756,0.000000,0.971814
0.030500,-1.056913,23.551295,0.091580,0.000000,0.971816
0.031000,-1.045146,23.534162,0.091403,0.000000,0.971817
0.031500,-1.033389,23.515387,0.091227,0.000000,0.971819
0.032000,-1.021641,23.495054,0.091051,0.000000,0.971821
0.032500,-1.009904,23.473245,0.090875,0.000000,0.971823
0.033000,-0.998179,23.450038,0.090699,0.000000,0.971825
0.033500,-0.986467,23.425510,0.090523,0.000000,0.971826
0.034000,-0.974767,23.399731,0.090347,0.000000,0.971828
0.034500,-0.963080,23.372774,0.090172,0.000000,0.971830
0.035000,-0.951408,23.344706,0.089996,0.000000,0.971832
0.035500,-0.939750,23.315591,0.089821,0.000000,0.971834
0.036000,-0.928107,23.285493,0.089645,0.000000,0.971835
0.036500,-0.916480,23.254472,0.089470,0.000000,0.971837
0.037000,-0.904869,23.222586,0.089295,0.000000,0.971839
0.037500,-0.893274,23.189891,0.089120,0.000000,0.971841
0.038000,-0.881696,23.156440,0.088945,0.000000,0.971842
0.038500,-0.870135,23.122284,0.088770,0.000000,0.971844
0.039000,-0.858591,23.087475,0.088596,0.000000,0.971846
0.039500,-0.847065,23.052058,0.088421,0.000000,0.971848
0.040000,-0.835557,23.016079,0.088247,0.000000,0.971849
0.040500,-0.824067,22.979582,0.088072,0.000000,0.971851
0.041000,-0.812596,22.942610,0.087898,0.000000,0.971853
0.041500,-0.801143,22.905201,0.087724,0.000000,0.971855
0.042000,-0.789709,22.867396,0.087550,0.000000,0.971856
0.042500,-0.778295,22.829229,0.087376,0.000000,0.971858
0.043000,-0.766899,22.790737,0.087202,0.000000,0.971860
0.043500,-0.755523,22.751953,0.087029,0.000000,0.971861
0.044000,-0.744167,22.712909,0.086855,0.000000,0.971863
0.044500,-0.732830,22.673636,0.086682,0.000000,0.971865
0.045000,-0.721513,22.634163,0.086508,0.000000,0.971866
0.045500,-0.710216,22.594518,0.086335,0.000000,0.971868
0.046000,-0.698938,22.554728,0.086162,0.000000,0.971870
0.046500,-0.687681,22.514818,0.085989,0.000000,0.971871
0.047000,-0.676444,22.474812,0.085817,0.000000,0.971873
0.047500,-0.665226,22.434734,0.085644,0.000000,0.971874
0.048000,-0.654029,22.394604,0.085471,0.000000,0.971876
0.048500,-0.642852,22.354444,0.085299,0.000000,0.971877
0.049000,-0.631695,22.314273,0.085127,0.000000,0.971879
0.049500,-0.620558,22.274110,0.084954,0.000000,0.971880
0.050000,-0.609441,22.233973,0.084782,0.000000,0.971882
0.050500,-0.598344,22.193877,0.084610,0.000000,0.971883
0.051000,-0.587267,22.153840,0.084438,0.000000,0.971885
0.051500,-0.576210,22.113875,0.084267,0.000000,0.971886
0.052000,-0.565173,22.073996,0.084095,0.000000,0.971887
0.052500,-0.554156,22.034217,0.083924,0.000000,0.971889
0.053000,-0.543158,21.994551,0.083752,0.000000,0.971890
0.053500,-0.532181,21.955007,0.083581,0.000000,0.971892
0.054000,-0.521223,21.915599,0.083410,0.000000,0.971893
0.054500,-0.510285,21.876335,0.083239,0.000000,0.971894
0.055000,-0.499366,21.837225,0.083068,0.000000,0.971895
0.055500,-0.488467,21.798278,0.082898,0.000000,0.971897
0.056000,-0.477587,21.759501,0.082727,0.000000,0.971898
0.056500,-0.466727,21.720904,0.082556,0.000000,0.971899
0.057000,-0.455886,21.682491,0.082386,0.000000,0.971900
0.057500,-0.445064,21.644271,0.082216,0.000000,0.971902
0.058000,-0.434260,21.606248,0.082046,0.000000,0.971903
0.058500,-0.423476,21.568429,0.081876,0.000000,0.971904
0.059000,-0.412711,21.530817,0.081706,0.000000,0.971905
0.059500,-0.401964,21.493418,0.081536,0.000000,0.971906
0.060000,-0.391236,21.456235,0.081367,0.000000,0.971907
0.060500,-0.380526,21.419272,0.081197,0.000000,0.971908
0.061000,-0.369835,21.382532,0.081028,0.000000,0.971909
0.061500,-0.359162,21.346017,0.080859,0.000000,0.971910
0.062000,-0.348507,21.309731,0.080690,0.000000,0.971911
0.062500,-0.337870,21.273674,0.080521,0.000000,0.971912
0.063000,-0.327251,21.237848,0.080352,0.000000,0.971913
