time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,-0.194500,0.000000,15.750233,-389.000000
0.000500,-0.389000,0.000000,15.750233,-389.000000
0.001000,-0.583500,0.000000,15.577829,-389.000000
0.001500,-0.778000,0.000000,15.431299,-389.000000
0.002000,-0.972500,0.000000,15.335979,-389.000000
0.002500,-1.167000,0.000000,15.240254,-389.000000
0.003000,-1.361500,0.000000,15.144135,-389.000000
0.003500,-1.556000,0.000000,15.047630,-389.000000
0.004000,-1.750500,0.000000,14.950753,-389.000000
0.004500,-1.945000,0.000000,14.853514,-389.000000
0.005000,-2.139500,0.000000,14.755926,-389.000000
0.005500,-2.334000,0.000000,14.658001,-389.000000
0.006000,-2.528500,0.000000,14.559754,-389.000000
0.006500,-2.723000,0.000000,14.461197,-389.000000
0.007000,-2.917500,0.000000,14.362344,-389.000000
0.007500,-3.112000,0.000000,14.263209,-389.000000
0.008000,-3.306500,0.000000,14.163804,-389.000000
0.008500,-3.501000,0.000000,14.064144,-389.000000
0.009000,-3.695500,0.000000,13.964241,-389.000000
0.009500,-3.890000,0.000000,13.864110,-389.000000
0.010000,-4.084500,0.000000,13.763763,-389.000000
0.010500,-4.279000,0.000000,13.663213,-389.000000
0.011000,-4.473500,0.000000,13.562472,-389.000000
0.011500,-4.668000,0.000000,13.461552,-389.000000
0.012000,-4.862500,0.000000,13.360467,-389.000000
0.012500,-5.057000,0.000000,13.259226,-389.000000
0.013000,-5.251500,0.000000,13.157842,-389.000000
0.013500,-5.446000,0.000000,13.056325,-389.000000
0.014000,-5.640500,0.000000,12.954687,-389.000000
0.014500,-5.835000,0.000000,12.852936,-389.000000
0.015000,-6.029500,0.000000,12.751084,-389.000000
0.015500,-6.224000,0.000000,12.649139,-389.000000
0.016000,-6.418500,0.000000,12.547111,-389.000000
0.016500,-6.613000,0.000000,12.445009,-389.000000
0.017000,-6.807500,0.000000,12.342841,-389.000000
0.017500,-7.002000,0.000000,12.240615,-389.000000
0.018000,-7.196500,0.000000,12.138340,-389.000000
0.018500,-7.391000,0.000000,12.036021,-389.000000
0.019000,-7.585500,0.000000,11.933668,-389.000000
0.019500,-7.780000,0.000000,11.831286,-389.000000
0.020000,-7.974500,0.000000,11.728881,-389.000000
0.020500,-8.169000,0.000000,11.626461,-389.000000
0.021000,-8.363500,0.000000,11.524031,-389.000000
0.021500,-8.558000,0.000000,11.421596,-389.000000
0.022000,-8.752500,0.000000,11.319162,-389.000000
0.022500,-8.947000,0.000000,11.216734,-389.000000
0.023000,-9.141500,0.000000,11.114317,-389.000000
0.023500,-9.336000,0.000000,11.011915,-389.000000
0.024000,-9.530500,0.000000,10.909532,-389.000000
0.024500,-9.725000,0.000000,10.807174,-389.000000
0.025000,-9.919500,0.000000,10.704842,-389.000000
0.025500,-10.114000,0.000000,10.602542,-389.000000
0.026000,-10.308500,0.000000,10.500277,-389.000000
0.026500,-10.503000,0.000000,10.398049,-389.000000
0.027000,-10.697500,0.000000,10.295862,-389.000000
0.027500,-10.892000,0.000000,10.193719,-389.000000
0.028000,-11.086500,0.000000,10.091623,-389.000000
0.028500,-11.281000,0.000000,9.989575,-389.000000
0.029000,-11.475500,0.000000,9.887579,-389.000000
0.029500,-11.670000,0.000000,9.785637,-389.000000
0.030000,-11.864500,0.000000,9.683750,-389.000000
0.030500,-12.059000,0.000000,9.581921,-389.000000
0.031000,-12.253500,0.000000,9.480152,-389.000000
0.031500,-12.448000,0.000000,9.378444,-389.000000
0.032000,-12.642500,0.000000,9.276799,-389.000000
0.032500,-12.837000,0.000000,9.175218,-389.000000
0.033000,-13.031500,0.000000,9.073703,-389.000000
0.033500,-13.226000,0.000000,8.972256,-389.000000
0.034000,-13.420500,0.000000,8.870877,-389.000000
0.034500,-13.615000,0.000000,8.769567,-389.000000
0.035000,-13.809500,0.000000,8.668328,-389.000000
0.035500,-14.004000,0.000000,8.567160,-389.000000
