time(s),front_contact_force(N),back_contact_force(N),foot_rotation_constraint(N),slide_x_constraint(N),slide_z_constraint(N),ankle_hinge_constraint(N)
0.000000,0.000000,0.000000,-0.049044,3.138422,3.170123,0.000000
0.000500,0.000000,0.000000,-0.035325,2.260532,2.283366,0.000000
0.001000,0.000000,8.574046,-1.460528,-3.514456,8.573804,0.000000
0.001500,461.556818,123.918165,-1.891522,-18.953057,585.472627,0.000000
0.002000,460.964193,124.896768,-2.101602,-19.110655,585.857590,0.000000
0.002500,460.344405,125.864546,-2.311004,-19.263979,586.204615,0.000000
0.003000,459.698986,126.822016,-2.519748,-19.413248,586.515747,0.000000
0.003500,459.029396,127.769675,-2.727853,-19.558669,586.792944,0.000000
0.004000,458.337026,128.707998,-2.935337,-19.700440,587.038070,0.000000
0.004500,457.623204,129.637440,-3.142220,-19.838752,587.252908,0.000000
0.005000,456.889195,130.558439,-3.348519,-19.973785,587.439160,0.000000
0.005500,456.136203,131.471412,-3.554253,-20.105715,587.598447,0.000000
0.006000,455.365377,132.376762,-3.759440,-20.234706,587.732317,0.000000
0.006500,454.577810,133.274873,-3.964097,-20.360918,587.842249,0.000000
0.007000,453.774543,134.166112,-4.168241,-20.484502,587.929649,0.000000
0.007500,452.956568,135.050833,-4.371888,-20.605604,587.995860,0.000000
0.008000,452.124827,135.929373,-4.575055,-20.724363,588.042162,0.000000
0.008500,451.280217,136.802055,-4.777758,-20.840910,588.069774,0.000000
0.009000,450.423593,137.669189,-4.980012,-20.955373,588.079859,0.000000
0.009500,449.555764,138.531071,-5.181833,-21.067873,588.073522,0.000000
0.010000,448.677504,139.387985,-5.383236,-21.178524,588.051817,0.000000
0.010500,447.789544,140.240202,-5.584234,-21.287438,588.015748,0.000000
0.011000,446.892580,141.087981,-5.784843,-21.394720,587.966268,0.000000
0.011500,445.987275,141.931571,-5.985075,-21.500469,587.904288,0.000000
0.012000,445.074256,142.771209,-6.184946,-21.604783,587.830669,0.000000
0.012500,444.154118,143.607122,-6.384467,-21.707752,587.746235,0.000000
0.013000,443.227426,144.439527,-6.583651,-21.809463,587.651765,0.000000
0.013500,442.294718,145.268632,-6.782511,-21.910001,587.548003,0.000000
0.014000,441.356500,146.094633,-6.981060,-22.009444,587.435653,0.000000
0.014500,440.413253,146.917722,-7.179308,-22.107867,587.315386,0.000000
0.015000,439.465435,147.738077,-7.377268,-22.205344,587.187835,0.000000
0.015500,438.513476,148.555873,-7.574950,-22.301942,587.053606,0.000000
0.016000,437.557786,149.371274,-7.772366,-22.397728,586.913271,0.000000
0.016500,436.598749,150.184436,-7.969526,-22.492762,586.767371,0.000000
0.017000,435.636732,150.995511,-8.166440,-22.587106,586.616421,0.000000
0.017500,434.672079,151.804642,-8.363118,-22.680814,586.460909,0.000000
0.018000,433.705117,152.611964,-8.559570,-22.773941,586.301296,0.000000
0.018500,432.736153,153.417608,-8.755805,-22.866538,586.138019,0.000000
0.019000,431.765476,154.221698,-8.951833,-22.958653,585.971491,0.000000
0.019500,430.793361,155.024352,-9.147662,-23.050332,585.802103,0.000000
0.020000,429.820064,155.825683,-9.343301,-23.141620,585.630224,0.000000
0.020500,428.845828,156.625798,-9.538758,-23.232557,585.456203,0.000000
0.021000,427.870882,157.424799,-9.734041,-23.323184,585.280369,0.000000
0.021500,426.895438,158.222782,-9.929157,-23.413537,585.103033,0.000000
0.022000,425.919698,159.019841,-10.124116,-23.503653,584.924487,0.000000
0.022500,424.943851,159.816064,-10.318923,-23.593565,584.745007,0.000000
0.023000,423.968074,160.611532,-10.513585,-23.683305,584.564852,0.000000
0.023500,422.992531,161.406326,-10.708111,-23.772903,584.384267,0.000000
0.024000,422.017378,162.200521,-10.902505,-23.862388,584.203480,0.000000
0.024500,421.042758,162.994189,-11.096775,-23.951786,584.022707,0.000000
0.025000,420.068808,163.787396,-11.290927,-24.041125,583.842151,0.000000
0.025500,419.095652,164.580208,-11.484967,-24.130427,583.661999,0.000000
0.026000,418.123406,165.372684,-11.678900,-24.219716,583.482429,0.000000
0.026500,417.152180,166.164883,-11.872733,-24.309012,583.303607,0.000000
0.027000,416.182074,166.956859,-12.066469,-24.398338,583.125687,0.000000
0.027500,415.213180,167.748663,-12.260116,-24.487711,582.948812,0.000000
0.028000,414.245585,168.540345,-12.453677,-24.577149,582.773117,0.000000
0.028500,413.279367,169.331950,-12.647157,-24.666670,582.598727,0.000000
0.029000,412.314598,170.123521,-12.840561,-24.756290,582.425756,0.000000
0.029500,411.351346,170.915100,-13.033894,-24.846023,582.254311,0.000000
0.030000,410.389670,171.706726,-13.227160,-24.935884,582.084493,0.000000
0.030500,409.429627,172.498433,-13.420362,-25.025885,581.916390,0.000000
0.031000,408.471265,173.290257,-13.613506,-25.116039,581.750088,0.000000
0.031500,407.514630,174.082230,-13.806595,-25.206358,581.585662,0.000000
0.032000,406.559762,174.874381,-13.999632,-25.296851,581.423183,0.000000
0.032500,405.606698,175.666739,-14.192621,-25.387530,581.262715,0.000000
0.033000,404.655468,176.459329,-14.385565,-25.478403,581.104316,0.000000
0.033500,403.706102,177.252178,-14.578468,-25.569480,580.948037,0.000000
0.034000,402.758622,178.045307,-14.771333,-25.660767,580.793926,0.000000
0.034500,401.813050,178.838739,-14.964163,-25.752272,580.642024,0.000000
0.035000,400.869403,179.632492,-15.156961,-25.844003,580.492368,0.000000
0.035500,399.927695,180.426586,-15.349730,-25.935965,580.344992,0.000000
0.036000,398.987938,181.221037,-15.542471,-26.028164,580.199922,0.000000
0.036500,398.050141,182.015862,-15.735189,-26.120605,580.057184,0.000000
0.037000,397.114308,182.811075,-15.927884,-26.213294,579.916798,0.000000
0.037500,396.180445,183.606690,-16.120560,-26.306234,579.778780,0.000000
0.038000,395.248551,184.402718,-16.313219,-26.399429,579.643143,0.000000
