0.0000,-0.1945
0.0005,-0.3890
0.0010,-0.5835
0.0015,-0.7780
0.0020,-0.9725
0.0025,-1.1670
0.0030,-1.3615
0.0035,-1.5560
0.0040,-1.7505
0.0045,-1.9450
0.0050,-2.1395
0.0055,-2.3340
0.0060,-2.5285
0.0065,-2.7230
0.0070,-2.9175
0.0075,-3.1120
0.0080,-3.3065
0.0085,-3.5010
0.0090,-3.6955
0.0095,-3.8900
0.0100,-4.0845
0.0105,-4.2790
0.0110,-4.4735
0.0115,-4.6680
0.0120,-4.8625
0.0125,-5.0570
0.0130,-5.2515
0.0135,-5.4460
0.0140,-5.6405
0.0145,-5.8350
0.0150,-6.0295
0.0155,-6.2240
0.0160,-6.4185
0.0165,-6.6130
0.0170,-6.8075
0.0175,-7.0020
0.0180,-7.1965
0.0185,-7.3910
0.0190,-7.5855
0.0195,-7.7800
0.0200,-7.9745
0.0205,-8.1690
0.0210,-8.3635
0.0215,-8.5580
0.0220,-8.7525
0.0225,-8.9470
0.0230,-9.1415
0.0235,-9.3360
0.0240,-9.5305
0.0245,-9.7250
0.0250,-9.9195
0.0255,-10.1140
0.0260,-10.3085
0.0265,-10.5030
0.0270,-10.6975
0.0275,-10.8920
0.0280,-11.0865
0.0285,-11.2810
0.0290,-11.4755
0.0295,-11.6700
0.0300,-11.8645
0.0305,-12.0590
0.0310,-12.2535
0.0315,-12.4480
0.0320,-12.6425
0.0325,-12.8370
0.0330,-13.0315
0.0335,-13.2260
0.0340,-13.4205
0.0345,-13.6150
0.0350,-13.8095
0.0355,-14.0040
0.0360,-14.1985
0.0365,-14.3930
0.0370,-14.5875
0.0375,-14.7820
0.0380,-14.9765
0.0385,-15.1710
0.0390,-15.3655
0.0395,-15.5600
0.0400,-15.7545
0.0405,-15.9490
0.0410,-16.1435
0.0415,-16.3380
0.0420,-16.5325
0.0425,-16.7270
0.0430,-16.9215
0.0435,-17.1160
0.0440,-17.3105
0.0445,-17.5050
0.0450,-17.6995
0.0455,-17.8940
0.0460,-18.0885
0.0465,-18.2830
0.0470,-18.4775
0.0475,-18.6720
0.0480,-18.8665
0.0485,-19.0610
0.0490,-19.2555
0.0495,-19.4500
0.0500,-19.6445
0.0505,-19.8390
0.0510,-20.0335
0.0515,-20.2280
0.0520,-20.4225
0.0525,-20.6170
0.0530,-20.8115
0.0535,-21.0060
0.0540,-21.2005
0.0545,-21.3950
0.0550,-21.5895
0.0555,-21.7840
0.0560,-21.9785
0.0565,-22.1730
0.0570,-22.3675
0.0575,-22.5620
0.0580,-22.7565
0.0585,-22.9510
0.0590,-23.1455
0.0595,-23.3400
0.0600,-23.5345
0.0605,-23.7290
0.0610,-23.9235
0.0615,-24.1180
0.0620,-24.3125
0.0625,-24.5070
0.0630,-24.7015
0.0635,-24.8960
0.0640,-25.0905
0.0645,-25.2850
0.0650,-25.4795
0.0655,-25.6740
0.0660,-25.8685
0.0665,-26.0630
0.0670,-26.2575
0.0675,-26.4520
0.0680,-26.6465
0.0685,-26.8410
0.0690,-27.0355
0.0695,-27.2300
0.0700,-27.4245
0.0705,-27.6190
0.0710,-27.8135
0.0715,-28.0080
0.0720,-28.2025
0.0725,-28.3970
0.0730,-28.5915
0.0735,-28.7860
0.0740,-28.9805
0.0745,-29.1750
0.0750,-29.3695
0.0755,-29.5640
0.0760,-29.7585
0.0765,-29.9530
0.0770,-30.1475
0.0775,-30.3420
0.0780,-30.5365
0.0785,-30.7310
0.0790,-30.9255
0.0795,-31.1200
0.0800,-31.3145
0.0805,-31.5090
0.0810,-31.7035
0.0815,-31.8731
0.0820,-31.8400
0.0825,-31.8086
0.0830,-31.7786
0.0835,-31.7502
0.0840,-31.7230
0.0845,-31.6972
0.0850,-31.6725
0.0855,-31.6490
0.0860,-31.6266
0.0865,-31.6051
0.0870,-31.5847
0.0875,-31.5651
0.0880,-31.5463
0.0885,-31.5284
0.0890,-31.5112
0.0895,-31.4947
0.0900,-31.4788
0.0905,-31.4635
0.0910,-31.4489
0.0915,-31.4347
0.0920,-31.4210
0.0925,-31.4078
0.0930,-31.3950
0.0935,-31.3825
0.0940,-31.3705
0.0945,-31.3587
0.0950,-31.3473
0.0955,-31.3361
0.0960,-31.3252
0.0965,-31.3145
0.0970,-31.3040
0.0975,-31.2937
0.0980,-31.2836
0.0985,-31.2736
0.0990,-31.2637
0.0995,-31.2539
0.1000,-31.2443
0.1005,-31.2347
0.1010,-31.2251
0.1015,-31.2157
0.1020,-31.2062
0.1025,-31.1968
0.1030,-31.1874
0.1035,-31.1780
0.1040,-31.1685
0.1045,-31.1591
0.1050,-31.1496
0.1055,-31.1401
0.1060,-31.1306
0.1065,-31.1210
0.1070,-31.1113
0.1075,-31.1016
0.1080,-31.0918
0.1085,-31.0819
0.1090,-31.0720
0.1095,-31.0620
0.1100,-31.0518
0.1105,-31.0416
0.1110,-31.0313
0.1115,-31.0209
0.1120,-31.0103
0.1125,-30.9997
0.1130,-30.9890
0.1135,-30.9781
0.1140,-30.9671
0.1145,-30.9560
0.1150,-30.9448
0.1155,-30.9335
0.1160,-30.9221
0.1165,-30.9105
0.1170,-30.8988
0.1175,-30.8870
0.1180,-30.8750
0.1185,-30.8630
0.1190,-30.8508
0.1195,-30.8385
0.1200,-30.8260
0.1205,-30.8134
0.1210,-30.8007
0.1215,-30.7879
0.1220,-30.7750
0.1225,-30.7619
0.1230,-30.7487
0.1235,-30.7354
0.1240,-30.7219
0.1245,-30.7084
0.1250,-30.6947
0.1255,-30.6809
0.1260,-30.6670
0.1265,-30.6529
0.1270,-30.6388
0.1275,-30.6245
0.1280,-30.6101
0.1285,-30.5956
0.1290,-30.5810
0.1295,-30.5662
0.1300,-30.5514
0.1305,-30.5364
0.1310,-30.5214
0.1315,-30.5062
0.1320,-30.4910
0.1325,-30.4756
0.1330,-30.4601
0.1335,-30.4445
0.1340,-30.4289
0.1345,-30.4131
0.1350,-30.3972
0.1355,-30.3813
0.1360,-30.3652
0.1365,-30.3491
0.1370,-30.3328
0.1375,-30.3165
0.1380,-30.3001
0.1385,-30.2836
0.1390,-30.2670
0.1395,-30.2503
0.1400,-30.2336
0.1405,-30.2167
0.1410,-30.1998
0.1415,-30.1828
0.1420,-30.1658
0.1425,-30.1486
0.1430,-30.1314
0.1435,-30.1141
0.1440,-30.0967
0.1445,-30.0793
0.1450,-30.0618
0.1455,-30.0442
0.1460,-30.0266
0.1465,-30.0089
0.1470,-29.9911
0.1475,-29.9733
0.1480,-29.9554
0.1485,-29.9375
0.1490,-29.9195
0.1495,-29.9014
0.1500,-29.8833
0.1505,-29.8651
0.1510,-29.8469
0.1515,-29.8286
0.1520,-29.8103
0.1525,-29.7919
0.1530,-29.7735
0.1535,-29.7550
0.1540,-29.7364
0.1545,-29.7179
0.1550,-29.6992
0.1555,-29.6806
0.1560,-29.6619
0.1565,-29.6431
0.1570,-29.6243
0.1575,-29.6055
0.1580,-29.5866
0.1585,-29.5677
0.1590,-29.5488
0.1595,-29.5298
0.1600,-29.5108
0.1605,-29.4917
0.1610,-29.4726
0.1615,-29.4535
0.1620,-29.4343
0.1625,-29.4151
0.1630,-29.3959
0.1635,-29.3767
0.1640,-29.3574
0.1645,-29.3381
0.1650,-29.3187
0.1655,-29.2994
0.1660,-29.2800
0.1665,-29.2606
0.1670,-29.2411
0.1675,-29.2217
0.1680,-29.2022
0.1685,-29.1827
0.1690,-29.1631
0.1695,-29.1436
0.1700,-29.1240
0.1705,-29.1044
0.1710,-29.0848
0.1715,-29.0651
0.1720,-29.0455
0.1725,-29.0258
0.1730,-29.0061
0.1735,-28.9864
0.1740,-28.9667
0.1745,-28.9469
0.1750,-28.9272
0.1755,-28.9074
0.1760,-28.8876
0.1765,-28.8678
0.1770,-28.8480
