0.0000,0.9335,5.7102,28.0410,0.0000
0.0005,0.7464,5.6739,23.9162,0.0000
0.0010,3.4967,-12.5254,551.2783,0.0000
0.0015,2.9908,-13.0510,553.4655,0.0000
0.0020,2.4953,-13.5620,555.5405,0.0000
0.0025,2.0096,-14.0590,557.5081,0.0000
0.0030,1.5337,-14.5423,559.3729,0.0000
0.0035,1.0670,-15.0126,561.1395,0.0000
0.0040,0.6093,-15.4701,562.8120,0.0000
0.0045,0.1604,-15.9154,564.3946,0.0000
0.0050,-0.2802,-16.3489,565.8911,0.0000
0.0055,-0.7126,-16.7710,567.3055,0.0000
0.0060,-1.1371,-17.1821,568.6413,0.0000
0.0065,-1.5541,-17.5826,569.9021,0.0000
0.0070,-1.9637,-17.9729,571.0911,0.0000
0.0075,-2.3662,-18.3533,572.2116,0.0000
0.0080,-2.7619,-18.7243,573.2667,0.0000
0.0085,-3.1509,-19.0862,574.2594,0.0000
0.0090,-3.5336,-19.4393,575.1925,0.0000
0.0095,-3.9101,-19.7839,576.0687,0.0000
0.0100,-4.2807,-20.1205,576.8907,0.0000
0.0105,-4.6456,-20.4492,577.6610,0.0000
0.0110,-5.0049,-20.7704,578.3820,0.0000
0.0115,-5.3589,-21.0844,579.0560,0.0000
0.0120,-5.7078,-21.3915,579.6853,0.0000
0.0125,-6.0516,-21.6920,580.2719,0.0000
0.0130,-6.3908,-21.9860,580.8180,0.0000
0.0135,-6.7253,-22.2740,581.3255,0.0000
0.0140,-7.0554,-22.5561,581.7962,0.0000
0.0145,-7.3812,-22.8325,582.2320,0.0000
0.0150,-7.7029,-23.1036,582.6345,0.0000
0.0155,-8.0206,-23.3695,583.0055,0.0000
0.0160,-8.3345,-23.6304,583.3466,0.0000
0.0165,-8.6448,-23.8866,583.6592,0.0000
0.0170,-8.9515,-24.1383,583.9448,0.0000
0.0175,-9.2548,-24.3856,584.2047,0.0000
0.0180,-9.5549,-24.6288,584.4404,0.0000
0.0185,-9.8518,-24.8681,584.6531,0.0000
0.0190,-10.1457,-25.1035,584.8440,0.0000
0.0195,-10.4367,-25.3354,585.0143,0.0000
0.0200,-10.7249,-25.5638,585.1651,0.0000
0.0205,-11.0105,-25.7889,585.2974,0.0000
0.0210,-11.2935,-26.0108,585.4124,0.0000
0.0215,-11.5740,-26.2298,585.5109,0.0000
0.0220,-11.8521,-26.4459,585.5938,0.0000
0.0225,-12.1280,-26.6593,585.6622,0.0000
0.0230,-12.4017,-26.8702,585.7168,0.0000
0.0235,-12.6733,-27.0786,585.7584,0.0000
0.0240,-12.9430,-27.2846,585.7879,0.0000
0.0245,-13.2107,-27.4885,585.8059,0.0000
0.0250,-13.4765,-27.6902,585.8132,0.0000
0.0255,-13.7406,-27.8900,585.8104,0.0000
0.0260,-14.0031,-28.0878,585.7982,0.0000
0.0265,-14.2639,-28.2839,585.7773,0.0000
0.0270,-14.5232,-28.4783,585.7480,0.0000
0.0275,-14.7810,-28.6711,585.7112,0.0000
0.0280,-15.0374,-28.8624,585.6672,0.0000
0.0285,-15.2924,-29.0522,585.6165,0.0000
0.0290,-15.5462,-29.2407,585.5597,0.0000
0.0295,-15.7988,-29.4280,585.4973,0.0000
0.0300,-16.0501,-29.6140,585.4295,0.0000
0.0305,-16.3004,-29.7989,585.3569,0.0000
0.0310,-16.5496,-29.9828,585.2799,0.0000
