0.0000,-0.0450,2.8777,2.9067,0.0000
0.0005,-0.0310,1.9868,2.0069,0.0000
0.0010,-1.4598,-3.5702,8.5878,0.0000
0.0015,-1.8919,-24.6642,585.1933,0.0000
0.0020,-2.1017,-24.8279,585.5741,0.0000
0.0025,-2.3108,-24.9868,585.9171,0.0000
0.0030,-2.5193,-25.1412,586.2242,0.0000
0.0035,-2.7271,-25.2912,586.4974,0.0000
0.0040,-2.9344,-25.4372,586.7387,0.0000
0.0045,-3.1410,-25.5793,586.9497,0.0000
0.0050,-3.3471,-25.7178,587.1323,0.0000
0.0055,-3.5526,-25.8528,587.2880,0.0000
0.0060,-3.7576,-25.9846,587.4184,0.0000
0.0065,-3.9621,-26.1133,587.5250,0.0000
0.0070,-4.1660,-26.2390,587.6091,0.0000
0.0075,-4.3695,-26.3621,587.6723,0.0000
0.0080,-4.5725,-26.4825,587.7156,0.0000
0.0085,-4.7750,-26.6004,587.7405,0.0000
0.0090,-4.9771,-26.7161,587.7479,0.0000
0.0095,-5.1788,-26.8296,587.7390,0.0000
0.0100,-5.3800,-26.9411,587.7150,0.0000
0.0105,-5.5809,-27.0507,587.6767,0.0000
0.0110,-5.7813,-27.1584,587.6252,0.0000
0.0115,-5.9814,-27.2645,587.5613,0.0000
0.0120,-6.1811,-27.3690,587.4859,0.0000
0.0125,-6.3805,-27.4720,587.3999,0.0000
0.0130,-6.5796,-27.5737,587.3039,0.0000
0.0135,-6.7783,-27.6741,587.1989,0.0000
0.0140,-6.9767,-27.7733,587.0853,0.0000
0.0145,-7.1749,-27.8714,586.9640,0.0000
0.0150,-7.3727,-27.9684,586.8356,0.0000
0.0155,-7.5703,-28.0645,586.7006,0.0000
0.0160,-7.7675,-28.1597,586.5597,0.0000
0.0165,-7.9646,-28.2541,586.4133,0.0000
0.0170,-8.1614,-28.3478,586.2620,0.0000
0.0175,-8.3580,-28.4408,586.1063,0.0000
0.0180,-8.5543,-28.5331,585.9466,0.0000
0.0185,-8.7504,-28.6249,585.7833,0.0000
0.0190,-8.9463,-28.7162,585.6169,0.0000
0.0195,-9.1421,-28.8070,585.4478,0.0000
0.0200,-9.3376,-28.8974,585.2763,0.0000
0.0205,-9.5329,-28.9875,585.1027,0.0000
0.0210,-9.7281,-29.0772,584.9275,0.0000
0.0215,-9.9231,-29.1666,584.7508,0.0000
0.0220,-10.1180,-29.2558,584.5731,0.0000
0.0225,-10.3127,-29.3447,584.3945,0.0000
0.0230,-10.5073,-29.4335,584.2153,0.0000
0.0235,-10.7017,-29.5222,584.0357,0.0000
0.0240,-10.8960,-29.6107,583.8561,0.0000
0.0245,-11.0902,-29.6992,583.6765,0.0000
0.0250,-11.2842,-29.7876,583.4973,0.0000
0.0255,-11.4782,-29.8760,583.3185,0.0000
0.0260,-11.6720,-29.9644,583.1404,0.0000
0.0265,-11.8657,-30.0528,582.9631,0.0000
0.0270,-12.0594,-30.1413,582.7867,0.0000
0.0275,-12.2529,-30.2298,582.6115,0.0000
0.0280,-12.4464,-30.3184,582.4375,0.0000
0.0285,-12.6398,-30.4072,582.2649,0.0000
0.0290,-12.8331,-30.4960,582.0938,0.0000
0.0295,-13.0263,-30.5850,581.9242,0.0000
0.0300,-13.2195,-30.6741,581.7563,0.0000
0.0305,-13.4126,-30.7634,581.5902,0.0000
0.0310,-13.6056,-30.8529,581.4259,0.0000
0.0315,-13.7986,-30.9426,581.2635,0.0000
0.0320,-13.9916,-31.0325,581.1032,0.0000
0.0325,-14.1845,-31.1226,580.9448,0.0000
0.0330,-14.3773,-31.2129,580.7886,0.0000
0.0335,-14.5701,-31.3035,580.6345,0.0000
0.0340,-14.7629,-31.3943,580.4827,0.0000
0.0345,-14.9556,-31.4854,580.3330,0.0000
0.0350,-15.1483,-31.5767,580.1857,0.0000
0.0355,-15.3410,-31.6683,580.0406,0.0000
0.0360,-15.5337,-31.7601,579.8979,0.0000
0.0365,-15.7263,-31.8523,579.7576,0.0000
0.0370,-15.9189,-31.9447,579.6196,0.0000
0.0375,-16.1115,-32.0374,579.4840,0.0000
0.0380,-16.3040,-32.1304,579.3508,0.0000
0.0385,-16.4966,-32.2237,579.2200,0.0000
0.0390,-16.6891,-32.3172,579.0916,0.0000
0.0395,-16.8817,-32.4111,578.9656,0.0000
0.0400,-17.0742,-32.5053,578.8421,0.0000
0.0405,-17.2667,-32.5998,578.7209,0.0000
0.0410,-17.4592,-32.6946,578.6022,0.0000
0.0415,-17.6517,-32.7897,578.4859,0.0000
0.0420,-17.8442,-32.8851,578.3720,0.0000
0.0425,-18.0367,-32.9809,578.2604,0.0000
