time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,1.145916,-1.145916,0.056842,0.000000,0.971968
0.000500,1.119150,-53.530358,0.056842,0.000000,0.971968
0.001000,1.196144,153.986581,0.056851,0.000000,0.971966
0.001500,1.113428,-165.430825,0.056860,0.000000,0.971960
0.002000,1.192240,157.622864,0.056869,0.000000,0.971954
0.002500,1.110551,-163.377863,0.056878,0.000000,0.971943
0.003000,1.036130,-148.841949,0.056887,0.000000,0.971932
0.003500,1.121154,170.049293,0.056896,0.000000,0.971923
0.004000,1.201784,161.259370,0.056905,0.000000,0.971911
0.004500,1.120797,-161.973640,0.056914,0.000000,0.971899
0.005000,1.046851,-147.892939,0.056923,0.000000,0.971886
0.005500,0.979747,-134.208620,0.056931,0.000000,0.971876
0.006000,1.069881,180.269793,0.056939,0.000000,0.971869
0.006500,1.155406,171.048834,0.056948,0.000000,0.971858
0.007000,1.236478,162.144512,0.056956,0.000000,0.971847
0.007500,1.154846,-163.264881,0.056965,0.000000,0.971837
0.008000,1.080274,-149.143302,0.056974,0.000000,0.971826
0.008500,1.012565,-135.417275,0.056982,0.000000,0.971817
0.009000,0.951532,-122.067565,0.056990,0.000000,0.971812
0.009500,0.896994,-109.076048,0.056997,0.000000,0.971809
0.010000,0.996092,198.197484,0.057004,0.000000,0.971809
0.010500,1.090187,188.189678,0.057012,0.000000,0.971805
0.011000,1.179449,178.524294,0.057020,0.000000,0.971801
0.011500,1.264046,169.192395,0.057027,0.000000,0.971797
0.012000,1.183951,-160.188049,0.057036,0.000000,0.971793
0.012500,1.111137,-145.628652,0.057043,0.000000,0.971788
0.013000,1.045395,-131.483889,0.057051,0.000000,0.971787
0.013500,0.986528,-117.733812,0.057058,0.000000,0.971787
0.014000,0.934349,-104.359601,0.057065,0.000000,0.971791
0.014500,0.888677,-91.343479,0.057071,0.000000,0.971797
0.015000,0.993527,209.700064,0.057077,0.000000,0.971806
0.015500,1.093082,199.109948,0.057084,0.000000,0.971810
0.016000,1.187523,188.883217,0.057090,0.000000,0.971815
0.016500,1.277029,179.010343,0.057097,0.000000,0.971818
0.017000,1.199709,-154.639060,0.057104,0.000000,0.971821
0.017500,1.129965,-139.488758,0.057111,0.000000,0.971824
0.018000,1.067574,-124.782031,0.057118,0.000000,0.971829
