time(s),ankle_angle(deg),ankle_velocity(deg/s),body_com_x(m),body_com_y(m),body_com_z(m)
0.000000,-1.718873,20.053523,0.102343,0.000000,0.971734
0.000500,-1.712648,12.449973,0.102343,0.000000,0.971734
0.001000,-1.705624,14.048432,0.102184,0.000000,0.971736
0.001500,-1.698420,14.407387,0.102025,0.000000,0.971736
0.002000,-1.691045,14.751871,0.101866,0.000000,0.971736
0.002500,-1.683503,15.082304,0.101707,0.000000,0.971736
0.003000,-1.675804,15.399099,0.101548,0.000000,0.971736
0.003500,-1.667953,15.702659,0.101389,0.000000,0.971736
0.004000,-1.659956,15.993377,0.101230,0.000000,0.971737
0.004500,-1.651820,16.271638,0.101071,0.000000,0.971737
0.005000,-1.643551,16.537820,0.100913,0.000000,0.971737
0.005500,-1.635155,16.792290,0.100754,0.000000,0.971737
0.006000,-1.626637,17.035408,0.100596,0.000000,0.971737
0.006500,-1.618003,17.267525,0.100437,0.000000,0.971738
0.007000,-1.609259,17.488983,0.100279,0.000000,0.971738
0.007500,-1.600409,17.700117,0.100121,0.000000,0.971738
0.008000,-1.591458,17.901255,0.099963,0.000000,0.971739
0.008500,-1.582412,18.092714,0.099805,0.000000,0.971739
0.009000,-1.573275,18.274806,0.099647,0.000000,0.971740
0.009500,-1.564051,18.447835,0.099489,0.000000,0.971740
0.010000,-1.554745,18.612095,0.099331,0.000000,0.971741
0.010500,-1.545361,18.767876,0.099174,0.000000,0.971741
0.011000,-1.535903,18.915459,0.099016,0.000000,0.971742
0.011500,-1.526375,19.055117,0.098859,0.000000,0.971743
0.012000,-1.516782,19.187117,0.098701,0.000000,0.971743
0.012500,-1.507126,19.311720,0.098544,0.000000,0.971744
0.013000,-1.497411,19.429178,0.098387,0.000000,0.971745
0.013500,-1.487641,19.539739,0.098230,0.000000,0.971745
0.014000,-1.477820,19.643641,0.098072,0.000000,0.971746
0.014500,-1.467949,19.741118,0.097916,0.000000,0.971747
0.015000,-1.458033,19.832398,0.097759,0.000000,0.971748
0.015500,-1.448074,19.917701,0.097602,0.000000,0.971749
0.016000,-1.438075,19.997243,0.097445,0.000000,0.971750
0.016500,-1.428040,20.071232,0.097289,0.000000,0.971751
0.017000,-1.417970,20.139871,0.097132,0.000000,0.971752
0.017500,-1.407868,20.203358,0.096976,0.000000,0.971753
0.018000,-1.397737,20.261885,0.096820,0.000000,0.971754
0.018500,-1.387579,20.315638,0.096664,0.000000,0.971755
0.019000,-1.377397,20.364798,0.096507,0.000000,0.971756
0.019500,-1.367192,20.409540,0.096352,0.000000,0.971757
0.020000,-1.356967,20.450036,0.096196,0.000000,0.971759
0.020500,-1.346724,20.486451,0.096040,0.000000,0.971760
0.021000,-1.336465,20.518945,0.095884,0.000000,0.971761
0.021500,-1.326191,20.547675,0.095729,0.000000,0.971762
0.022000,-1.315904,20.572791,0.095573,0.000000,0.971764
0.022500,-1.305607,20.594440,0.095418,0.000000,0.971765
0.023000,-1.295301,20.612764,0.095263,0.000000,0.971766
0.023500,-1.284987,20.627902,0.095107,0.000000,0.971768
0.024000,-1.274667,20.639985,0.094952,0.000000,0.971769
0.024500,-1.264342,20.649145,0.094797,0.000000,0.971771
0.025000,-1.254014,20.655505,0.094642,0.000000,0.971772
0.025500,-1.243685,20.659187,0.094488,0.000000,0.971773
0.026000,-1.233355,20.660308,0.094333,0.000000,0.971775
0.026500,-1.223025,20.658983,0.094179,0.000000,0.971776
0.027000,-1.212698,20.655320,0.094024,0.000000,0.971778
0.027500,-1.202373,20.649426,0.093870,0.000000,0.971779
0.028000,-1.192052,20.641404,0.093716,0.000000,0.971781
0.028500,-1.181736,20.631354,0.093561,0.000000,0.971782
0.029000,-1.171427,20.619370,0.093407,0.000000,0.971784
0.029500,-1.161124,20.605546,0.093253,0.000000,0.971786
0.030000,-1.150829,20.589972,0.093100,0.000000,0.971787
0.030500,-1.140543,20.572733,0.092946,0.000000,0.971789
0.031000,-1.130266,20.553914,0.092792,0.000000,0.971790
0.031500,-1.119999,20.533595,0.092639,0.000000,0.971792
0.032000,-1.109743,20.511854,0.092486,0.000000,0.971794
0.032500,-1.099499,20.488766,0.092332,0.000000,0.971795
0.033000,-1.089266,20.464403,0.092179,0.000000,0.971797
0.033500,-1.079047,20.438834,0.092026,0.000000,0.971799
0.034000,-1.068841,20.412128,0.091873,0.000000,0.971800
0.034500,-1.058649,20.384348,0.091720,0.000000,0.971802
0.035000,-1.048471,20.355557,0.091568,0.000000,0.971804
0.035500,-1.038308,20.325815,0.091415,0.000000,0.971805
0.036000,-1.028160,20.295179,0.091263,0.000000,0.971807
0.036500,-1.018029,20.263705,0.091110,0.000000,0.971809
0.037000,-1.007913,20.231447,0.090958,0.000000,0.971810
0.037500,-0.997814,20.198455,0.090806,0.000000,0.971812
0.038000,-0.987731,20.164779,0.090654,0.000000,0.971814
0.038500,-0.977666,20.130466,0.090502,0.000000,0.971815
0.039000,-0.967618,20.095561,0.090350,0.000000,0.971817
