0.0000,0.0000,0.0000
0.0005,0.0000,0.0000
0.0010,0.0000,0.0000
0.0015,0.0000,275.2392
0.0020,0.0000,273.6070
0.0025,0.0000,272.0068
0.0030,329.6651,335.5405
0.0035,0.0000,0.0000
0.0040,0.0000,0.0000
0.0045,377.5640,352.3658
0.0050,0.0000,0.0000
0.0055,1481.3609,0.0000
0.0060,0.0000,0.0000
0.0065,376.7131,358.1429
0.0070,376.6496,355.1242
0.0075,0.0000,0.0000
0.0080,1477.2984,0.0000
0.0085,1460.0864,0.0000
0.0090,1345.5231,0.0000
0.0095,1048.3673,0.0000
0.0100,827.7971,0.0000
0.0105,0.0000,0.0000
0.0110,296.1081,318.7945
0.0115,296.8397,317.2513
0.0120,297.5252,315.7236
0.0125,298.1701,314.2118
0.0130,298.7794,312.7161
0.0135,299.3575,311.2368
0.0140,299.9088,309.7740
0.0145,300.4368,308.3279
0.0150,300.9452,306.8984
0.0155,301.4371,305.4855
0.0160,301.9152,304.0893
0.0165,302.3823,302.7096
0.0170,0.0000,0.0000
0.0175,1596.1725,0.0000
0.0180,1571.6225,0.0000
0.0185,1548.2123,0.0000
0.0190,0.0000,0.0000
0.0195,147.2382,297.3242
0.0200,159.6233,296.6575
0.0205,171.1645,295.8950
0.0210,181.9182,295.0470
0.0215,0.0000,0.0000
0.0220,1433.6002,0.0000
0.0225,1086.4820,0.0000
0.0230,829.6702,0.0000
0.0235,640.6066,0.0000
0.0240,502.5125,0.0000
0.0245,0.0000,0.0000
0.0250,0.0000,229.0726
0.0255,0.0000,228.0405
0.0260,0.0000,227.0152
0.0265,0.0000,225.9967
0.0270,0.0000,224.9848
0.0275,286.3584,280.7202
0.0280,288.1430,279.8809
0.0285,289.8876,279.0391
0.0290,291.5935,278.1950
0.0295,293.2623,277.3487
0.0300,294.8952,276.5006
0.0305,296.4934,275.6506
0.0310,298.0582,274.7989
0.0315,299.5906,273.9457
0.0320,301.0919,273.0911
0.0325,302.5631,272.2351
0.0330,304.0052,271.3779
0.0335,305.4192,270.5196
0.0340,306.8062,269.6602
