time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.000000,0.074000,0.000000,67.834938,148.000000
0.000500,0.148000,0.000000,67.834938,148.000000
0.001000,0.222000,0.000000,67.723798,148.000000
0.001500,0.296000,0.000000,67.648406,148.000000
0.002000,0.370000,0.000000,67.573320,148.000000
0.002500,0.444000,0.000000,67.498510,148.000000
0.003000,0.518000,0.000000,67.423949,148.000000
0.003500,0.592000,0.000000,67.349613,148.000000
0.004000,0.666000,0.000000,67.275481,148.000000
0.004500,0.740000,0.000000,67.201535,148.000000
0.005000,0.814000,0.000000,67.127757,148.000000
0.005500,0.888000,0.000000,67.054133,148.000000
0.006000,0.962000,0.000000,66.980652,148.000000
0.006500,1.036000,0.000000,66.907301,148.000000
0.007000,1.110000,0.000000,66.834072,148.000000
0.007500,1.184000,0.000000,66.760958,148.000000
0.008000,1.258000,0.000000,66.687950,148.000000
0.008500,1.332000,0.000000,66.615045,148.000000
0.009000,1.406000,0.000000,66.542237,148.000000
0.009500,1.480000,0.000000,66.469523,148.000000
0.010000,1.554000,0.000000,66.396900,148.000000
0.010500,1.628000,0.000000,66.324366,148.000000
0.011000,1.702000,0.000000,66.251921,148.000000
0.011500,1.776000,0.000000,66.179562,148.000000
0.012000,1.850000,0.000000,66.107291,148.000000
0.012500,1.924000,0.000000,66.035107,148.000000
0.013000,1.998000,0.000000,65.963011,148.000000
0.013500,2.072000,0.000000,65.891003,148.000000
0.014000,2.146000,0.000000,65.819086,148.000000
0.014500,2.220000,0.000000,65.747260,148.000000
0.015000,2.294000,0.000000,65.675528,148.000000
0.015500,2.368000,0.000000,65.603891,148.000000
0.016000,2.442000,0.000000,65.532351,148.000000
0.016500,2.516000,0.000000,65.460910,148.000000
0.017000,2.590000,0.000000,65.389571,148.000000
0.017500,2.664000,0.000000,65.318335,148.000000
0.018000,2.738000,0.000000,65.247206,148.000000
0.018500,2.812000,0.000000,65.176185,148.000000
0.019000,2.886000,0.000000,65.105275,148.000000
0.019500,2.960000,0.000000,65.034478,148.000000
0.020000,3.034000,0.000000,64.963797,148.000000
0.020500,3.108000,0.000000,64.893233,148.000000
0.021000,3.182000,0.000000,64.822790,148.000000
0.021500,3.256000,0.000000,64.752469,148.000000
0.022000,3.330000,0.000000,64.682273,148.000000
0.022500,3.404000,0.000000,64.612203,148.000000
0.023000,3.478000,0.000000,64.542262,148.000000
0.023500,3.552000,0.000000,64.472452,148.000000
0.024000,3.626000,0.000000,64.402774,148.000000
0.024500,3.700000,0.000000,64.333231,148.000000
0.025000,3.774000,0.000000,64.263824,148.000000
0.025500,3.848000,0.000000,64.194556,148.000000
0.026000,3.922000,0.000000,64.125426,148.000000
0.026500,3.996000,0.000000,64.056438,148.000000
0.027000,4.070000,0.000000,63.987592,148.000000
0.027500,4.144000,0.000000,63.918890,148.000000
0.028000,4.218000,0.000000,63.850333,148.000000
0.028500,4.292000,0.000000,63.781923,148.000000
0.029000,4.366000,0.000000,63.713660,148.000000
0.029500,4.440000,0.000000,63.645545,148.000000
0.030000,4.514000,0.000000,63.577580,148.000000
0.030500,4.588000,0.000000,63.509766,148.000000
0.031000,4.662000,0.000000,63.442103,148.000000
0.031500,4.736000,0.000000,63.374592,148.000000
0.032000,4.810000,0.000000,63.307233,148.000000
0.032500,4.884000,0.000000,63.240029,148.000000
0.033000,4.958000,0.000000,63.172978,148.000000
0.033500,5.032000,0.000000,63.106082,148.000000
0.034000,5.106000,0.000000,63.039341,148.000000
0.034500,5.180000,0.000000,62.972755,148.000000
0.035000,5.254000,0.000000,62.906325,148.000000
0.035500,5.328000,0.000000,62.840051,148.000000
0.036000,5.402000,0.000000,62.773934,148.000000
0.036500,5.476000,0.000000,62.707973,148.000000
0.037000,5.550000,0.000000,62.642168,148.000000
0.037500,5.624000,0.000000,62.576521,148.000000
0.038000,5.698000,0.000000,62.511031,148.000000
0.038500,5.772000,0.000000,62.445698,148.000000
0.039000,5.846000,0.000000,62.380521,148.000000
0.039500,5.920000,0.000000,62.315502,148.000000
0.040000,5.994000,0.000000,62.250640,148.000000
0.040500,6.068000,0.000000,62.185934,148.000000
0.041000,6.142000,0.000000,62.121385,148.000000
0.041500,6.216000,0.000000,62.056993,148.000000
0.042000,6.290000,0.000000,61.992758,148.000000
0.042500,6.364000,0.000000,61.928678,148.000000
0.043000,6.438000,0.000000,61.864755,148.000000
0.043500,6.512000,0.000000,61.800987,148.000000
0.044000,6.586000,0.000000,61.737375,148.000000
0.044500,6.660000,0.000000,61.673917,148.000000
0.045000,6.734000,0.000000,61.610615,148.000000
0.045500,6.808000,0.000000,61.547468,148.000000
0.046000,6.882000,0.000000,61.484475,148.000000
0.046500,6.956000,0.000000,61.421635,148.000000
0.047000,7.030000,0.000000,61.358950,148.000000
0.047500,7.104000,0.000000,61.296417,148.000000
0.048000,7.178000,0.000000,61.234037,148.000000
0.048500,7.252000,0.000000,61.171810,148.000000
0.049000,7.326000,0.000000,61.109735,148.000000
0.049500,7.400000,0.000000,61.047811,148.000000
